Date,Open,High,Low,Close,Volume
2019-04-16,0.41,0.6,0.32,0.53,0
2019-04-17,0.6,0.67,0.44,0.46,0
2019-04-18,0.44,0.44,0.24,0.26,0
2019-04-23,0.23,0.5,0.17,0.49,0
2019-04-24,0.53,0.54,0.34,0.39,0
2019-04-25,0.37,0.41,0.28,0.39,0
2019-04-26,0.35,0.39,0.32,0.33,0
2019-04-29,0.33,0.37,0.27,0.29,0
2019-04-30,0.29,0.31,0.23,0.24,0
2019-05-02,0.24,0.34,0.23,0.27,0
2019-05-03,0.27,0.34,0.23,0.31,0
2019-05-06,0.25,0.26,0.18,0.2,0
2019-05-07,0.21,0.23,0.18,0.2,0
2019-05-08,0.17,0.19,0.15,0.17,0
2019-05-09,0.16,0.16,0.09,0.15,0
2019-05-10,0.11,0.22,0.1,0.13,0
2019-05-14,0.07,0.1,0.03,0.04,0
2019-05-15,0.06,0.14,0.05,0.09,0
2019-05-16,0.09,0.09,0.03,0.05,0
2019-05-17,0.05,0.05,-0.02,-0.02,0
2019-05-20,-0.06,-0.03,-0.18,-0.1,0
2019-05-21,-0.12,-0.08,-0.16,-0.16,0
2019-05-22,-0.14,-0.1,-0.16,-0.12,0
2019-05-23,-0.14,-0.12,-0.17,-0.16,0
2019-05-24,-0.16,-0.14,-0.16,-0.16,0
2019-05-27,-0.15,-0.15,-0.25,-0.18,0
2019-05-28,-0.2,-0.2,-0.25,-0.24,0
2019-05-29,-0.27,-0.18,-0.27,-0.21,0
2019-05-30,-0.23,-0.22,-0.25,-0.25,0
2019-05-31,-0.25,-0.24,-0.27,-0.25,0
2019-06-03,-0.28,-0.27,-0.3,-0.28,0
2019-06-04,-0.28,-0.28,-0.35,-0.33,0
2019-06-05,-0.32,-0.29,-0.35,-0.35,0
2019-06-06,-0.33,-0.33,-0.45,-0.44,0
2019-06-10,-0.44,-0.23,-0.44,-0.31,0
2019-06-11,-0.31,-0.25,-0.32,-0.29,0
2019-06-12,-0.32,-0.27,-0.33,-0.3,0
2019-06-13,-0.31,-0.28,-0.33,-0.28,0
2019-06-14,-0.29,-0.21,-0.29,-0.23,0
2019-06-17,-0.23,-0.16,-0.24,-0.23,0
2019-06-18,-0.22,-0.22,-0.27,-0.25,0
2019-06-19,-0.24,-0.21,-0.24,-0.21,0
2019-06-20,-0.21,-0.18,-0.21,-0.19,0
2019-06-21,-0.2,-0.19,-0.24,-0.2,0
2019-06-24,-0.2,-0.2,-0.24,-0.22,0
2019-06-25,-0.25,-0.22,-0.28,-0.24,0
2019-06-26,-0.25,-0.2,-0.27,-0.22,0
2019-06-27,-0.23,-0.17,-0.23,-0.19,0
2019-06-28,-0.19,-0.17,-0.2,-0.19,0
2019-07-02,-0.17,-0.15,-0.22,-0.19,0
2019-07-03,-0.21,-0.18,-0.23,-0.2,0
