date,open,close,high,low,volume
2026-01-21,1.22,1.22,1.23,1.21,0
2026-01-22,1.22,1.22,1.23,1.22,0
2026-01-23,1.22,1.24,1.24,1.22,0
2026-01-26,1.24,1.24,1.25,1.23,0
2026-01-27,1.25,1.24,1.25,1.23,0
2026-01-28,1.24,1.26,1.27,1.24,0
2026-01-29,1.26,1.26,1.27,1.25,0
2026-01-30,1.26,1.25,1.26,1.23,0
2026-02-02,1.24,1.21,1.24,1.21,0
2026-02-03,1.21,1.23,1.24,1.21,0
2026-02-04,1.23,1.25,1.25,1.23,0
2026-02-05,1.25,1.24,1.25,1.23,0
2026-02-06,1.22,1.24,1.25,1.22,0
2026-02-09,1.24,1.25,1.25,1.24,0
2026-02-10,1.25,1.26,1.26,1.25,0
2026-02-11,1.26,1.26,1.26,1.25,0
2026-02-12,1.26,1.26,1.27,1.25,0
2026-02-13,1.26,1.24,1.26,1.23,0
2026-02-24,1.25,1.25,1.25,1.24,0
2026-02-25,1.25,1.26,1.27,1.25,0
2026-02-26,1.26,1.26,1.26,1.26,0
2026-02-27,1.26,1.27,1.28,1.24,0
2026-03-02,1.27,1.29,1.29,1.26,0
2026-03-03,1.29,1.27,1.3,1.27,0
2026-03-04,1.26,1.26,1.27,1.25,0
2026-03-05,1.27,1.27,1.27,1.25,0
2026-03-06,1.26,1.28,1.28,1.25,0
2026-03-09,1.27,1.27,1.28,1.25,0
2026-03-10,1.26,1.27,1.28,1.26,0
2026-03-11,1.28,1.28,1.28,1.27,0
2026-03-12,1.28,1.28,1.29,1.28,0
2026-03-13,1.28,1.28,1.29,1.28,0
2026-03-16,1.28,1.27,1.28,1.26,0
2026-03-17,1.27,1.27,1.28,1.26,0
2026-03-18,1.27,1.27,1.27,1.24,0
2026-03-19,1.26,1.24,1.27,1.24,0
2026-03-20,1.23,1.23,1.25,1.23,0
2026-03-23,1.22,1.19,1.23,1.18,0
2026-03-24,1.2,1.21,1.21,1.19,0
2026-03-25,1.22,1.23,1.23,1.21,0
2026-03-26,1.22,1.22,1.23,1.21,0
2026-03-27,1.21,1.22,1.23,1.2,0
2026-03-30,1.21,1.23,1.23,1.21,0
2026-03-31,1.23,1.21,1.23,1.21,0
2026-04-01,1.22,1.22,1.23,1.22,0
2026-04-02,1.22,1.22,1.23,1.21,0
2026-04-03,1.22,1.2,1.22,1.2,0
2026-04-07,1.2,1.21,1.21,1.2,0
2026-04-08,1.23,1.23,1.23,1.21,0
2026-04-09,1.23,1.23,1.23,1.22,0
2026-04-10,1.23,1.23,1.24,1.23,0
2026-04-13,1.23,1.22,1.23,1.22,0
2026-04-14,1.23,1.23,1.23,1.22,0
2026-04-15,1.24,1.23,1.24,1.23,0
2026-04-16,1.23,1.24,1.25,1.23,0
2026-04-17,1.24,1.24,1.24,1.23,0
2026-04-20,1.24,1.24,1.24,1.23,0
2026-04-21,1.24,1.25,1.25,1.24,0
2026-04-22,1.25,1.25,1.25,1.24,0
2026-04-23,1.25,1.25,1.25,1.24,0
2026-04-24,1.25,1.24,1.25,1.23,0
2026-04-27,1.24,1.24,1.24,1.24,0
2026-04-28,1.24,1.24,1.24,1.23,0
2026-04-29,1.24,1.26,1.26,1.24,0
2026-04-30,1.26,1.25,1.26,1.24,0
2026-05-06,1.25,1.26,1.26,1.25,0
2026-05-07,1.26,1.26,1.27,1.25,0
2026-05-08,1.26,1.26,1.26,1.25,0
2026-05-11,1.26,1.27,1.27,1.26,0
2026-05-12,1.27,1.27,1.27,1.26,0
2026-05-13,1.26,1.27,1.27,1.26,0
2026-05-14,1.27,1.25,1.27,1.25,0
2026-05-15,1.25,1.25,1.26,1.24,0
2026-05-18,1.24,1.23,1.24,1.23,0
2026-05-19,1.23,1.24,1.24,1.23,0
2026-05-20,1.24,1.24,1.24,1.23,0
2026-05-21,1.24,1.22,1.25,1.22,0
2026-05-22,1.22,1.22,1.23,1.22,0
2026-05-25,1.22,1.22,1.23,1.21,0
2026-05-26,1.21,1.22,1.22,1.21,0
2026-05-27,1.22,1.21,1.22,1.21,0
2026-05-28,1.21,1.21,1.21,1.2,0
2026-05-29,1.21,1.21,1.22,1.2,0
2026-06-01,1.21,1.22,1.22,1.21,0
2026-06-02,1.22,1.23,1.23,1.21,0
2026-06-03,1.23,1.22,1.23,1.21,0
2026-06-04,1.21,1.21,1.22,1.2,0
2026-06-05,1.21,1.2,1.21,1.2,0
2026-06-08,1.18,1.18,1.2,1.17,0
2026-06-09,1.18,1.19,1.2,1.18,0
2026-06-10,1.19,1.19,1.19,1.18,0
2026-06-11,1.19,1.19,1.19,1.18,0
2026-06-12,1.19,1.2,1.21,1.19,0
2026-06-15,1.21,1.21,1.23,1.2,0
2026-06-16,1.21,1.19,1.21,1.19,0
2026-06-17,1.19,1.19,1.19,1.18,0
2026-06-18,1.18,1.17,1.18,1.17,0
2026-06-22,1.17,1.19,1.2,1.16,0
2026-06-23,1.19,1.17,1.19,1.17,0
2026-06-24,1.17,1.164,1.174,1.16,0
