code,name,price,pe_inv,pb_inv,ps_inv,pcf_inv,dividend,chg_5d,chg_10d,chg_20d,chg_60d,chg_ytd,turnover,market_cap,volume_ratio,value_score,quality_score,growth_score,momentum_score,volatility_score,liquidity_score,combined_factor,weight
sz000513,丽珠集团,32.8,0.06743088334457181,0.49751243781094534,0.4016064257028112,0.11123470522803114,3.37,-2.93,-4.62,-1.26,-8.38,-4.82,1.69,29123000000.0,2.41,0.9567503457013495,1.1965381633953431,0.5682444939805316,0.693190709945384,0.9325036283746087,0.7343326678172577,0.8930087016159101,0.025246659053159884
sh600352,浙江龙盛,13.41,0.04192872117400419,0.7462686567164178,0.3048780487804878,0.13386880856760375,3.36,1.67,-4.49,1.67,3.95,25.8,2.02,43627000000.0,1.69,0.9029499513788743,1.1855942167789224,-1.1292038021407993,1.1390809503967398,1.5153183961087395,1.7196882466680712,0.8777367007920145,0.023335556680341863
sz002271,东方雨虹,15.07,0.008965393580778195,0.5714285714285714,0.8,0.09505703422053233,6.14,-7.49,-3.95,-2.46,-4.2,10.89,1.96,35998000000.0,0.58,0.23492838854147466,1.663479885695965,-0.590100051441321,1.5699832836060323,0.8596517824078425,1.37080636707496,0.8758665380256653,0.023111699531982905
sh600282,南钢股份,5.25,0.08920606601248884,0.8695652173913044,1.7857142857142856,0.1122334455667789,3.88,-8.38,-9.01,0.0,-6.08,-0.19,0.54,32367000000.0,0.91,1.613115156435546,1.3169215761759723,0.1967000171471069,1.6823925879215005,0.17848702261857768,-0.9582159102087803,0.864668778463302,0.021815549455263997
sh600873,梅花生物,10.15,0.08361204013377926,0.5780346820809249,0.8403361344537815,0.08431703204047218,4.22,-6.8,-7.98,-11.59,-5.49,0.2,1.64,28463000000.0,0.57,1.237857406036282,1.4008251669018652,0.14206112349513292,1.6411758430058287,-0.4334684835022594,0.6211817879492214,0.8623612241774501,0.021557618887178925
sh600820,隧道股份,5.99,0.11750881316098707,1.6949152542372883,3.0303030303030303,0.11641443538998836,5.01,-2.76,-1.64,-1.64,-10.19,-7.7,0.57,18833000000.0,1.16,1.8857038210027535,1.5248565618879677,0.8742222984315865,0.01873488405257801,1.0344962127280815,-1.8563510191613157,0.8618378120382482,0.02149953926944039
sh600398,海澜之家,6.38,0.0706713780918728,0.5988023952095809,0.7042253521126761,0.14619883040935672,2.82,-5.34,-2.45,3.57,1.27,5.45,0.57,30642000000.0,0.81,1.2773110285394305,1.0798027328201876,-0.25498150370921296,1.6936335183530478,1.4570369193353265,-0.9865036301757896,0.8611158659922282,0.02141968631704573
sh600704,物产中大,5.22,0.14064697609001406,1.4925373134328357,20.0,0.01,5.94,-0.57,-0.95,1.36,-9.38,-4.57,0.81,26994000000.0,1.19,1.3423198383457546,1.6561839212850178,0.5463889365197416,-0.3540893085937235,1.4861776577220327,-0.7554872504452163,0.8587328157930914,0.02115820136416077
sh603049,中策橡胶,48.72,0.09891196834817013,0.5988023952095809,1.0638297872340425,0.05892751915144373,2.67,-1.04,-1.66,2.35,-14.51,-12.92,2.01,42605000000.0,0.59,1.2396507525136975,0.9886031776833474,1.2894778901865902,-0.7194195476189935,0.6629517982975733,1.6725420467230565,0.8472866707256574,0.019946055276284288
sz002508,老板电器,19.0,0.08532423208191126,0.6369426751592356,0.6211180124223602,0.10384215991692626,5.26,-4.95,-5.94,-4.38,-4.76,-1.81,0.66,17954000000.0,1.22,1.2979345130297124,1.561336383942704,0.30597780445105516,1.5250195618798457,0.6046703215241603,-1.7455574492905306,0.8407154068408245,0.01928179728626655
sh600901,江苏金租,6.85,0.08291873963515754,0.6535947712418301,0.16051364365971107,0.053022269353128315,5.84,-1.01,1.18,4.58,11.2,11.93,1.29,39674000000.0,2.27,0.7536538571340065,1.641591992463123,-0.65566672382369,1.0304186228917875,0.8815073361978722,0.9087736076138133,0.8404450155938589,0.01925494369329138
sh601333,广深铁路,3.02,0.06666666666666667,1.3157894736842106,1.3333333333333333,0.16181229773462785,2.32,-0.66,-2.27,-4.13,-1.63,-0.66,0.81,21392000000.0,1.24,1.6669155507580216,0.8609238004917712,0.24041113206868628,0.7175460592137357,1.6683072726389487,-1.1798030499503513,0.8245734248677175,0.01774248088550845
sz002078,太阳纸业,14.56,0.07987220447284345,0.7518796992481203,0.9615384615384615,0.12180267965895249,2.75,2.68,-4.08,-0.95,-7.85,-7.56,0.66,40688000000.0,1.0,1.4799591804874201,1.0360269463545047,0.8669371126113233,-0.04871069853670251,1.1364887970815543,-0.2651667710170603,0.8216891772578304,0.017480670055971044
sh600583,海油工程,6.87,0.06863417982155114,0.8771929824561404,0.8928571428571428,0.1183431952662722,2.93,-2.0,-2.14,2.23,8.19,25.14,1.04,30375000000.0,0.79,1.427503796023007,1.123578519285871,-1.114633430500273,1.556868864769228,1.267622119821734,-0.05772349125899472,0.8171016730137729,0.017072186049842994
sh600863,华能蒙电,4.71,0.06142506142506142,0.5649717514124294,0.5617977528089888,0.18214936247723132,3.89,1.51,-5.8,-11.63,-1.46,5.13,1.28,36904000000.0,1.12,1.1504317652622602,1.327865522792393,-0.22584076042815993,0.8524372243922967,0.5318184755573941,0.7767642477677708,0.813491399455557,0.016757440468466677
sh600968,海油发展,4.22,0.09057971014492755,0.6896551724137931,1.1764705882352942,0.1183431952662722,3.2,-0.47,-5.17,-9.25,4.2,9.9,0.61,42897000000.0,1.24,1.4947542889261007,1.1600583413406071,-0.5391037506994785,1.4725618865326273,0.7358036442643399,-0.2887398709895672,0.8104807230360385,0.016499409791973212
sh600998,九州通,5.41,0.10214504596527069,0.970873786407767,5.88235294117647,0.12547051442910917,3.66,2.85,0.93,7.13,3.05,5.66,0.84,27280000000.0,1.27,1.7821380619319884,1.2767937719157625,-0.26955187534973934,0.2566679115203177,1.3331887811918235,-0.6800533305331923,0.8056664449163795,0.016095031996933618
sz002966,苏州银行,8.68,0.1383125864453665,1.2658227848101264,0.3194888178913738,0.38167938931297707,4.72,0.12,5.6,3.21,8.23,4.7,0.55,38805000000.0,1.0,1.6140118296742545,1.4409529711620748,-0.17484445968631737,0.4065469839409418,0.9434314052696237,-0.5763316906541591,0.8016775290885908,0.015767499264377174
sz000729,燕京啤酒,12.61,0.050050050050050046,0.4424778761061947,0.4385964912280702,0.07496251874062969,2.3,-2.1,-11.57,0.0,3.11,12.29,1.78,35542000000.0,1.18,0.6778849684631866,0.8536278360808239,-0.6702370954642166,1.8416391023684124,0.990785105148022,1.2482262472179206,0.798134644242468,0.015482183712814547
sh600098,广州发展,7.08,0.09345794392523366,1.0989010989010988,2.0408163265306123,0.22624434389140272,5.23,1.0,-1.12,-15.31,2.46,8.26,0.81,24822000000.0,1.01,1.8673220196092413,1.5467444551208092,-0.4516815208563197,0.5995162896824948,0.6265258753141901,-0.9204989502527687,0.7842547192978284,0.01441327165185699
sh600332,白云山,22.52,0.08149959250203749,1.0309278350515465,2.127659574468085,0.01,3.55,-1.14,-1.75,-1.23,-10.67,-12.51,0.5,36613000000.0,0.98,1.1262215878171464,1.2439619320665,1.2603371469055376,-0.31099907527279386,1.223911012241674,-0.7884895904067262,0.7833732041205443,0.0143479328784744
sh601921,浙版传媒,8.19,0.07062146892655367,0.7874015748031495,0.5780346820809249,0.04672897196261683,4.88,2.76,1.87,7.62,0.86,4.73,1.77,18200000000.0,4.89,1.0742145399720868,1.4956727042441789,-0.18212964550658053,0.01311441883680437,1.40604062715859,0.008281188664026108,0.7751430129951868,0.01375201666518904
sh600582,天地科技,5.7,0.10373443983402489,1.0869565217391304,1.2345679012345678,0.01,5.56,-0.18,-0.35,-3.88,-4.36,-2.23,0.47,23590000000.0,1.06,1.1517767751203218,1.5978162059974397,0.3496889193726346,0.12365023474701377,1.6610220880422721,-1.7597013092740357,0.7739934619203089,0.013670775986869069
sz000423,东阿阿胶,52.0,0.05192107995846313,0.30864197530864196,0.2,0.06835269993164729,4.88,-3.76,-5.04,-7.32,3.69,5.95,0.95,33487000000.0,0.72,0.23492838854147466,1.4956727042441789,-0.29140743281052883,1.9952651515995523,0.6483814291042201,-0.0011480513249761575,0.7736249208208286,0.013644832309638111
sh601098,中南传媒,11.0,0.08071025020177562,0.819672131147541,0.6369426751592356,0.01,5.0,-0.99,-1.61,0.92,-2.31,-2.31,0.54,19756000000.0,1.34,0.8706697147853893,1.5175605974770205,0.37154447683342406,0.5751609404141431,1.7047331956223315,-1.9105691490980832,0.7601829693470095,0.012731481517181118
sh600177,雅戈尔,7.58,0.07434944237918216,1.2048192771084338,0.35842293906810035,0.043271311120726956,5.76,3.84,3.41,-1.58,4.09,0.77,0.42,35046000000.0,1.02,1.0934930146043067,1.6342960280521759,0.10199260148368493,0.03372279129464026,1.4351813655452963,-1.0273636701281357,0.760170756669635,0.012730680132539713
sh601555,东吴证券,8.3,0.08410428931875526,1.0101010101010102,0.25125628140703515,0.32679738562091504,4.52,0.24,0.36,7.93,-10.75,-8.39,0.68,41240000000.0,1.08,1.4194337368746357,1.4300090245456538,0.9616445282747452,-0.8018530374503363,0.6920925366842801,-0.18973285110503638,0.7501983225271404,0.012092851511942535
sh600511,国药股份,28.88,0.09233610341643582,0.8771929824561404,2.4390243902439024,0.014031149151115477,2.77,0.7,-0.69,0.59,-0.35,0.45,0.9,21790000000.0,0.89,1.2033354863460266,1.0652108039982933,0.11292038021407987,0.4290288448040348,1.7265887494123617,-0.9770743901867864,0.7495430554146715,0.012052077940009173
sz000088,盐 田 港,4.47,0.06349206349206349,0.7936507936507936,0.03790750568612585,0.02066115702479339,4.88,-1.76,-3.66,-3.66,-1.11,0.45,0.73,23242000000.0,1.08,0.2703469814704368,1.4956727042441789,0.11292038021407987,1.1840446721229265,1.580885057478829,-1.2175200099063628,0.7379130878368709,0.011350858887833427
sh600170,上海建工,2.66,0.052328623757195186,1.3333333333333333,9.090909090909092,0.2777777777777778,2.26,-2.56,-2.92,-3.62,-9.22,0.38,1.36,23637000000.0,1.04,1.7099558662160017,0.8317399428479825,0.12384815894447482,0.3353544245411455,0.8377962286178128,-0.07186735124249936,0.7372892456464611,0.011314419565885622
sh601128,常熟银行,7.41,0.17667844522968199,1.2987012987012987,0.4807692307692307,0.01,5.09,2.77,5.41,3.93,3.64,5.26,2.46,24575000000.0,2.03,1.040140956901186,1.5321525262989149,-0.24041113206868628,-0.06369860577876515,1.0709221357114647,0.29115838833411645,0.7352040214679796,0.01119346615151893
sh600062,华润双鹤,17.89,0.08865248226950355,0.625,0.591715976331361,0.08019246190858059,2.63,-2.24,-2.03,-1.0,-3.77,-2.19,0.67,18580000000.0,0.94,1.2226139609782474,0.9703632666559793,0.3424037335523714,0.7737507113714689,1.6464517188489185,-1.688982009356513,0.7326063324899067,0.011044594354410122
sz000039,中集集团,11.11,0.00368582064796727,0.7751937984496123,2.6315789473684212,0.30864197530864196,1.58,-4.55,-6.72,-2.54,15.49,10.11,2.12,59911000000.0,0.83,0.6169111882310483,0.5143654909717785,-0.560959308160268,2.656606558655553,-0.2695518300770355,1.9412753864096404,0.7200154620928556,0.010350602277809822
sh600566,济川药业,26.7,0.07062146892655367,0.6097560975609756,0.23980815347721823,0.05221932114882507,7.81,7.23,6.25,0.68,-0.22,1.52,1.6,24608000000.0,4.34,0.7393070853146788,1.6999597077507007,0.043711114921579586,-0.5845283824404325,1.304048042805117,0.2770145283506118,0.7150374131286117,0.010088403916031746
sh600720,中交设计,6.74,0.09407337723424271,1.0309278350515465,0.7142857142857143,0.022820629849383843,3.4,-2.6,-4.26,0.0,-9.16,-6.65,0.6,15466000000.0,0.92,1.1934720807202401,1.2111300922172377,0.7868000685884281,0.520829776661667,1.0563517665181117,-1.9482861090540955,0.701245570058179,0.009396150951317439
sh601866,中远海发,2.68,0.04549590536851683,0.8695652173913044,0.7142857142857143,0.14662756598240467,1.53,-1.47,-7.59,-3.6,3.08,6.35,0.73,35370000000.0,0.85,1.26027423700398,0.4961255799444104,-0.3351185477321082,1.6430493314110866,1.0854925049048179,-0.36888841089609353,0.6982108945848587,0.009250324930970902
sh600109,国金证券,8.65,0.07446016381236038,1.1235955056179776,0.2808988764044944,0.7462686567164178,1.38,0.0,1.53,4.22,-7.49,-6.99,1.31,32051000000.0,2.5,1.4342288453133163,0.3538542739309398,0.8013704402289544,-0.4327758216145505,1.3914702579652365,0.5221747680646905,0.6915365458388133,0.008937513924499678
sh601567,三星电气,24.77,0.056657223796034,0.33783783783783783,0.4385964912280702,0.036337209302325583,5.53,-5.64,-4.66,-13.42,-5.46,7.6,1.58,34807000000.0,1.14,0.371222720825078,1.5905202415864925,-0.4152555917550038,1.46132095610108,-0.2586240531820204,0.9794929075313357,0.6879400919893808,0.00877336537893988
sz000933,神火股份,32.84,0.075642965204236,0.36363636363636365,0.5952380952380952,0.15015015015015015,1.51,-5.5,-2.52,11.85,5.43,19.55,1.75,73857000000.0,1.0,1.0015840076367453,0.48518163332798947,-0.9252185991734291,1.9952651515995514,0.07285184596676635,1.9365607664151399,0.6867030462597937,0.008717604061791399
sh600642,申能股份,9.33,0.08710801393728222,0.8064516129032259,0.6172839506172839,0.18281535648994515,4.82,1.86,3.67,0.54,13.09,19.92,0.39,45662000000.0,0.86,1.5377946043840813,1.4737848110113372,-0.9325037849936926,0.4964744273933153,0.7212332750709868,-0.5747601506559922,0.6613096961846429,0.007648128291474429
