date,open,close,high,low,volume,amount
2026-01-26,26844.04,26765.52,26911.44,26619.83,26169884.0,261698846190.0
2026-01-23,26861.36,26749.51,26895.94,26689.73,24087217.0,240872174030.0
2026-01-22,26750.51,26629.96,26779.22,26499.14,23486006.0,234860062900.0
2026-01-21,26397.04,26585.06,26692.78,26397.04,25045141.0,250451419800.0
2026-01-20,26544.9,26487.51,26638.55,26363.86,23776578.0,237765786870.0
2026-01-19,26641.6,26563.9,26715.58,26533.67,22568850.0,225688504810.0
2026-01-16,27094.85,26844.96,27176.31,26741.54,25507862.0,255078624880.0
2026-01-15,26972.36,26923.62,27206.84,26808.35,29045533.0,290455330180.0
2026-01-14,26971.97,26999.81,27097.72,26780.27,34039344.0,340393440650.0
2026-01-13,26958.52,26848.47,27143.66,26729.54,31519246.0,315192466970.0
2026-01-12,26376.84,26608.48,26608.48,26187.76,30622339.0,306223398890.0
2026-01-09,26272.54,26231.79,26299.32,26114.41,24512996.0,245129966730.0
2026-01-08,26302.78,26149.31,26305.69,25960.34,26827475.0,268274751780.0
2026-01-07,26601.83,26458.95,26616.94,26313.51,27613371.0,276133714360.0
2026-01-06,26502.4,26710.45,26858.13,26498.36,29175818.0,291758187650.0
2026-01-05,26361.44,26347.24,26445.5,26256.0,28346230.0,283462308940.0
2026-01-02,25717.42,26338.47,26345.63,25717.42,14086393.0,140863936030.0
2025-12-31,25801.49,25630.54,25808.52,25554.31,11896585.0,118965851130.0
2025-12-30,25636.4,25854.6,25930.22,25611.23,19976906.0,199769065170.0
2025-12-29,25928.89,25635.23,26082.94,25630.75,22450835.0,224508358380.0
2025-12-24,25780.09,25818.93,25890.87,25772.87,9252418.0,92524183100.0
2025-12-23,25875.85,25774.14,25927.66,25726.45,15713142.0,157131425680.0
2025-12-22,25795.94,25801.77,25859.61,25671.33,16977703.0,169777036630.0
2025-12-19,25634.22,25690.53,25747.01,25545.92,22118635.0,221186355340.0
2025-12-18,25330.83,25498.13,25511.84,25261.38,16237745.0,162377451430.0
2025-12-17,25243.59,25468.78,25494.94,25168.19,18314054.0,183140540080.0
2025-12-16,25547.92,25235.41,25547.92,25086.54,20152776.0,201527765650.0
2025-12-15,25718.14,25628.88,25824.44,25609.28,20428866.0,204288665220.0
2025-12-12,25761.41,25976.79,26006.47,25697.43,24265694.0,242656945340.0
2025-12-11,25710.61,25530.51,25801.34,25471.5,18247705.0,182477057540.0
2025-12-10,25435.49,25540.78,25540.78,25257.61,19339185.0,193391858890.0
2025-12-09,25780.97,25434.23,25820.31,25386.58,21023587.0,210235876840.0
2025-12-08,26067.86,25765.36,26151.46,25755.01,20623025.0,206230253460.0
2025-12-05,25833.11,26085.08,26131.61,25758.17,21047262.0,210472620150.0
2025-12-04,25804.01,25935.9,25990.73,25649.3,17930587.0,179305874090.0
2025-12-03,25980.89,25760.73,25996.88,25724.82,16436067.0,164360670120.0
2025-12-02,26188.55,26095.05,26264.13,25989.45,17824677.0,178246774190.0
2025-12-01,25945.87,26033.26,26179.72,25913.98,20088423.0,200884232190.0
2025-11-28,26011.06,25858.89,26011.06,25807.55,14620401.0,146204011980.0
2025-11-27,25945.54,25945.93,26123.69,25822.66,20472806.0,204728068300.0
2025-11-26,26046.74,25928.08,26136.27,25907.06,20707751.0,207077513480.0
2025-11-25,25948.9,25894.55,26069.22,25740.54,23114853.0,231148531530.0
2025-11-24,25452.87,25716.5,25770.45,25369.29,30264183.0,302641831240.0
2025-11-21,25460.42,25220.02,25483.67,25178.63,28570228.0,285702283010.0
2025-11-20,25999.78,25835.57,26046.76,25692.13,24513566.0,245135668800.0
2025-11-19,25954.23,25830.65,26045.37,25742.07,21142643.0,211426433840.0
2025-11-18,26172.27,25930.03,26188.82,25821.84,24211163.0,242111639880.0
2025-11-17,26441.7,26384.28,26531.8,26252.36,21761272.0,217612724420.0
2025-11-14,26660.31,26572.46,26881.88,26535.42,23278808.0,232788089130.0
2025-11-13,26779.48,27073.03,27188.81,26733.21,27067306.0,270673066160.0
2025-11-12,26754.93,26922.73,27016.4,26739.09,23639516.0,236395162630.0
2025-11-11,26748.09,26696.41,26788.43,26511.25,21023145.0,210231454940.0
2025-11-10,26319.4,26649.06,26668.89,26302.93,21478784.0,214787845710.0
2025-11-07,26350.74,26241.83,26371.46,26167.23,20964428.0,209644285740.0
2025-11-06,26061.58,26485.9,26490.71,26061.58,23465308.0,234653084610.0
2025-11-05,25701.63,25935.41,25980.9,25496.13,23882461.0,238824619620.0
2025-11-04,26148.07,25952.4,26291.65,25911.79,23998643.0,239986430020.0
2025-11-03,25999.17,26158.36,26217.12,25920.27,22867552.0,228675522140.0
2025-10-31,26263.01,25906.65,26283.96,25906.65,25761208.0,257612084200.0
2025-10-30,26545.92,26282.69,26588.89,26138.79,35380444.0,353804446790.0
2025-10-28,26508.75,26346.14,26519.24,26245.33,24269983.0,242699835900.0
2025-10-27,26495.97,26433.7,26495.97,26319.22,26707717.0,267077170880.0
2025-10-24,26177.11,26160.15,26239.96,26063.99,22661380.0,226613804900.0
2025-10-23,25718.53,25967.98,26080.84,25591.66,24525567.0,245255670670.0
2025-10-22,25897.62,25781.77,25947.88,25653.75,22753644.0,227536449390.0
2025-10-21,26160.24,26027.55,26367.35,26017.72,26465694.0,264656947630.0
2025-10-20,25884.46,25858.83,25912.77,25710.61,23916061.0,239160614950.0
2025-10-17,25851.94,25247.1,25859.82,25145.34,31462370.0,314623705790.0
2025-10-16,25890.01,25888.51,26062.8,25687.32,27543124.0,275431244450.0
2025-10-15,25714.89,25910.6,25982.21,25593.45,31581323.0,315813238890.0
2025-10-14,25969.21,25441.35,26102.68,25331.64,39891043.0,398910432260.0
2025-10-13,25634.0,25889.48,25895.62,25336.09,49036553.0,490365531320.0
2025-10-10,26523.89,26290.32,26558.87,26247.04,33373669.0,333736696890.0
2025-10-09,26862.03,26752.59,26978.41,26480.58,38681832.0,386818321280.0
2025-10-08,26900.64,26829.46,26906.2,26517.45,17380330.0,173803304770.0
2025-10-06,27003.92,26957.77,27145.17,26873.34,12125725.0,121257258910.0
2025-10-03,27221.46,27140.92,27262.0,26972.71,13478100.0,134781008930.0
2025-10-02,26918.3,27287.12,27381.84,26918.3,22246790.0,222467900790.0
2025-09-30,26674.16,26855.56,26888.4,26558.28,31492613.0,314926135270.0
2025-09-29,26321.57,26622.88,26687.72,26321.57,30909614.0,309096141410.0
2025-09-26,26272.3,26128.2,26406.05,26072.93,32367367.0,323673670950.0
2025-09-25,26536.13,26484.68,26640.53,26403.52,31488968.0,314889687310.0
2025-09-24,26073.69,26518.65,26562.88,26057.26,28877244.0,288772440050.0
2025-09-23,26435.58,26159.12,26454.09,26003.67,29456077.0,294560770950.0
2025-09-22,26459.52,26344.14,26479.14,26204.01,29053714.0,290537148840.0
2025-09-19,26583.03,26545.1,26637.64,26414.11,37681227.0,376812279370.0
2025-09-18,26863.69,26544.85,27058.03,26322.08,41331399.0,413313996080.0
2025-09-17,26554.19,26908.39,26936.5,26540.57,36028360.0,360283600880.0
2025-09-16,26536.63,26438.51,26601.59,26332.21,29406907.0,294069079760.0
2025-09-15,26308.91,26446.56,26532.75,26280.23,29019496.0,290194967780.0
2025-09-12,26539.44,26388.16,26585.95,26329.66,32073387.0,320733872440.0
2025-09-11,25987.49,26086.32,26241.46,25878.97,32520532.0,325205329790.0
2025-09-10,26042.41,26200.26,26296.6,26017.5,28820855.0,288208556820.0
2025-09-09,25711.07,25938.13,26027.94,25675.28,29403288.0,294032882390.0
2025-09-08,25440.01,25633.91,25664.01,25387.81,28604317.0,286043170640.0
2025-09-05,25136.24,25417.98,25471.8,25090.65,29994538.0,299945382630.0
2025-09-04,25489.13,25058.51,25494.45,25013.26,30223286.0,302232861320.0
2025-09-03,25660.65,25343.43,25789.99,25276.87,26764747.0,267647478470.0
2025-09-02,25587.97,25496.55,25724.73,25416.61,32811856.0,328118569830.0
2025-09-01,25508.21,25617.42,25638.34,25471.35,38023103.0,380231039230.0
2025-08-29,25095.45,25077.62,25277.51,25066.85,33560141.0,335601416510.0
2025-08-28,25030.54,24998.82,25093.65,24808.78,39148833.0,391488334450.0
2025-08-27,25626.17,25201.76,25653.92,25140.17,37137605.0,371376053740.0
2025-08-26,25714.91,25524.92,25819.7,25524.92,31787091.0,317870916840.0
2025-08-25,25606.88,25829.91,25918.86,25590.62,36969816.0,369698161760.0
2025-08-22,25205.04,25339.14,25349.08,25140.08,28558411.0,285584116970.0
2025-08-21,25216.42,25104.61,25216.42,25000.85,23948688.0,239486885930.0
2025-08-20,24968.57,25165.94,25210.9,24887.93,28528580.0,285285805670.0
2025-08-19,25241.29,25122.9,25260.58,25083.2,27821826.0,278218261960.0
2025-08-18,25293.34,25176.85,25466.1,25176.85,31278257.0,312782571570.0
2025-08-15,25322.1,25270.07,25356.54,25167.81,31268724.0,312687248050.0
2025-08-14,25766.62,25519.32,25766.62,25449.8,27012118.0,270121180320.0
2025-08-13,25176.52,25613.67,25613.67,25176.52,28404069.0,284040690590.0
2025-08-12,24824.07,24969.68,25016.29,24801.13,21542126.0,215421262000.0
2025-08-11,24946.55,24906.81,24969.3,24775.73,20090184.0,200901848610.0
2025-08-08,24968.31,24858.82,24999.11,24812.12,20671990.0,206719900610.0
2025-08-07,24982.5,25081.63,25115.16,24820.6,24574802.0,245748029090.0
2025-08-06,24864.15,24910.63,25002.97,24806.46,21523537.0,215235373470.0
2025-08-05,24746.81,24902.53,24925.9,24686.85,22939876.0,229398765720.0
2025-08-04,24431.88,24733.45,24748.76,24372.51,23468233.0,234682334470.0
2025-08-01,24744.34,24507.81,24856.54,24507.63,25467428.0,254674288830.0
2025-07-31,24982.87,24773.33,25000.06,24744.92,32063250.0,320632500450.0
2025-07-30,25335.21,25176.93,25499.57,25082.2,31965234.0,319652349900.0
2025-07-29,25454.83,25524.45,25530.42,25252.32,26700987.0,267009871460.0
2025-07-28,25458.87,25562.13,25667.4,25399.36,25029877.0,250298770130.0
2025-07-25,25531.59,25388.35,25585.73,25355.31,28176957.0,281769578030.0
2025-07-24,25528.22,25667.18,25735.89,25502.49,29481092.0,294810921090.0
2025-07-23,25348.3,25538.07,25538.07,25228.01,33306660.0,333066605180.0
2025-07-22,25024.93,25130.03,25130.03,24900.59,26607335.0,266073350790.0
2025-07-21,24991.14,24994.14,25010.9,24844.8,26301238.0,263012380690.0
2025-07-18,24757.83,24825.66,24825.66,24630.79,23869056.0,238690564210.0
2025-07-17,24547.08,24498.95,24672.51,24447.93,23641247.0,236412476810.0
2025-07-16,24704.05,24517.76,24867.81,24517.75,25895055.0,258950550840.0
2025-07-15,24281.94,24590.12,24590.12,24141.88,28840028.0,288400280690.0
2025-07-14,24100.57,24203.32,24267.84,24097.32,21036259.0,210362591420.0
2025-07-11,24033.12,24139.57,24506.3,24033.12,32395021.0,323950214550.0
2025-07-10,23865.64,24028.37,24087.59,23820.58,24672751.0,246727515000.0
2025-07-09,24061.08,23892.32,24061.08,23827.15,23387841.0,233878411560.0
2025-07-08,23927.53,24148.07,24159.01,23899.6,21328874.0,213288748310.0
2025-07-07,23828.85,23887.83,23910.95,23713.78,19379040.0,193790401480.0
2025-07-04,23900.69,23916.06,24068.51,23690.94,26780795.0,267807953730.0
2025-07-03,24234.28,24069.94,24269.14,23920.0,23124670.0,231246702540.0
2025-07-02,24304.31,24221.41,24372.7,24122.57,24022491.0,240224918460.0
2025-06-30,24274.91,24072.28,24274.91,24064.26,24223353.0,242233538990.0
2025-06-27,24451.19,24284.15,24471.53,24194.85,27511450.0,275114500520.0
2025-06-26,24345.29,24325.4,24411.48,24235.54,26172933.0,261729330990.0
2025-06-25,24327.82,24474.67,24533.39,24287.86,26780083.0,267800839860.0
2025-06-24,23832.73,24177.07,24229.21,23832.73,24048154.0,240481548690.0
2025-06-23,23335.51,23689.13,23689.13,23272.75,19859059.0,198590595930.0
2025-06-20,23291.4,23530.48,23538.63,23291.4,22242278.0,222422781310.0
2025-06-19,23620.02,23237.74,23653.55,23185.58,22009879.0,220098795420.0
2025-06-18,23859.55,23710.69,23880.24,23631.48,18192802.0,181928025310.0
2025-06-17,24107.34,23980.3,24131.44,23880.67,20214394.0,202143944140.0
2025-06-16,23791.79,24060.99,24125.05,23718.72,22924100.0,229241002790.0
2025-06-13,23959.81,23892.56,24100.32,23774.92,29428696.0,294286969230.0
2025-06-12,24223.12,24035.38,24288.76,24002.42,24441225.0,244412255270.0
2025-06-11,24191.32,24366.94,24439.35,24179.35,23517313.0,235173134170.0
2025-06-10,24231.31,24162.87,24296.47,24003.38,25033936.0,250339369650.0
2025-06-09,23977.54,24181.43,24181.43,23957.96,24582833.0,245828334950.0
2025-06-06,23941.57,23792.54,23951.14,23773.36,23562181.0,235621818490.0
2025-06-05,23828.69,23906.97,23911.14,23732.31,22202566.0,222025663720.0
2025-06-04,23499.78,23654.03,23716.93,23481.46,21268681.0,212686816590.0
2025-06-03,23281.1,23512.49,23535.37,23281.1,20368101.0,203681015440.0
2025-06-02,23043.1,23157.97,23163.35,22668.35,14524538.0,145245380000.0
2025-05-30,23339.64,23289.77,23375.34,23163.22,27156265.0,271562659760.0
2025-05-29,23240.71,23573.38,23603.82,23207.37,22685506.0,226855067160.0
2025-05-28,23385.18,23258.31,23476.22,23180.17,18081627.0,180816274660.0
2025-05-27,23216.87,23381.99,23419.55,23167.56,20326826.0,203268261040.0
2025-05-26,23505.9,23282.33,23571.02,23234.27,22352032.0,223520328650.0
2025-05-23,23557.38,23601.26,23749.38,23487.4,20367064.0,203670645250.0
2025-05-22,23748.58,23544.31,23778.24,23470.81,19822918.0,198229182700.0
2025-05-21,23736.43,23827.78,23917.0,23697.76,21625393.0,216253935600.0
2025-05-20,23398.35,23681.48,23709.04,23357.0,20573616.0,205736161830.0
2025-05-19,23156.27,23332.72,23402.2,23059.89,18470365.0,184703652010.0
2025-05-16,23249.16,23345.05,23374.7,23190.31,19072200.0,190722009650.0
2025-05-15,23644.4,23453.16,23710.82,23371.73,20020898.0,200208982060.0
2025-05-14,23316.45,23640.65,23640.65,23278.22,22284051.0,222840512470.0
2025-05-13,23494.44,23108.27,23494.44,23070.48,21984493.0,219844934950.0
2025-05-12,23183.81,23549.46,23685.34,22982.91,32242640.0,322426406170.0
2025-05-09,22856.21,22867.74,22907.91,22692.44,16162860.0,161628601630.0
2025-05-08,22589.13,22775.92,22979.29,22589.13,18589628.0,185896280690.0
2025-05-07,23169.83,22691.88,23197.57,22691.88,24005035.0,240050352440.0
2025-05-06,22576.56,22662.71,22747.63,22449.16,21336764.0,213367640490.0
2025-05-02,22192.51,22504.68,22532.54,22058.3,13372832.0,133728321340.0
2025-04-30,22038.73,22119.41,22129.31,21848.33,20155297.0,201552972720.0
2025-04-29,22073.36,22008.11,22213.51,21918.1,17765819.0,177658195120.0
2025-04-28,22072.35,21971.96,22072.35,21817.85,16903080.0,169030807290.0
2025-04-25,22080.44,21980.74,22267.96,21923.9,20803607.0,208036071780.0
2025-04-24,22030.15,21909.76,22093.68,21712.1,20475986.0,204759860330.0
2025-04-23,22080.19,22072.62,22138.81,21862.87,26061947.0,260619470610.0
2025-04-22,21303.51,21562.32,21592.67,21191.02,25138167.0,251381676960.0
2025-04-17,21066.81,21395.14,21417.64,21039.16,19241098.0,192410980250.0
2025-04-16,21316.47,21056.98,21363.57,20868.36,21999168.0,219991684700.0
2025-04-15,21603.52,21466.27,21603.52,21297.59,18506430.0,185064307370.0
2025-04-14,21363.88,21417.4,21517.32,21224.55,25338905.0,253389059990.0
2025-04-11,20557.49,20914.69,21127.37,20444.04,27642603.0,276426038010.0
2025-04-10,20810.43,20681.78,21211.13,20530.43,39553449.0,395534491340.0
2025-04-09,19494.92,20264.49,20441.14,19260.21,41238506.0,412385061980.0
2025-04-08,20157.52,20127.68,20454.26,19745.14,43315667.0,433156673470.0
2025-04-07,20730.05,19828.3,21047.83,19706.03,62089766.0,620897666880.0
2025-04-03,22638.21,22849.81,22998.3,22638.21,28949246.0,289492461560.0
2025-04-02,23167.31,23202.53,23393.03,22980.96,21659825.0,216598250830.0
2025-04-01,23217.11,23206.84,23456.58,23123.35,25023098.0,250230983920.0
2025-03-31,23207.07,23119.58,23399.73,23002.81,25732544.0,257325449490.0
2025-03-28,23672.82,23426.6,23775.3,23254.3,22962246.0,229622466170.0
2025-03-27,23543.86,23578.8,23865.62,23372.36,23964095.0,239640956350.0
2025-03-26,23460.31,23483.32,23596.85,23350.73,19976530.0,199765308310.0
2025-03-25,23643.32,23344.25,23747.32,23321.67,28526894.0,285268946900.0
2025-03-24,23749.58,23905.56,23967.51,23531.2,23310843.0,233108433880.0
2025-03-21,24109.07,23689.72,24230.72,23577.78,33909214.0,339092148230.0
2025-03-20,24753.15,24219.95,24753.15,24186.69,29485534.0,294855342960.0
2025-03-19,24697.63,24771.14,24874.39,24601.73,27185926.0,271859269850.0
2025-03-18,24679.35,24740.57,24745.13,24475.26,28593519.0,285935197050.0
2025-03-17,24226.0,24145.57,24352.47,24077.15,24482221.0,244822216300.0
2025-03-14,23653.33,23959.98,24113.53,23454.49,29061253.0,290612538760.0
2025-03-13,23616.33,23462.65,23712.61,23198.73,23383267.0,233832678860.0
2025-03-12,23859.23,23600.31,23962.03,23363.98,27849153.0,278491534600.0
2025-03-11,23274.86,23782.14,23858.61,23238.36,30703387.0,307033877250.0
2025-03-10,24115.98,23783.49,24292.8,23632.42,30181462.0,301814627200.0
2025-03-07,24182.02,24231.3,24669.62,24065.01,38316626.0,383166263060.0
2025-03-06,23987.09,24369.71,24410.93,23987.09,37714591.0,377145913200.0
2025-03-05,23200.42,23594.21,23636.65,23090.63,25868923.0,258689234730.0
2025-03-04,22678.25,22941.77,23051.01,22547.53,26952804.0,269528048810.0
2025-03-03,23135.12,23006.27,23405.98,22861.75,30189775.0,301897755350.0
2025-02-28,23616.18,22941.32,23616.18,22798.34,40626440.0,406264402220.0
2025-02-27,23783.75,23718.29,24076.53,23441.74,40646497.0,406464973220.0
2025-02-26,23238.34,23787.93,23973.17,23238.34,37013076.0,370130762430.0
2025-02-25,22716.48,23034.02,23248.52,22716.48,32955184.0,329551840920.0
2025-02-24,23472.14,23341.61,23688.45,23221.57,35603141.0,356031414790.0
2025-02-21,23090.03,23477.92,23477.92,22901.69,39359790.0,393597904300.0
2025-02-20,22716.71,22576.98,22849.66,22436.13,28394294.0,283942943250.0
2025-02-19,22777.46,22944.24,22975.34,22649.49,26256653.0,262566535080.0
2025-02-18,22664.73,22976.81,23141.41,22608.18,33862555.0,338625559620.0
2025-02-17,22755.06,22616.23,22977.25,22319.32,40023681.0,400236814560.0
2025-02-14,22027.07,22620.33,22620.33,22027.07,36460082.0,364600824860.0
2025-02-13,21958.69,21814.37,22523.57,21735.56,37944835.0,379448359970.0
2025-02-12,21526.41,21857.92,21858.83,21411.09,28716273.0,287162739560.0
2025-02-11,21656.82,21294.86,21682.41,21279.37,21961184.0,219611840290.0
2025-02-10,21223.61,21521.98,21539.63,21223.61,24249302.0,242493022200.0
2025-02-07,20858.52,21133.54,21213.7,20806.1,24637280.0,246372801500.0
2025-02-06,20598.98,20891.62,20891.62,20532.06,17844657.0,178446570710.0
2025-02-05,20827.77,20597.09,20827.77,20417.39,19221082.0,192210824070.0
2025-02-04,20488.29,20789.96,20885.49,20297.64,16187520.0,161875202080.0
2025-02-03,20048.87,20217.26,20222.0,19764.67,12495591.0,124955912010.0
2025-01-28,20337.46,20225.11,20337.46,20165.73,5166342.0,51663425650.0
2025-01-27,20118.02,20197.77,20296.94,20118.02,14733151.0,147331519920.0
2025-01-24,19842.85,20066.19,20144.0,19768.13,15980830.0,159808302070.0
2025-01-23,19881.32,19700.56,20044.06,19644.83,14851491.0,148514913150.0
2025-01-22,19997.09,19778.77,20022.34,19733.21,13531722.0,135317226310.0
2025-01-21,20128.34,20106.55,20205.25,19920.31,14798465.0,147984651710.0
2025-01-20,19804.64,19925.81,20093.65,19786.73,16137582.0,161375825760.0
2025-01-17,19499.1,19584.06,19640.37,19423.7,12227155.0,122271550680.0
2025-01-16,19454.92,19522.89,19664.39,19345.19,14230717.0,142307175110.0
2025-01-15,19149.94,19286.07,19319.22,19149.94,12852624.0,128526249800.0
2025-01-14,18901.56,19219.78,19318.36,18901.56,15768704.0,157687048370.0
2025-01-13,18918.15,18874.14,18929.12,18671.49,13404666.0,134046668230.0
2025-01-10,19328.07,19064.29,19370.49,19036.64,14469834.0,144698348400.0
2025-01-09,19254.38,19240.89,19405.74,19227.73,12906877.0,129068770720.0
2025-01-08,19390.76,19279.84,19483.59,19111.54,16839705.0,168397054110.0
2025-01-07,19501.45,19447.58,19668.65,19252.61,20571769.0,205717696870.0
2025-01-06,19848.71,19688.29,19851.55,19627.84,12163524.0,121635244570.0
2025-01-03,19708.74,19760.27,19891.86,19634.07,16035359.0,160353594480.0
2025-01-02,19932.8,19623.32,19932.8,19542.98,16478438.0,164784385370.0
2024-12-31,20003.36,20059.95,20180.4,20003.36,7452112.0,74521121500.0
2024-12-30,20124.75,20041.42,20193.09,19968.07,12856005.0,128560050790.0
2024-12-27,20083.44,20090.46,20184.88,20009.95,13951852.0,139518529920.0
2024-12-24,19911.5,20098.29,20165.46,19908.57,8459049.0,84590491620.0
2024-12-23,19843.65,19883.13,19937.39,19746.46,12730553.0,127305531400.0
2024-12-20,19697.06,19720.7,19875.9,19692.68,17846014.0,178460145590.0
2024-12-19,19610.1,19752.51,19849.03,19591.49,14286956.0,142869566920.0
2024-12-18,19884.54,19864.55,19953.53,19802.22,10754114.0,107541143680.0
2024-12-17,19678.03,19700.48,19930.83,19620.63,13198915.0,131989154910.0
2024-12-16,19947.23,19795.49,20049.21,19726.15,13406977.0,134069777240.0
2024-12-13,20238.21,19971.24,20238.21,19927.27,15847662.0,158476623220.0
2024-12-12,20213.24,20397.05,20546.44,20121.47,15775375.0,157753753100.0
2024-12-11,20404.5,20155.05,20481.37,20100.07,14161877.0,141618777750.0
2024-12-10,21070.05,20311.28,21070.05,20308.86,24754243.0,247542431410.0
2024-12-09,19732.28,20414.09,20433.73,19695.51,20652961.0,206529616160.0
2024-12-06,19611.62,19865.85,19934.72,19566.29,16278505.0,162785052750.0
2024-12-05,19578.66,19560.44,19642.73,19466.69,10935944.0,109359440420.0
2024-12-04,19722.15,19742.46,19823.09,19615.61,13119724.0,131197241870.0
2024-12-03,19585.35,19746.32,19768.32,19386.82,12668325.0,126683258940.0
2024-12-02,19442.31,19550.29,19690.22,19387.2,14609902.0,146099021570.0
2024-11-29,19346.62,19423.61,19658.2,19312.41,13350133.0,133501339060.0
2024-11-28,19558.18,19366.96,19558.18,19312.26,10821548.0,108215483320.0
2024-11-27,19187.05,19603.13,19660.99,19061.6,13891212.0,138912125270.0
2024-11-26,19054.4,19159.2,19295.75,19054.4,12228743.0,122287438290.0
2024-11-25,19307.34,19150.99,19351.06,19102.06,18325828.0,183258288440.0
2024-11-22,19613.55,19229.97,19711.4,19134.59,15798339.0,157983393720.0
2024-11-21,19646.04,19601.11,19764.62,19552.5,11926790.0,119267902920.0
2024-11-20,19623.39,19705.01,19752.93,19575.91,11467110.0,114671108720.0
2024-11-19,19699.81,19663.67,19758.57,19522.59,12197739.0,121977390120.0
2024-11-18,19595.5,19576.61,19781.08,19470.43,14108583.0,141085830030.0
2024-11-15,19503.03,19426.34,19608.24,19332.34,15549473.0,155494732820.0
2024-11-14,19626.26,19435.81,19859.17,19392.59,17326184.0,173261841070.0
2024-11-13,19671.92,19823.45,19840.28,19608.32,18461848.0,184618489990.0
