date,action,code,shares,price,reason,pnl_pct
2022-09-01,SELL,CRWD,75,172.88351500000002,调出Top7,-10.02493286030767
2022-09-01,BUY,NEM,365,36.73836,动量轮换,
2022-09-02,SELL,FCX,482,26.036975,调出Top7,-13.07961583670422
2022-09-02,BUY,LIN,51,265.3381691894531,动量轮换,
2022-09-06,SELL,LIN,51,264.3379797363281,调出Top7,-0.37694895392559186
2022-09-06,BUY,AMT,60,224.26207499999998,动量轮换,
2022-09-07,SELL,OKE,267,50.064955000000005,调出Top7,-6.91976370445728
2022-09-07,BUY,ORCL,190,71.01549,动量轮换,
2022-09-12,SELL,NEM,365,39.950015,调出Top7,8.741966162888055
2022-09-12,BUY,LIN,50,281.3898006134033,动量轮换,
2022-09-13,SELL,CVX,101,138.02095500000001,调出Top7,-3.2730479522543967
2022-09-13,BUY,RTX,178,77.588775,动量轮换,
2022-09-14,SELL,LIN,50,273.52982316589356,调出Top7,-2.7932702004037493
2022-09-14,BUY,GE,327,42.78138,动量轮换,
2022-09-15,SELL,GE,327,42.05896,调出Top7,-1.6886318300157677
2022-09-15,BUY,CAT,79,171.94593,动量轮换,
2022-09-16,SELL,XOM,164,82.79858,调出Top7,-3.321026402686499
2022-09-16,BUY,LIN,50,270.7364052886963,动量轮换,
2022-09-21,SELL,ORCL,190,63.568200000000004,调出Top7,-10.48685293870393
2022-09-21,BUY,AVGO,288,45.64367911720276,动量轮换,
2022-09-22,SELL,EOG,137,102.25884500000001,调出Top7,-3.3953297453352564
2022-09-22,BUY,AAPL,87,150.1553929595947,动量轮换,
2022-09-23,SELL,AMT,60,201.67911,调出Top7,-10.069899246227868
2022-09-23,BUY,OKE,289,43.791885,动量轮换,
2022-09-26,SELL,CAT,79,153.06342999999998,调出Top7,-10.981649870979803
2022-09-26,SELL,COP,154,86.6816375,调出Top7,-5.9720229421977455
2022-09-26,SELL,OKE,289,41.939020000000006,调出Top7,-4.2310692951445095
2022-09-26,BUY,XOM,167,74.67732,动量轮换,
2022-09-26,BUY,TSM,193,64.424196,动量轮换,
2022-09-26,BUY,NFLX,557,22.418203087806695,动量轮换,
2022-09-27,SELL,TSM,193,64.379794,调出Top7,-0.0689213102480797
2022-09-27,BUY,CVX,102,122.22107999999999,动量轮换,
2022-09-28,SELL,NFLX,557,24.50774045753479,调出Top7,9.320717461358884
2022-09-28,BUY,GOOGL,129,99.2826165,动量轮换,
2022-09-29,SELL,GOOGL,129,96.575688,调出Top7,-2.7264878741385745
2022-09-29,SELL,CVX,102,125.347295,调出Top7,2.557836176869012
2022-09-29,BUY,NFLX,528,23.98298617172241,动量轮换,
2022-09-29,BUY,MSFT,54,230.9123985,动量轮换,
2022-10-03,SELL,XOM,167,81.65915000000001,调出Top7,9.349331229347834
2022-10-03,BUY,CRM,87,145.82287499999998,动量轮换,
2022-10-04,SELL,AVGO,288,45.38242591476441,调出Top7,-0.5723754252314042
2022-10-04,BUY,PLTR,1563,8.46423,动量轮换,
2022-10-05,SELL,LIN,50,270.8762738952637,调出Top7,0.05166228251359734
2022-10-05,SELL,CRM,87,153.88302000000002,调出Top7,5.527352961598128
2022-10-05,BUY,SNPS,40,321.5306801147461,动量轮换,
2022-10-05,BUY,GOOGL,130,100.65130049999999,动量轮换,
2022-10-11,SELL,NFLX,528,21.418286354064943,调出Top7,-10.693830198182008
2022-10-11,BUY,AVGO,302,40.7795844669342,动量轮换,
2022-10-12,SELL,AVGO,302,40.72085558319092,调出Top7,-0.1440154050390213
2022-10-12,BUY,LIN,47,259.49079505920406,动量轮换,
2022-10-13,SELL,SNPS,40,287.2862776794434,调出Top7,-10.650430753009859
2022-10-13,BUY,CRM,88,143.401665,动量轮换,
2022-10-14,SELL,LIN,47,262.81072860717774,调出Top7,1.2794032047326447
2022-10-14,SELL,RTX,178,76.46175000000001,调出Top7,-1.4525619202004272
2022-10-14,BUY,COP,116,105.12353549999999,动量轮换,
2022-10-14,BUY,SNPS,44,277.7487903442383,动量轮换,
2022-10-17,SELL,SNPS,44,289.1153797607422,调出Top7,4.092399251286143
2022-10-17,BUY,XOM,141,89.474715,动量轮换,
2022-10-18,SELL,CRM,88,151.22435000000002,调出Top7,5.455086591916493
2022-10-18,BUY,MU,247,51.683230739593505,动量轮换,
2022-10-19,SELL,GOOGL,130,98.766592,调出Top7,-1.8725128146754428
2022-10-19,BUY,EOG,113,113.16655499999999,动量轮换,
2022-10-20,SELL,MSFT,54,229.37025750000004,调出Top7,-0.667846772203511
2022-10-20,SELL,AAPL,87,140.8227113800049,调出Top7,-6.215348909979633
2022-10-20,BUY,CVX,87,146.443185,动量轮换,
2022-10-20,BUY,CAT,75,170.10501,动量轮换,
2022-10-21,SELL,PLTR,1563,8.285855,调出Top7,-2.1073978377241738
2022-10-21,BUY,GE,297,44.54226,动量轮换,
2022-10-26,SELL,MU,247,54.4808941192627,调出Top7,5.413096936151789
2022-10-26,BUY,NFLX,450,29.876930511474608,动量轮换,
2022-10-31,SELL,GE,297,47.546215000000004,调出Top7,6.744056094145212
2022-10-31,BUY,ORCL,184,74.807385,动量轮换,
2022-11-01,SELL,EOG,113,118.48073000000001,调出Top7,4.695888286075352
2022-11-01,BUY,GE,288,47.833905,动量轮换,
2022-11-08,SELL,COP,116,120.001969,调出Top7,14.1532849225757
2022-11-08,BUY,RTX,157,89.214585,动量轮换,
2022-11-09,SELL,XOM,141,96.741605,调出Top7,8.121724668248458
2022-11-09,BUY,FCX,429,31.945964999999998,动量轮换,
2022-11-10,SELL,RTX,157,90.57469,调出Top7,1.5245321154607223
2022-11-10,SELL,NFLX,450,27.483251240730283,调出Top7,-8.01179783118953
2022-11-10,BUY,LRCX,304,46.83521926116943,动量轮换,
2022-11-10,BUY,NVDA,906,15.7328625,动量轮换,
2022-11-11,SELL,CVX,87,161.44923500000002,调出Top7,10.247011494594314
2022-11-11,BUY,AMAT,136,107.24797890472414,动量轮换,
2022-11-15,SELL,ORCL,184,75.792085,调出Top7,1.3163138906673502
2022-11-15,BUY,OKE,265,55.017495,动量轮换,
2022-11-18,SELL,OKE,265,54.312830000000005,调出Top7,-1.280801679538466
2022-11-18,BUY,AMD,190,73.60678469467163,动量轮换,
2022-11-22,SELL,GE,288,53.343315,调出Top7,11.517792661920442
2022-11-22,BUY,TSM,194,73.95896099999999,动量轮换,
2022-11-28,SELL,CAT,75,220.10989,调出Top7,29.396476917405323
2022-11-28,BUY,LIN,43,322.65569302368164,动量轮换,
2022-11-30,SELL,LRCX,304,45.532443946838384,调出Top7,-2.7816146371949633
2022-11-30,BUY,AVGO,282,52.165420566558836,动量轮换,
2022-12-01,SELL,LIN,43,323.0364295501709,调出Top7,0.11800087050109102
2022-12-01,BUY,SNPS,41,358.01891633605953,动量轮换,
2022-12-02,SELL,AVGO,282,51.14578577423096,调出Top7,-1.9546181766653385
2022-12-02,BUY,META,118,122.567253,动量轮换,
2022-12-06,SELL,AMAT,136,101.74638834381102,调出Top7,-5.129784837997332
2022-12-06,BUY,AVGO,277,49.77881373596191,动量轮换,
2022-12-09,SELL,AMD,190,68.55570133972168,调出Top7,-6.862252407712625
2022-12-09,BUY,NFLX,437,32.01699995040893,动量轮换,
2022-12-12,SELL,SNPS,41,334.1728263397217,调出Top7,-6.66056705617039
2022-12-12,BUY,NEM,330,42.72135,动量轮换,
2022-12-14,SELL,NEM,330,43.32832500000001,调出Top7,1.420776731072416
2022-12-14,BUY,RTX,154,93.16656,动量轮换,
2022-12-15,SELL,META,118,115.16638800000001,调出Top7,-6.038207448444637
2022-12-15,BUY,MSFT,56,242.783331,动量轮换,
2022-12-16,SELL,TSM,194,68.0949355,调出Top7,-7.928755921814509
2022-12-16,BUY,PLD,135,101.340645,动量轮换,
2022-12-19,SELL,MSFT,56,234.20284,调出Top7,-3.534217511827447
2022-12-19,SELL,NFLX,437,28.8155849237442,调出Top7,-9.999109946663944
2022-12-19,BUY,META,119,113.62378349999999,动量轮换,
2022-12-19,BUY,NEM,322,41.980979999999995,动量轮换,
2022-12-21,SELL,PLD,135,102.778585,调出Top7,1.4189173554204355
2022-12-21,BUY,CVX,91,152.586255,动量轮换,
2022-12-23,SELL,FCX,429,35.982,调出Top7,12.633942972140618
2022-12-23,SELL,NVDA,906,15.178407,调出Top7,-3.5241870320801416
2022-12-23,BUY,TSM,205,66.7523595,动量轮换,
2022-12-23,BUY,XOM,140,97.418685,动量轮换,
2022-12-27,SELL,XOM,140,98.67064,调出Top7,1.2851282071812091
2022-12-27,BUY,GE,271,50.72535,动量轮换,
2022-12-28,SELL,CVX,91,154.42275,调出Top7,1.2035782646346578
2022-12-28,BUY,LIN,43,312.4774191741943,动量轮换,
2022-12-29,SELL,RTX,154,93.423265,调出Top7,0.27553341027080597
2022-12-29,BUY,AMT,71,193.13652,动量轮换,
2022-12-30,SELL,GE,271,51.254360000000005,调出Top7,1.0428907834051548
2022-12-30,SELL,AMT,71,189.475215,调出Top7,-1.895708279304193
2022-12-30,BUY,CAT,60,227.21354999999997,动量轮换,
2022-12-30,BUY,LITE,263,52.196085,动量轮换,
2023-01-03,SELL,META,119,123.684127,调出Top7,8.854082472971001
2023-01-03,BUY,SNPS,43,319.83983267211914,动量轮换,
2023-01-04,SELL,LITE,263,53.09344,调出Top7,1.7191998212126536
2023-01-04,BUY,META,111,126.4181775,动量轮换,
2023-01-05,SELL,META,111,125.865036,调出Top7,-0.43754902256836864
2023-01-05,BUY,MSFT,64,216.75032099999999,动量轮换,
2023-01-09,SELL,TSM,205,72.1029305,调出Top7,8.015553367817661
2023-01-09,SELL,MSFT,64,221.21933500000003,调出Top7,2.0618257815636842
2023-01-09,BUY,META,111,128.50221899999997,动量轮换,
2023-01-09,BUY,ORCL,173,83.12154,动量轮换,
2023-01-10,SELL,SNPS,43,327.46618988037113,调出Top7,2.384430089441073
2023-01-10,SELL,LIN,43,308.44872583007816,调出Top7,-1.2892750313808499
2023-01-10,BUY,XOM,146,98.68932,动量轮换,
2023-01-10,BUY,GE,245,59.059515,动量轮换,
2023-01-13,SELL,XOM,146,101.32931,调出Top7,2.675051363207297
2023-01-13,SELL,AVGO,277,55.21542428398133,调出Top7,10.921534966374306
2023-01-13,BUY,CRM,101,147.41367,动量轮换,
2023-01-13,BUY,FCX,346,43.12155,动量轮换,
2023-01-20,SELL,CAT,60,237.72108000000003,调出Top7,4.6245173318228865
2023-01-20,BUY,TSM,178,82.90042949999999,动量轮换,
2023-01-23,SELL,ORCL,173,85.48723500000001,调出Top7,2.846067337058501
2023-01-23,BUY,LITE,250,60.330149999999996,动量轮换,
2023-01-24,SELL,NEM,322,49.10543500000001,调出Top7,16.970673385900024
2023-01-24,BUY,NFLX,412,36.40119091987609,动量轮换,
2023-01-26,SELL,LITE,250,59.840065,调出Top7,-0.8123384410613822
2023-01-26,BUY,MU,246,61.90472000312805,动量轮换,
2023-01-27,SELL,CRM,101,162.048935,调出Top7,9.928024314162997
2023-01-27,BUY,NVDA,754,20.3491695,动量轮换,
2023-01-30,SELL,FCX,346,42.008985,调出Top7,-2.580067274947205
2023-01-30,BUY,CRM,92,162.44118,动量轮换,
2023-02-02,SELL,MU,246,62.207207862854005,调出Top7,0.488634565685254
2023-02-02,BUY,AMZN,143,112.96645866394043,动量轮换,
2023-02-03,SELL,GE,245,64.24786,调出Top7,8.784943459153034
2023-02-03,SELL,NFLX,412,36.5717051525116,调出Top7,0.46843036814600153
2023-02-03,BUY,NOW,167,94.48722,动量轮换,
2023-02-03,BUY,PLTR,1878,8.414204999999999,动量轮换,
2023-02-06,SELL,AMZN,143,102.1289103050232,调出Top7,-9.59359838937453
2023-02-06,BUY,AMD,186,83.72184030532837,动量轮换,
2023-02-09,SELL,TSM,178,88.47474050000001,调出Top7,6.724103884166274
2023-02-09,BUY,DDOG,187,83.4417,动量轮换,
2023-02-14,SELL,NOW,167,92.223865,调出Top7,-2.395408606581917
2023-02-14,BUY,AAPL,106,151.0877894668579,动量轮换,
2023-02-17,SELL,CRM,92,162.68861500000003,调出Top7,0.15232282848476247
2023-02-17,BUY,CRWD,135,114.307125,动量轮换,
2023-02-22,SELL,AMD,186,76.57169561004639,调出Top7,-8.54035777188586
2023-02-22,BUY,MSFT,61,245.83485599999997,动量轮换,
2023-02-27,SELL,MSFT,61,244.27080350000003,调出Top7,-0.6362208050757236
2023-03-01,SELL,DDOG,187,75.18239,调出Top7,-9.898300250354438
2023-03-01,BUY,GE,228,66.022995,动量轮换,
2023-03-02,SELL,AAPL,106,143.75447230529787,调出Top7,-4.853679564336109
2023-03-02,BUY,LIN,45,337.2523737030029,动量轮换,
2023-03-03,SELL,PLTR,1878,8.325835,调出Top7,-1.0502477655345859
2023-03-03,BUY,PLD,137,114.62728499999999,动量轮换,
2023-03-06,SELL,META,111,183.334287,调出Top7,42.67013319046268
2023-03-06,BUY,CVX,107,146.43318,动量轮换,
2023-03-06,BUY,MU,281,56.019832466125486,动量轮换,
2023-03-10,SELL,MU,281,54.09280167198182,调出Top7,-3.439908170573199
2023-03-10,BUY,CRM,89,170.75533499999997,动量轮换,
2023-03-15,SELL,PLD,137,108.25584500000001,调出Top7,-5.5583973745866695
2023-03-15,BUY,AVGO,259,59.761036239624026,动量轮换,
2023-03-16,SELL,CVX,107,135.822055,调出Top7,-7.246393884227596
2023-03-16,BUY,META,78,203.39764799999998,动量轮换,
2023-03-17,SELL,LIN,45,317.7380546722412,调出Top7,-5.786265880502508
2023-03-27,SELL,AVGO,259,60.20784946060181,调出Top7,0.7476664547552224
2023-03-27,BUY,AMD,165,96.65830561065674,动量轮换,
2023-03-29,SELL,CRWD,135,129.5352,调出Top7,13.322069818482445
2023-03-29,BUY,GOOGL,159,100.612281,动量轮换,
2023-03-29,BUY,MSFT,58,274.1800215,动量轮换,
2023-03-30,SELL,GE,228,73.793085,调出Top7,11.768763292243879
2023-03-30,BUY,NEM,356,45.39268499999999,动量轮换,
2023-04-04,SELL,CRM,89,194.24283000000003,调出Top7,13.755057784871
2023-04-04,BUY,GE,220,74.64730499999999,动量轮换,
2023-04-05,SELL,GE,220,73.94301,调出Top7,-0.9434968884676919
2023-04-05,BUY,AAPL,100,161.50214321136474,动量轮换,
2023-04-10,SELL,AAPL,100,159.63632843017578,调出Top7,-1.1552879386542183
2023-04-10,BUY,NFLX,485,33.915947759628295,动量轮换,
2023-04-12,SELL,AMD,165,92.28383683013915,调出Top7,-4.525703976374376
2023-04-12,BUY,ORCL,177,90.695325,动量轮换,
2023-04-14,SELL,GOOGL,159,107.92601,调出Top7,7.269220941328236
2023-04-14,SELL,MSFT,58,279.404228,调出Top7,1.90539284059396
2023-04-14,BUY,NOW,176,92.65630499999999,动量轮换,
2023-04-14,BUY,EOG,149,109.484715,动量轮换,
2023-04-17,SELL,NVDA,754,26.958514000000005,调出Top7,32.479676873299454
2023-04-17,BUY,FCX,403,40.34016,动量轮换,
2023-04-18,SELL,NEM,356,45.367305,调出Top7,-0.055912092443950616
2023-04-18,SELL,NOW,176,95.15240000000001,调出Top7,2.693928923671223
2023-04-18,BUY,XOM,154,105.63278999999999,动量轮换,
2023-04-18,BUY,COP,171,95.2766145,动量轮换,
2023-04-19,SELL,NFLX,485,32.295844274520874,调出Top7,-4.776819142987077
2023-04-19,BUY,CVX,107,150.405165,动量轮换,
2023-04-20,SELL,META,78,211.26531450000002,调出Top7,3.868120687413279
2023-04-20,BUY,OKE,283,56.468219999999995,动量轮换,
2023-04-24,SELL,COP,171,93.97498900000001,调出Top7,-1.3661542308474721
2023-04-24,BUY,LIN,45,354.16432887268064,动量轮换,
2023-04-25,SELL,FCX,403,35.932025,调出Top7,-10.927410798568957
2023-04-25,BUY,NOW,178,88.50422999999999,动量轮换,
2023-04-26,SELL,NOW,178,90.76459500000001,调出Top7,2.553962675004372
2023-04-26,BUY,GE,207,75.55775999999999,动量轮换,
2023-04-28,SELL,EOG,149,107.44625,调出Top7,-1.8618717690409916
2023-04-28,BUY,AMZN,151,105.50272194671632,动量轮换,
2023-05-01,SELL,CVX,107,147.22635000000002,调出Top7,-2.1135012218496523
2023-05-01,BUY,META,65,241.3616205,动量轮换,
2023-05-03,SELL,XOM,154,97.39128000000001,调出Top7,-7.802037605936545
2023-05-03,SELL,OKE,283,54.45276,调出Top7,-3.5691934330495947
2023-05-03,BUY,MSFT,52,297.53169149999997,动量轮换,
2023-05-03,BUY,AAPL,94,165.14130624389648,动量轮换,
2023-05-05,SELL,AMZN,151,105.60717366027832,调出Top7,0.09900380922375884
2023-05-05,SELL,ORCL,177,93.56319500000001,调出Top7,3.1620924231761784
2023-05-05,BUY,SNPS,42,371.745777557373,动量轮换,
2023-05-05,BUY,NFLX,489,32.29213897705078,动量轮换,
2023-05-08,SELL,NFLX,489,33.104437883377074,调出Top7,2.5154694983307584
2023-05-08,BUY,AMZN,149,105.88291683197019,动量轮换,
2023-05-09,SELL,SNPS,42,366.7665372009278,调出Top7,-1.3394208238657728
2023-05-09,BUY,LRCX,315,50.13140312004089,动量轮换,
2023-05-10,SELL,AMZN,149,110.13490744018554,调出Top7,4.015747521352291
2023-05-10,SELL,LIN,45,354.6659925994873,调出Top7,0.14164716373427122
2023-05-10,BUY,DDOG,185,86.04299999999999,动量轮换,
2023-05-10,BUY,NVDA,553,28.8674265,动量轮换,
2023-05-12,SELL,LRCX,315,51.18143154716493,调出Top7,2.0945522402588934
2023-05-12,BUY,AMZN,144,110.31513213729859,动量轮换,
2023-05-16,SELL,GE,207,79.350305,调出Top7,5.0193984046112785
2023-05-16,BUY,LRCX,297,54.326424081802365,动量轮换,
2023-05-18,SELL,AAPL,94,172.70254595947267,调出Top7,4.578648363365269
2023-05-18,BUY,GOOGL,138,121.88691299999999,动量轮换,
2023-05-19,SELL,NVDA,553,31.214385000000004,调出Top7,8.130127221420318
2023-05-19,SELL,AMZN,144,116.19187500000001,调出Top7,5.327231857354986
2023-05-19,BUY,PLTR,1428,11.715855,动量轮换,
2023-05-19,BUY,AMD,158,105.87290969467162,动量轮换,
2023-05-23,SELL,MSFT,52,308.5166645,调出Top7,3.6920346012955823
2023-05-23,BUY,NVDA,551,30.669327,动量轮换,
2023-05-24,SELL,META,65,247.09938850000003,调出Top7,2.3772495345837497
2023-05-24,BUY,AMAT,141,118.98616775894165,动量轮换,
2023-05-25,SELL,AMAT,141,127.40168324661255,调出Top7,7.072683864161587
2023-05-25,BUY,CRWD,120,149.684805,动量轮换,
2023-06-01,SELL,GOOGL,138,122.64764550000001,调出Top7,0.6241297619868487
2023-06-01,SELL,LRCX,297,60.1884385471344,调出Top7,10.790355824828948
2023-06-01,BUY,AVGO,246,75.95046235656739,动量轮换,
2023-06-01,BUY,NOW,172,108.644295,动量轮换,
2023-06-09,SELL,CRWD,120,149.45523500000002,调出Top7,-0.15336894082201286
2023-06-09,SELL,DDOG,185,95.582185,调出Top7,11.086532315237735
2023-06-09,BUY,NFLX,446,42.02299990081787,动量轮换,
2023-06-09,BUY,SNPS,42,438.9993887786865,动量轮换,
2023-06-13,SELL,NOW,172,110.88453,调出Top7,2.0619904616252502
2023-06-13,BUY,TSM,197,99.12953999999999,动量轮换,
2023-06-15,SELL,SNPS,42,446.1468101196289,调出Top7,1.6281164675027924
2023-06-21,SELL,AMD,158,112.0539456100464,调出Top7,5.838165715101582
2023-06-21,BUY,ORCL,160,117.928935,动量轮换,
2023-06-22,SELL,TSM,197,95.80107550000001,调出Top7,-3.3576918646046185
2023-06-22,BUY,LITE,331,56.658315,动量轮换,
2023-06-23,BUY,CAT,82,224.62225499999997,动量轮换,
2023-06-26,SELL,CAT,82,226.796545,调出Top7,0.9679762141111272
2023-06-26,BUY,FCX,490,37.488735,动量轮换,
2023-06-27,SELL,PLTR,1428,14.602695,调出Top7,24.640455178047198
2023-06-27,BUY,CAT,81,230.605245,动量轮换,
2023-06-30,SELL,AVGO,246,83.76035259628297,调出Top7,10.282873859345596
2023-06-30,BUY,META,67,284.834346,动量轮换,
2023-07-03,SELL,NVDA,551,42.34981450000001,调出Top7,38.085242300882605
2023-07-03,BUY,AAPL,100,190.06903182220458,动量轮换,
2023-07-05,SELL,LITE,331,54.59269,调出Top7,-3.645757908614127
2023-07-05,BUY,LIN,53,354.7020426635742,动量轮换,
2023-07-06,SELL,LIN,53,351.73267605590814,调出Top7,-0.8371439265948752
2023-07-06,BUY,AMAT,136,137.2158056716919,动量轮换,
2023-07-07,SELL,FCX,490,36.821580000000004,调出Top7,-1.7796145962246899
2023-07-07,BUY,NVDA,442,42.48223049999999,动量轮换,
2023-07-10,SELL,ORCL,160,110.36479000000001,调出Top7,-6.414155270714504
2023-07-10,BUY,AMZN,148,127.19356225204466,动量轮换,
2023-07-11,SELL,AMAT,136,134.3249548034668,调出Top7,-2.106791454580581
2023-07-11,BUY,AVGO,221,85.25728324127196,动量轮换,
2023-07-14,SELL,AVGO,221,85.802620136261,调出Top7,0.6396367257513598
2023-07-14,SELL,NFLX,446,44.16890639114379,调出Top7,5.106504760228114
2023-07-14,BUY,DDOG,178,108.584265,动量轮换,
2023-07-14,BUY,GE,223,86.67331499999999,动量轮换,
2023-07-17,SELL,CAT,81,246.42672500000003,调出Top7,6.860850020995852
2023-07-17,BUY,OKE,356,55.017495,动量轮换,
2023-07-18,SELL,NVDA,442,47.42327650000001,调出Top7,11.630853516507367
2023-07-18,BUY,CAT,78,252.75631499999997,动量轮换,
2023-07-19,SELL,CAT,78,252.73357000000001,调出Top7,-0.008998786044161875
2023-07-19,BUY,EOG,179,110.97546,动量轮换,
2023-07-20,SELL,AMZN,148,129.89502671051025,调出Top7,2.1239003064576623
2023-07-20,SELL,AAPL,100,190.54007353973392,调出Top7,0.24782665172408003
2023-07-20,BUY,CRM,87,224.962425,动量轮换,
2023-07-20,BUY,CAT,77,251.38562999999996,动量轮换,
2023-07-21,SELL,CAT,77,247.82602500000002,调出Top7,-1.4159938259000517
2023-07-21,BUY,PLTR,1186,16.438215,动量轮换,
2023-07-24,SELL,GE,223,86.56669500000001,调出Top7,-0.12301364035744819
2023-07-24,BUY,CAT,78,249.7248,动量轮换,
2023-07-25,SELL,META,67,291.9769385,调出Top7,2.5076303473598776
2023-07-25,BUY,COP,185,106.9184325,动量轮换,
2023-07-28,SELL,CRM,87,222.218835,调出Top7,-1.2195770026927757
2023-07-28,BUY,NVDA,426,46.7263515,动量轮换,
2023-08-02,SELL,CAT,78,276.60163,调出Top7,10.762579447455765
2023-08-02,BUY,FCX,489,40.94046,动量轮换,
2023-08-03,SELL,NVDA,426,44.448764499999996,调出Top7,-4.874309521041899
2023-08-03,BUY,CAT,74,270.985425,动量轮换,
2023-08-04,SELL,OKE,356,57.371300000000005,调出Top7,4.2782845711168935
2023-08-04,BUY,MU,286,69.18256899261475,动量轮换,
2023-08-07,SELL,DDOG,178,106.24685000000001,调出Top7,-2.15262773109897
2023-08-07,BUY,OKE,344,57.378675,动量轮换,
2023-08-08,SELL,OKE,344,56.401785000000004,调出Top7,-1.702531471840361
2023-08-08,BUY,LRCX,288,67.83571212387085,动量轮换,
2023-08-10,SELL,PLTR,1186,15.402295,调出Top7,-6.301900784239646
2023-08-10,BUY,GOOGL,149,128.694315,动量轮换,
2023-08-14,SELL,MU,286,67.50198346710205,调出Top7,-2.4292036996950777
2023-08-14,BUY,XOM,189,101.97095999999999,动量轮换,
2023-08-15,SELL,FCX,489,38.18090000000001,调出Top7,-6.740422555095847
2023-08-15,BUY,CVX,133,141.70081499999998,动量轮换,
2023-08-17,SELL,LRCX,288,63.148795396804815,调出Top7,-6.909217254928389
2023-08-17,BUY,AMZN,141,134.04698572540283,动量轮换,
2023-08-22,SELL,CVX,133,142.72860000000003,调出Top7,0.725320457754637
2023-08-22,BUY,SNPS,43,436.6082096557617,动量轮换,
2023-08-24,SELL,SNPS,43,435.64205535888675,调出Top7,-0.22128633303452988
2023-08-24,SELL,EOG,179,113.793075,调出Top7,2.538953206411583
2023-08-24,BUY,LIN,50,365.03676676940916,动量轮换,
2023-08-24,BUY,PLD,166,111.51572999999999,动量轮换,
2023-08-25,SELL,COP,185,107.6031715,调出Top7,0.640431199737246
2023-08-25,SELL,GOOGL,149,128.7545905,调出Top7,0.046836179204976736
2023-08-25,BUY,MSFT,59,317.05344749999995,动量轮换,
2023-08-25,BUY,OKE,328,57.158565,动量轮换,
2023-08-28,SELL,AMZN,141,133.07342938995362,调出Top7,-0.726279916091184
2023-08-28,SELL,CAT,74,264.30778000000004,调出Top7,-2.4642081765098562
2023-08-28,BUY,AMT,116,162.00096,动量轮换,
2023-08-28,BUY,TSM,217,86.76235949999999,动量轮换,
2023-08-30,SELL,PLD,166,115.02246000000001,调出Top7,3.144605698227523
2023-08-30,BUY,CRM,90,212.02595999999997,动量轮换,
2023-08-31,SELL,MSFT,59,321.4242075,调出Top7,1.3785562133021991
2023-08-31,SELL,LIN,50,373.4524625854492,调出Top7,2.305437857813425
2023-08-31,SELL,OKE,328,57.321325,调出Top7,0.2847517253101065
2023-08-31,BUY,COP,173,110.07901199999999,动量轮换,
2023-08-31,BUY,EOG,164,116.57825999999999,动量轮换,
2023-08-31,BUY,NEM,516,37.008495,动量轮换,
2023-09-01,SELL,CRM,90,218.21084000000002,调出Top7,2.917039026730524
2023-09-01,SELL,TSM,217,85.86604550000001,调出Top7,-1.033067801711842
2023-09-01,BUY,NVDA,397,48.48523049999999,动量轮换,
2023-09-01,BUY,ORCL,164,117.208575,动量轮换,
2023-09-05,SELL,EOG,164,120.77958000000001,调出Top7,3.6038623324795074
2023-09-05,BUY,GOOGL,143,134.7283305,动量轮换,
2023-09-06,SELL,NEM,516,36.481750000000005,调出Top7,-1.423308351231246
2023-09-06,SELL,AMT,116,161.69911000000002,调出Top7,-0.18632605633940275
2023-09-06,BUY,NOW,160,119.75985,动量轮换,
2023-09-06,BUY,SNPS,41,465.92284744262696,动量轮换,
2023-09-11,SELL,GOOGL,143,135.7330995,调出Top7,0.7457741042816606
2023-09-11,BUY,CRWD,111,172.37614499999998,动量轮换,
2023-09-12,SELL,XOM,189,107.81606500000001,调出Top7,5.732127068333983
2023-09-12,BUY,CRM,85,218.54922,动量轮换,
2023-09-13,SELL,ORCL,164,108.28583,调出Top7,-7.6127066641668435
2023-09-13,BUY,DDOG,193,97.52874,动量轮换,
2023-09-14,SELL,NVDA,397,45.517230000000005,调出Top7,-6.121452799940775
2023-09-14,SELL,COP,173,115.12440900000001,调出Top7,4.5834323076955155
2023-09-14,BUY,MU,266,71.04301107788086,动量轮换,
2023-09-14,BUY,GOOGL,138,137.040486,动量轮换,
2023-09-15,SELL,GOOGL,138,136.20886149999998,调出Top7,-0.6068458484597054
2023-09-15,BUY,COP,162,114.3621525,动量轮换,
2023-09-18,SELL,CRM,85,211.77406000000002,调出Top7,-3.1000613957807635
2023-09-18,BUY,XOM,172,108.05399999999999,动量轮换,
2023-09-19,SELL,DDOG,193,92.84355500000001,调出Top7,-4.803901906248343
2023-09-19,BUY,GOOGL,135,136.980456,动量轮换,
2023-09-20,SELL,NOW,160,114.05294500000001,调出Top7,-4.76529070468942
2023-09-20,BUY,CVX,122,149.74483499999997,动量轮换,
2023-09-22,SELL,SNPS,41,446.6265811004639,调出Top7,-4.141515370640665
2023-09-22,SELL,GOOGL,135,129.121407,调出Top7,-5.737350589634479
2023-09-22,BUY,NEM,466,38.639309999999995,动量轮换,
2023-09-22,BUY,META,60,296.844348,动量轮换,
2023-09-29,SELL,NEM,466,35.012485000000005,调出Top7,-9.3863606777657
2023-09-29,SELL,MU,266,67.25484605026246,调出Top7,-5.332213500164895
2023-09-29,BUY,AVGO,222,80.71953118515015,动量轮换,
2023-09-29,BUY,TSM,224,80.124042,动量轮换,
2023-10-02,SELL,COP,162,108.7046205,调出Top7,-4.9470317551079575
