date,action,code,shares,price,reason,pnl_pct
2021-09-15,BUY,TSM,134,110.57626049999999,动量轮换,
2021-09-17,SELL,LITE,169,85.33731,调出Top7,-3.2611288775482907
2021-09-17,BUY,AMAT,109,135.47493017578125,动量轮换,
2021-09-20,SELL,NVDA,657,21.051469,调出Top7,-6.803611969096286
2021-09-20,BUY,AMZN,85,167.8703922729492,动量轮换,
2021-09-21,SELL,SNPS,49,317.7410438995361,调出Top7,8.984989507572214
2021-09-21,SELL,AMZN,85,167.0979125442505,调出Top7,-0.4601643674262007
2021-09-21,BUY,EOG,250,57.4749473247528,动量轮换,
2021-09-21,BUY,DDOG,98,145.45269,动量轮换,
2021-09-22,SELL,TSM,134,105.32930900000001,调出Top7,-4.745097615233589
2021-09-22,BUY,COP,283,51.781878,动量轮换,
2021-09-24,SELL,NFLX,262,59.2093789138794,调出Top7,3.9719432035311795
2021-09-24,BUY,AVGO,323,46.400401130676265,动量轮换,
2021-09-28,SELL,NOW,111,122.43875000000001,调出Top7,-9.837500022551874
2021-09-28,BUY,OKE,317,45.56861795425415,动量轮换,
2021-09-30,SELL,AMAT,109,123.7376226387024,调出Top7,-8.663822540339732
2021-09-30,SELL,PLTR,602,24.02798,调出Top7,0.1917897955486226
2021-09-30,BUY,XOM,285,50.0452089214325,动量轮换,
2021-09-30,BUY,NFLX,233,61.06451739692688,动量轮换,
2021-10-01,SELL,AVGO,323,44.741019330978396,调出Top7,-3.576222962005423
2021-10-01,BUY,CVX,168,86.95685544204711,动量轮换,
2021-10-04,SELL,NFLX,233,60.304831584930426,调出Top7,-1.244070770359821
2021-10-04,BUY,RTX,184,79.39173443984986,动量轮换,
2021-10-06,SELL,DDOG,98,143.238345,调出Top7,-1.5223816073803658
2021-10-06,BUY,CRM,54,271.4226918640136,动量轮换,
2021-10-14,SELL,CRM,54,285.68072709655763,调出Top7,5.253074138579214
2021-10-14,BUY,NFLX,241,63.41169106864929,动量轮换,
2021-10-18,SELL,RTX,184,82.1252681427002,调出Top7,3.443096088197147
2021-10-18,BUY,ORCL,169,90.89349990463256,动量轮换,
2021-10-21,SELL,NFLX,241,65.2833438911438,调出Top7,2.9515895112594706
2021-10-21,BUY,FCX,434,35.73786,动量轮换,
2021-10-26,SELL,XOM,285,55.9619685497284,调出Top7,11.822829309364662
2021-10-26,SELL,ORCL,169,91.24486682891846,调出Top7,0.386569913860243
2021-10-26,BUY,AMD,129,122.99146530532836,动量轮换,
2021-10-26,BUY,PLD,124,128.19336763000487,动量轮换,
2021-10-28,SELL,CVX,168,94.18890493774416,调出Top7,8.316825003540842
2021-10-28,BUY,DDOG,97,161.0805,动量轮换,
2021-10-29,SELL,COP,283,62.7196245,调出Top7,21.122730427042455
2021-10-29,BUY,CRWD,55,281.9409,动量轮换,
2021-11-01,SELL,OKE,317,50.825907951354985,调出Top7,11.537084583909415
2021-11-01,BUY,NVDA,610,25.7778825,动量轮换,
2021-11-02,SELL,EOG,250,74.14417615127564,调出Top7,29.002599571489977
2021-11-02,BUY,MSFT,49,321.2095245,动量轮换,
2021-11-04,SELL,CRWD,55,279.48019,调出Top7,-0.8727751099609904
2021-11-04,BUY,SNPS,47,341.89086122131346,动量轮换,
2021-11-08,SELL,FCX,434,36.711635,调出Top7,2.724771432872599
2021-11-08,BUY,AVGO,333,51.3655709209442,动量轮换,
2021-11-09,SELL,AVGO,333,51.208658679962156,调出Top7,-0.30548135291544964
2021-11-09,BUY,AMAT,114,150.37907652282715,动量轮换,
2021-11-11,SELL,PLD,124,130.41230029296875,调出Top7,1.730926259280607
2021-11-11,BUY,AVGO,331,51.039339008331304,动量轮换,
2021-11-16,SELL,MSFT,49,327.034401,调出Top7,1.8134196079855087
2021-11-16,BUY,MU,230,75.05401063156127,动量轮换,
2021-11-19,SELL,SNPS,47,357.77103720092776,调出Top7,4.6448085575866624
2021-11-19,BUY,LRCX,287,61.40527912330627,动量轮换,
2021-11-22,SELL,AVGO,331,50.79370131492615,调出Top7,-0.48127130597254475
2021-11-22,BUY,SNPS,49,348.14398622131347,动量轮换,
2021-12-01,SELL,SNPS,49,334.582625,调出Top7,-3.8953311727443047
2021-12-01,SELL,AMAT,114,146.02329582214355,调出Top7,-2.8965337475140034
2021-12-01,BUY,AAPL,106,161.3142746658325,动量轮换,
2021-12-02,SELL,DDOG,97,169.35528,调出Top7,5.137046383640474
2021-12-02,BUY,PLD,126,135.37317949676512,动量轮换,
2021-12-09,SELL,AMD,129,138.03095610046387,调出Top7,12.228076767603117
2021-12-09,BUY,CVX,172,99.60528159713745,动量轮换,
2021-12-13,SELL,NVDA,610,28.081952,调出Top7,8.938164335259115
2021-12-13,BUY,AVGO,296,57.12841107559204,动量轮换,
2021-12-13,BUY,SNPS,46,362.4111259918213,动量轮换,
2021-12-15,SELL,SNPS,46,361.11933779907235,调出Top7,-0.356442752471699
2021-12-15,BUY,OKE,363,47.24384021759033,动量轮换,
2021-12-16,SELL,OKE,363,46.20609910774231,调出Top7,-2.1965638378855536
2021-12-16,BUY,LITE,163,102.81138,动量轮换,
2021-12-17,SELL,CVX,172,95.68180282974244,调出Top7,-3.9390268311914167
2021-12-27,SELL,MU,230,92.17898510742188,调出Top7,22.81686792185802
2021-12-27,BUY,AMT,71,249.25724150848387,动量轮换,
2021-12-27,BUY,NEM,333,53.22021558380127,动量轮换,
2021-12-28,SELL,LRCX,287,68.30844191360474,调出Top7,11.241969564923584
2021-12-28,BUY,LIN,54,324.61568742370605,动量轮换,
2021-12-31,SELL,LIN,54,326.7815043182373,调出Top7,0.6671941555628841
2021-12-31,BUY,FCX,455,39.049515,动量轮换,
2022-01-03,SELL,AAPL,106,178.01461637878418,调出Top7,10.352674459558497
2022-01-03,BUY,MU,188,93.6607825126648,动量轮换,
2022-01-06,SELL,AMT,71,230.87450500000003,调出Top7,-7.375005996709692
2022-01-06,SELL,PLD,126,137.70111500000002,调出Top7,1.7196430724968867
2022-01-06,BUY,LIN,53,319.1580038909912,动量轮换,
2022-01-06,BUY,EOG,218,78.15906,动量轮换,
2022-01-10,SELL,LIN,53,316.40540834045413,调出Top7,-0.862455434919073
2022-01-10,BUY,CAT,83,205.40265,动量轮换,
2022-01-12,SELL,AVGO,296,57.46779942512512,调出Top7,0.5940797987257236
2022-01-12,BUY,COP,246,71.637801,动量轮换,
2022-01-13,SELL,NEM,333,54.172900000000006,调出Top7,1.7900799644425074
2022-01-13,SELL,LITE,163,105.26734,调出Top7,2.3888017065815133
2022-01-13,BUY,XOM,288,60.900434999999995,动量轮换,
2022-01-13,BUY,TSM,135,129.2635995,动量轮换,
2022-01-19,SELL,MU,188,87.94824478530884,调出Top7,-6.099177877980575
2022-01-19,BUY,GE,285,61.340655,动量轮换,
2022-01-21,SELL,GE,285,58.65066,调出Top7,-4.385337913330068
2022-01-21,BUY,CVX,156,106.983465,动量轮换,
2022-01-25,SELL,FCX,455,37.061460000000004,调出Top7,-5.091113167474668
2022-01-25,BUY,GE,307,55.54776,动量轮换,
2022-01-26,SELL,GE,307,54.402785,调出Top7,-2.0612442337908767
2022-01-26,SELL,TSM,135,113.03245550000001,调出Top7,-12.556623877706565
2022-01-26,BUY,RTX,210,81.050505,动量轮换,
2022-01-26,BUY,NEM,311,54.557265,动量轮换,
2022-01-31,SELL,CAT,83,187.5062,调出Top7,-8.712862273198514
2022-01-31,BUY,LIN,56,300.90614570617674,动量轮换,
2022-02-01,SELL,NEM,311,54.182895,调出Top7,-0.6861964213198718
2022-02-09,SELL,LIN,56,286.89944726562504,调出Top7,-4.6548396037841995
2022-02-09,BUY,NEM,314,55.84791,动量轮换,
2022-02-11,SELL,NEM,314,56.421775000000004,调出Top7,1.0275496433080575
2022-02-11,BUY,DDOG,105,167.4837,动量轮换,
2022-02-18,SELL,RTX,210,84.95750000000001,调出Top7,4.820444980571076
2022-02-18,BUY,NOW,154,111.2556,动量轮换,
2022-02-23,SELL,COP,246,75.30233000000001,调出Top7,5.1153566257568635
2022-02-23,BUY,RTX,200,84.02199,动量轮换,
2022-02-23,BUY,OKE,343,48.96446999999999,动量轮换,
2022-02-24,SELL,EOG,218,90.664645,调出Top7,16.00017323647444
2022-02-24,BUY,MU,198,86.89178996658325,动量轮换,
2022-02-25,SELL,XOM,288,67.796085,调出Top7,11.322825526615715
2022-02-25,SELL,NOW,154,115.991975,调出Top7,4.2572014352535925
2022-02-25,BUY,FCX,402,43.811895,动量轮换,
2022-02-25,BUY,NEM,293,60.05001,动量轮换,
2022-03-07,SELL,DDOG,105,130.044945,调出Top7,-22.353670834833473
2022-03-07,BUY,COP,204,86.8484025,动量轮换,
2022-03-08,SELL,MU,198,75.40097846603393,调出Top7,-13.224277581309392
2022-03-17,SELL,RTX,200,89.43526000000001,调出Top7,6.442682445393178
2022-03-17,BUY,CAT,85,206.453175,动量轮换,
2022-03-24,SELL,OKE,343,56.69164,调出Top7,15.781177658003873
2022-03-24,BUY,CRWD,81,223.5117,动量轮换,
2022-03-24,BUY,PLD,132,137.94894,动量轮换,
2022-03-25,SELL,FCX,402,49.35531,调出Top7,12.652762451840996
2022-03-25,BUY,ORCL,239,77.25860999999999,动量轮换,
2022-03-28,SELL,ORCL,239,78.95050499999999,调出Top7,2.1899112603760313
2022-03-28,BUY,PLTR,1369,13.42671,动量轮换,
2022-03-30,SELL,COP,204,86.87953850000001,调出Top7,0.03585097607293767
2022-03-30,BUY,NVDA,671,27.645816,动量轮换,
2022-03-31,SELL,CVX,156,138.57067999999998,调出Top7,29.52532431063061
2022-03-31,BUY,LIN,60,302.8244627838135,动量轮换,
2022-04-04,SELL,NEM,293,72.293835,调出Top7,20.389380451393766
2022-04-04,BUY,AMZN,111,168.43066983032224,动量轮换,
2022-04-05,SELL,PLD,132,146.996465,调出Top7,6.558604219793213
2022-04-05,BUY,META,79,230.10699599999998,动量轮换,
2022-04-06,SELL,CAT,85,201.13938000000002,调出Top7,-2.5738499783304234
2022-04-06,BUY,PLD,117,150.53523,动量轮换,
2022-04-11,SELL,NVDA,671,21.8600645,调出Top7,-20.928127062699108
2022-04-11,BUY,AMT,74,229.724805,动量轮换,
2022-04-12,SELL,AMZN,111,150.71211235046388,调出Top7,-10.519792801220888
2022-04-12,BUY,AAPL,104,164.3527957305908,动量轮换,
2022-04-13,SELL,AAPL,104,166.87179885101318,调出Top7,1.5326804203267494
2022-04-13,BUY,NEM,232,75.07752,动量轮换,
2022-04-14,SELL,PLTR,1369,12.41379,调出Top7,-7.5440670126933504
2022-04-14,BUY,OKE,299,57.44871,动量轮换,
2022-04-18,SELL,LIN,60,300.7318220520019,调出Top7,-0.6910408467579806
2022-04-18,BUY,XOM,222,77.19857999999999,动量轮换,
2022-04-19,SELL,META,79,215.470211,调出Top7,-6.360860492916077
2022-04-19,BUY,CVX,118,146.383155,动量轮换,
2022-04-22,SELL,CRWD,81,205.51719000000003,调出Top7,-8.05081344734972
2022-04-22,BUY,RTX,179,92.03599499999999,动量轮换,
2022-04-25,SELL,CVX,118,134.02295500000002,调出Top7,-8.443731111001101
2022-04-25,BUY,GE,294,54.847409999999996,动量轮换,
2022-04-26,SELL,NEM,232,64.17789499999999,调出Top7,-14.517827706615794
2022-04-26,SELL,OKE,299,52.53372,调出Top7,-8.555440148264418
2022-04-26,SELL,RTX,179,90.7546,调出Top7,-1.392275924218551
2022-04-26,BUY,ORCL,223,70.71534,动量轮换,
2022-04-26,BUY,TSM,189,83.29662749999999,动量轮换,
2022-04-26,BUY,AVGO,303,52.148001583099365,动量轮换,
2022-04-27,SELL,TSM,189,80.70462750000002,调出Top7,-3.111770641614477
2022-04-27,BUY,AAPL,102,153.48154861450195,动量轮换,
2022-04-28,SELL,GE,294,47.386295,调出Top7,-13.603404426936477
2022-04-28,BUY,COP,192,83.833896,动量轮换,
2022-04-29,SELL,COP,192,81.960999,调出Top7,-2.2340569738044795
2022-04-29,BUY,LIN,52,295.7428903198242,动量轮换,
2022-05-02,SELL,AMT,74,207.61614,调出Top7,-9.623978133314774
2022-05-02,BUY,OKE,296,52.18608,动量轮换,
2022-05-03,SELL,PLD,117,134.69262,调出Top7,-10.524187593827708
2022-05-03,BUY,MSFT,57,272.760312,动量轮换,
2022-05-05,SELL,LIN,52,296.06280152893066,调出Top7,0.10817207093651664
2022-05-05,SELL,MSFT,57,268.20383100000004,调出Top7,-1.6705073280602358
2022-05-05,BUY,TSM,187,82.6763175,动量轮换,
2022-05-05,BUY,MU,221,69.82978116989135,动量轮换,
2022-05-06,SELL,OKE,296,53.55321,调出Top7,2.619721580927334
2022-05-06,BUY,MSFT,58,265.9359015,动量轮换,
2022-05-09,SELL,MU,221,66.47211078262329,调出Top7,-4.808364470023275
2022-05-09,BUY,AMT,73,202.691295,动量轮换,
2022-05-10,SELL,TSM,187,79.2653475,调出Top7,-4.125691737540187
2022-05-10,BUY,LIN,53,283.8167947540283,动量轮换,
2022-05-11,SELL,AMT,73,196.9015,调出Top7,-2.856459622501301
2022-05-11,SELL,AVGO,303,52.75072249794007,调出Top7,1.1557890936247077
2022-05-11,BUY,AMAT,148,100.33171885299681,动量轮换,
2022-05-11,BUY,RTX,178,83.351655,动量轮换,
2022-05-12,SELL,XOM,222,75.932015,调出Top7,-1.6406584162558246
2022-05-12,BUY,MU,223,66.32312301635741,动量轮换,
2022-05-16,SELL,MU,223,68.95759227371217,调出Top7,3.972173108773854
2022-05-16,BUY,TSM,186,80.9354475,动量轮换,
2022-05-17,SELL,TSM,186,83.76309750000001,调出Top7,3.4937102188753824
2022-05-17,SELL,AAPL,102,146.36464727783203,调出Top7,-4.636975194031539
2022-05-17,BUY,XOM,192,81.12053999999999,动量轮换,
2022-05-17,BUY,CAT,78,199.38964499999997,动量轮换,
2022-05-18,SELL,AMAT,148,107.38805920028689,调出Top7,7.033010525443927
2022-05-18,BUY,TSM,186,81.05550749999999,动量轮换,
2022-05-19,SELL,LIN,53,294.2539834899903,调出Top7,3.6774387312094854
2022-05-19,SELL,TSM,186,80.6546525,调出Top7,-0.4945438161620207
2022-05-19,BUY,COP,165,90.4802175,动量轮换,
2022-05-19,BUY,LITE,172,86.793375,动量轮换,
2022-05-20,SELL,ORCL,223,65.06745,调出Top7,-7.986796075646393
2022-05-20,SELL,RTX,178,82.90852500000001,调出Top7,-0.5316391138244133
2022-05-20,BUY,EOG,146,102.081015,动量轮换,
2022-05-20,BUY,TSM,184,81.3056325,动量轮换,
2022-05-23,SELL,TSM,184,81.9440075,调出Top7,0.7851547062252991
2022-05-23,BUY,RTX,181,84.60228,动量轮换,
2022-05-24,SELL,CAT,78,192.23383500000003,调出Top7,-3.5888573852468353
2022-05-24,SELL,MSFT,58,251.6371185,调出Top7,-5.376777982720015
2022-05-24,BUY,CVX,103,148.284105,动量轮换,
2022-05-24,BUY,AMD,168,91.20558366394043,动量轮换,
2022-05-27,SELL,RTX,181,89.01547000000001,调出Top7,5.216396059302438
2022-05-27,BUY,ORCL,233,69.07452,动量轮换,
2022-05-31,SELL,ORCL,233,68.18589,调出Top7,-1.2864801666374317
2022-05-31,BUY,LRCX,319,49.814357774734496,动量轮换,
2022-06-01,SELL,LITE,172,86.7566,调出Top7,-0.04237074546299365
2022-06-01,BUY,SNPS,50,317.0184153442383,动量轮换,
2022-06-06,SELL,LRCX,319,49.40379450416565,调出Top7,-0.8241866178932822
2022-06-06,BUY,AMT,69,234.49719,动量轮换,
2022-06-10,SELL,CVX,103,150.50471000000002,调出Top7,1.4975340748760673
2022-06-10,BUY,FCX,419,37.828905,动量轮换,
2022-06-13,SELL,AMD,168,86.94650286483765,调出Top7,-4.669758832744218
2022-06-13,BUY,CRWD,96,154.59726,动量轮换,
2022-06-15,SELL,AMT,69,211.51419,调出Top7,-9.800970322927952
2022-06-15,BUY,NOW,160,93.236595,动量轮换,
2022-06-17,SELL,FCX,419,31.404290000000003,调出Top7,-16.983349108307515
2022-06-17,BUY,CRM,86,160.97044499999998,动量轮换,
2022-06-21,SELL,EOG,146,99.660145,调出Top7,-2.371518347461566
2022-06-21,SELL,COP,165,85.671143,调出Top7,-5.315056299461254
2022-06-21,BUY,LITE,182,78.709335,动量轮换,
2022-06-21,BUY,AVGO,303,47.29478807258606,动量轮换,
2022-06-22,SELL,SNPS,50,301.08937023925785,调出Top7,-5.024643469901803
2022-06-22,SELL,XOM,192,77.30133000000001,调出Top7,-4.708067771738186
2022-06-22,BUY,TSM,188,75.89492849999999,动量轮换,
2022-06-22,BUY,GE,362,39.37968,动量轮换,
2022-06-23,SELL,GE,362,39.06046,调出Top7,-0.810621112208127
2022-06-23,BUY,AAPL,107,135.74168030548094,动量轮换,
2022-06-24,SELL,AVGO,303,47.746477672576916,调出Top7,0.9550515361177276
2022-06-24,SELL,AAPL,107,138.9306982650757,调出Top7,2.349328483644827
2022-06-24,BUY,NEM,262,57.6288,动量轮换,
2022-06-24,BUY,LIN,52,288.5228514404297,动量轮换,
2022-06-27,SELL,LIN,52,281.6090944976807,调出Top7,-2.3962597444994573
2022-06-27,BUY,PLTR,1553,9.624809999999998,动量轮换,
2022-06-28,SELL,NOW,160,94.642655,调出Top7,1.5080559301849352
2022-06-28,BUY,LIN,51,279.16960537719723,动量轮换,
2022-06-29,SELL,CRM,86,168.04593500000001,调出Top7,4.395521177816232
2022-06-29,BUY,AAPL,105,136.68413738250732,动量轮换,
2022-06-30,SELL,AAPL,105,134.08587762451174,调出Top7,-1.9009226730709867
2022-06-30,BUY,ORCL,211,66.31314,动量轮换,
2022-07-05,SELL,ORCL,211,68.25585500000001,调出Top7,2.9296079178274574
2022-07-05,SELL,TSM,188,67.0234715,调出Top7,-11.68913019003634
2022-07-05,BUY,AAPL,102,138.97155065917968,动量轮换,
2022-07-05,BUY,SNPS,46,303.0614586639404,动量轮换,
2022-07-07,SELL,AAPL,102,143.53032601165773,调出Top7,3.280365895648819
2022-07-07,BUY,AVGO,310,46.803785705566405,动量轮换,
2022-07-11,SELL,SNPS,46,315.0324074401856,调出Top7,3.950006981758622
2022-07-11,BUY,XOM,188,75.427695,动量轮换,
2022-07-12,SELL,XOM,188,74.34281,调出Top7,-1.4383112197714645
2022-07-12,BUY,DDOG,143,97.36865999999999,动量轮换,
2022-07-14,SELL,LIN,51,255.70675368499758,调出Top7,-8.404515119222255
2022-07-14,SELL,LITE,182,79.04046,调出Top7,0.42069342854948544
2022-07-14,BUY,ORCL,206,66.21309000000001,动量轮换,
2022-07-14,BUY,AAPL,93,145.75516843414306,动量轮换,
2022-07-15,SELL,NEM,262,49.09544,调出Top7,-14.807457382419893
2022-07-15,SELL,AVGO,310,46.37435371398926,调出Top7,-0.9175155067126848
2022-07-15,BUY,PLD,128,107.843895,动量轮换,
2022-07-15,BUY,AMT,61,226.923405,动量轮换,
2022-07-19,SELL,DDOG,143,92.91352,调出Top7,-4.575537960571693
2022-07-19,BUY,AMZN,118,118.26910408401488,动量轮换,
2022-07-21,SELL,ORCL,206,70.99448500000001,调出Top7,7.221223175054966
2022-07-21,SELL,AMT,61,225.10739,调出Top7,-0.8002766396000418
2022-07-21,BUY,NFLX,652,22.39919448852539,动量轮换,
2022-07-21,BUY,MU,233,62.45853223228454,动量轮换,
2022-07-22,SELL,CRWD,96,183.43823500000002,调出Top7,18.65555379183306
2022-07-22,BUY,ORCL,199,71.405685,动量轮换,
2022-07-25,SELL,PLTR,1553,9.67516,调出Top7,0.5231272097838989
2022-07-25,BUY,SNPS,41,337.8388484344482,动量轮换,
2022-07-28,SELL,AMZN,118,122.21885877990724,调出Top7,3.339633564051151
2022-07-28,BUY,OKE,296,49.32464999999999,动量轮换,
2022-08-01,SELL,MU,233,61.31761153221131,调出Top7,-1.8266850969698163
2022-08-01,SELL,OKE,296,49.015480000000004,调出Top7,-0.6268062723202041
2022-08-01,SELL,PLD,128,116.611665,调出Top7,8.130056875264009
2022-08-01,BUY,AMD,151,96.82838877868652,动量轮换,
2022-08-01,BUY,AMZN,108,135.45769438934326,动量轮换,
2022-08-01,BUY,AMAT,142,102.9772746734619,动量轮换,
2022-08-02,SELL,ORCL,199,72.71362500000001,调出Top7,1.831702895924886
2022-08-02,BUY,NVDA,789,18.5002455,动量轮换,
2022-08-03,SELL,AAPL,93,162.92923681640625,调出Top7,11.782819481988382
2022-08-03,BUY,LRCX,295,50.429945566177366,动量轮换,
2022-08-04,SELL,AMZN,108,142.49872232055665,调出Top7,5.197953473927816
2022-08-04,BUY,GE,337,45.002489999999995,动量轮换,
2022-08-05,SELL,GE,337,45.387295,调出Top7,0.8550749080773248
2022-08-05,BUY,AMZN,107,140.8704030532837,动量轮换,
2022-08-08,SELL,AMZN,107,139.34029866027834,调出Top7,-1.086178757099604
2022-08-08,BUY,GE,323,45.93295499999999,动量轮换,
2022-08-10,SELL,NVDA,789,18.0539685,调出Top7,-2.4122760965523327
2022-08-10,BUY,AMZN,104,142.76134744262694,动量轮换,
2022-08-12,SELL,AMAT,142,106.72245283889771,调出Top7,3.6368977304086356
2022-08-12,BUY,LITE,162,94.317135,动量轮换,
2022-08-15,SELL,LITE,162,96.14190500000001,调出Top7,1.9347173766463701
2022-08-15,BUY,FCX,544,28.264125,动量轮换,
2022-08-16,SELL,FCX,544,29.12543,调出Top7,3.0473435848447514
2022-08-16,BUY,DDOG,135,113.59677,动量轮换,
2022-08-18,SELL,LRCX,295,48.3113196220398,调出Top7,-4.201126771706257
2022-08-18,BUY,AAPL,88,171.20306668853758,动量轮换,
2022-08-22,SELL,AMD,151,92.79357633972168,调出Top7,-4.166972609847828
2022-08-22,BUY,COP,154,92.1870705,动量轮换,
2022-08-23,SELL,SNPS,41,358.82050000000004,调出Top7,6.210550285374583
2022-08-23,BUY,OKE,267,53.78688,动量轮换,
2022-08-24,SELL,NFLX,652,22.949519942283633,调出Top7,2.4568984123074773
2022-08-24,BUY,EOG,137,105.85289999999999,动量轮换,
2022-08-26,SELL,AMZN,104,130.684625,调出Top7,-8.459378297392671
2022-08-26,BUY,FCX,482,29.95497,动量轮换,
2022-08-29,SELL,GE,323,46.41678,调出Top7,1.0533287048482083
2022-08-29,SELL,DDOG,135,105.23735500000001,调出Top7,-7.358849199673545
2022-08-29,BUY,CRWD,75,192.146025,动量轮换,
2022-08-29,BUY,CVX,101,142.69131,动量轮换,
2022-08-30,SELL,AAPL,88,156.06484236145022,调出Top7,-8.842262361238937
2022-08-30,BUY,XOM,164,85.6428,动量轮换,
