date,close,regime,momentum_6m,sma_12m,vol_6m
2023-05-31,18234.27,range,-0.019516885041481937,19633.110833333336,0.3905254865562827
2023-06-30,18916.43,bear,-0.043726913298900306,19368.033333333333,0.25421630108935606
2023-07-31,20078.94,range,-0.08073268740102374,19122.753333333334,0.24295087711017502
2023-08-31,18382.06,bear,-0.07095341439426166,19116.289166666666,0.20835950926549177
2023-09-29,17809.66,bear,-0.12698215842953792,18985.261666666665,0.20101009298998732
2023-10-31,17112.48,bear,-0.13984167539182804,19034.164166666666,0.1911114681972948
2023-11-30,17042.88,bear,-0.06533795978670928,19236.285833333335,0.1925984645450215
2023-12-29,17047.39,bear,-0.0988051128040545,19106.756666666668,0.1687422674393935
2024-01-31,15485.07,bear,-0.22879046403844025,18878.921666666673,0.15404292663652702
2024-02-29,16511.44,bear,-0.10176334970074097,18349.149999999998,0.12347160640768155
2024-03-28,16541.42,bear,-0.07121079234527788,18076.275000000005,0.1653018926058241
2024-04-30,17763.03,bull,0.038016114554991404,17754.7175,0.1649696108139243
2024-05-31,18079.61,bull,0.060830681199421664,17577.089166666665,0.18923913925290736
2024-06-28,17718.61,bull,0.03937376923974879,17564.200833333336,0.1886142717653088
2024-07-31,17344.6,range,0.1200853467242963,17464.382499999996,0.192765607131622
2024-08-30,17989.07,bull,0.08949128604167784,17236.520833333336,0.1316385111088242
2024-09-30,21133.68,bull,0.27762187285009404,17203.771666666664,0.1154358010511988
2024-10-31,20317.33,bull,0.14379866498001767,17480.773333333334,0.2326549463460287
2024-11-29,19423.61,bull,0.07433788671326427,17747.844166666666,0.2483461056232558
2024-12-31,20059.95,range,0.1321401622362025,17946.23833333333,0.2642372876675725
2025-01-28,20225.11,range,0.16607532027259217,18197.285,0.2591154721128546
2025-02-28,22941.32,range,0.27529216351929253,18592.28833333333,0.2516747559280966
2025-03-31,23119.58,range,0.09396849010678696,19128.111666666664,0.2871832161163837
2025-04-30,22119.41,bull,0.08869669390613816,19676.29166666667,0.20485651470903574
2025-05-30,23289.77,bull,0.19904435890135766,20039.323333333337,0.20743197684350098
2025-06-30,24072.28,bull,0.20001694919478852,20473.50333333333,0.18824952752492724
2025-07-31,24773.33,bull,0.22487986468305987,21002.975833333334,0.18825834922055704
2025-08-29,25077.62,bull,0.09312018663267847,21622.036666666667,0.18482691877466156
2025-09-30,26855.56,bull,0.16159376597671754,22212.749166666665,0.10426501710054291
2025-10-31,25906.65,bull,0.17121794839916624,22689.5725,0.12484111642488975
2025-11-28,25858.89,bull,0.11031109366902288,23155.349166666667,0.11617360230883711
2025-12-31,25630.54,bull,0.06473254714551352,23691.622499999998,0.11345522414215724
2026-01-30,27387.11,bull,0.1055078182868431,24155.838333333333,0.11508958604607326
2026-02-27,26630.54,bull,0.0619245366984587,24752.67166666666,0.13668802905491326
2026-03-31,24788.14,bear,-0.07698294133505322,25060.10666666667,0.1489618739390722
2026-04-17,26160.33,range,0.009792080411786174,25199.153333333335,0.14599099426677192
