date,close,regime,momentum_6m,sma_12m,vol_6m
2015-05-29,27424.03,range,0.0,,
2015-06-30,26250.03,range,0.0,,
2015-07-31,24647.6,range,0.0,,
2015-08-31,21701.52,range,0.0,,
2015-09-30,20846.3,range,0.0,,
2015-10-30,22640.04,range,0.0,,
2015-11-30,21996.42,range,-0.1979143838451169,,0.21723973009702496
2015-12-31,21914.4,range,-0.16516666838095032,,0.21258021762944165
2016-01-29,19707.16,range,-0.20044304516464073,,0.21538176172110868
2016-02-29,19111.93,range,-0.1193275862704548,,0.23304030382793292
2016-03-31,20776.7,range,-0.003338721979439927,,0.19274909001935042
2016-04-29,21067.05,range,-0.06947823413739558,,0.23174804788179085
2016-05-31,20815.09,bear,-0.053705557540727,22340.265,0.19504453023000867
2016-06-30,20794.37,bear,-0.051109316248676775,21789.519999999997,0.1931382998047575
2016-07-29,21891.37,bull,0.11083332149330492,21334.881666666664,0.19327973816811908
2016-08-31,22976.88,bull,0.20222709061826832,21105.19583333333,0.13842400481150297
2016-09-30,23297.15,bull,0.12131137283591718,21211.475833333334,0.11935180226542122
2016-10-31,22934.54,bull,0.08864506421164813,21415.71333333333,0.08345395324588091
2016-11-30,22789.77,bull,0.09486771375958501,21440.255,0.09527636855242864
2016-12-30,22000.56,bull,0.058005604401576115,21506.3675,0.09235878562213266
2017-01-27,23360.78,bull,0.06712279770521443,21513.547499999997,0.11244564036305504
2017-02-28,23740.73,bull,0.033244287300973785,21818.01583333333,0.11972483004765752
2017-03-31,24111.59,bull,0.034958782512023945,22203.749166666665,0.10537909440396165
2017-04-28,24615.13,bull,0.0732776850985457,22481.656666666666,0.10565714954876859
2017-05-31,25660.65,bull,0.12597231126071043,22777.329999999998,0.10101637013560576
2017-06-30,25764.58,bull,0.17108746322820875,23181.126666666667,0.10268330853137889
2017-07-31,27323.99,bull,0.1696522975688313,23595.310833333333,0.06724672982485032
2017-08-31,27970.3,bull,0.17815669526589956,24048.029166666664,0.06590073884254001
2017-09-29,27554.3,bull,0.1427823714653409,24464.147499999995,0.06424438463568308
2017-10-31,28245.54,bull,0.14748693181795097,24818.91,0.08468174728367314
2017-11-30,29177.35,bull,0.1370464115289362,25261.493333333332,0.08466676837115626
2017-12-29,29919.15,bull,0.16125122163838881,25793.79166666666,0.08122794280251898
2018-01-31,32887.27,bull,0.20360423203199807,26453.674166666668,0.07637305204013155
2018-02-28,30844.72,bull,0.10276686342298802,27247.54833333334,0.11726194512394349
2018-03-29,30093.38,bull,0.09214823094761986,27839.547500000004,0.1698306095268271
2018-04-30,30808.45,bull,0.09073680304926016,28338.03,0.17385432295798667
2018-05-31,30468.56,bull,0.0442538475906826,28854.14,0.17372481513119423
2018-06-29,28955.11,bear,-0.032221503618919685,29254.799166666668,0.17431766030246262
2018-07-31,28583.01,bear,-0.13087921253421153,29520.676666666666,0.1862703493681567
2018-08-31,27888.55,bear,-0.09584039018671597,29625.595,0.09669597563835515
2018-09-28,27788.52,bear,-0.07659026669652928,29618.7825,0.07598845820156927
2018-10-31,24979.69,bear,-0.1891935491723862,29638.30083333334,0.0763725968470643
2018-11-30,26506.75,bear,-0.1300294467477295,29366.146666666667,0.11609261991490726
2018-12-31,25845.7,bear,-0.10738726255918211,29143.596666666668,0.1694564035998478
2019-01-31,27942.47,bear,-0.02240981618101093,28804.1425,0.16422588173389088
2019-02-28,28633.18,bull,0.02670020492280886,28392.075833333336,0.20850940293968284
2019-03-29,29051.36,bull,0.045444665638904126,28207.780833333327,0.20759868311469679
2019-04-30,29699.11,bull,0.18893028696513056,28120.945833333335,0.20720647104300743
2019-05-31,26901.09,range,0.014876965301291185,28028.500833333335,0.11768995057235523
2019-06-28,28542.62,bull,0.10434695133039532,27731.211666666666,0.18605417505751748
2019-07-31,27777.75,range,-0.00589496919921543,27696.837499999998,0.1923646104920612
2019-08-30,25724.73,bear,-0.10157621333012962,27629.732500000002,0.1711060252803631
2019-09-30,26092.27,bear,-0.1018571936047056,27449.414166666666,0.18932786044593725
2019-10-31,26906.72,bear,-0.09402268283460344,27308.059999999998,0.18922513149946965
2019-11-29,26346.49,bear,-0.020616264991492855,27468.645833333332,0.19316454200985464
2019-12-31,28189.75,range,-0.012362915527726571,27455.290833333333,0.151516508658879
2020-01-31,26312.63,bear,-0.05274437274437271,27650.62833333333,0.1592556726085385
2020-02-28,26129.93,range,0.015751380092230344,27514.808333333334,0.17918049268835673
2020-03-31,23603.48,bear,-0.0953841884972063,27306.204166666666,0.1477477193168185
2020-04-29,24643.59,bear,-0.08411021484595674,26852.21416666666,0.19384248942958668
2020-05-29,22961.47,bear,-0.1284808716455209,26430.920833333337,0.20056112050886835
2020-06-30,24427.19,bear,-0.1334726274621095,26102.61916666667,0.213284840888387
2020-07-31,24595.35,bear,-0.06526447565294699,25759.66666666667,0.2081575136355843
2020-08-31,25177.05,bear,-0.03646699397970071,25494.466666666664,0.19787056801855693
2020-09-30,23459.05,range,-0.006119012959106043,25448.826666666664,0.2025531735930047
2020-10-30,24107.42,bear,-0.021756976154854137,25229.391666666666,0.17853904716637953
2020-11-30,26341.49,bull,0.14720398998844586,24996.11666666667,0.17161475996553874
2020-12-31,27231.13,bull,0.11478766079929793,24995.699999999997,0.1738703300592166
2021-01-29,28283.71,bull,0.14996167974840777,24915.815,0.16430512715315876
2021-02-26,28980.21,bull,0.15105661703813592,25080.071666666667,0.16458506036044815
2021-03-31,28378.35,bull,0.2096973236341625,25317.595,0.1645775407466155
2021-04-30,28724.88,bull,0.19153687951676301,25715.500833333328,0.11474135402091097
2021-05-31,29151.8,bull,0.10668758676900955,26055.608333333334,0.11780768937370421
2021-06-30,28827.95,bull,0.05863950559525072,26571.469166666662,0.06726045601587607
2021-07-30,25961.03,bear,-0.08212076845647195,26938.19916666667,0.07007619511693736
2021-08-31,25878.99,bear,-0.1070116469135316,27052.00583333334,0.14397602002728496
2021-09-30,24575.64,bear,-0.13400039114324827,27110.500833333335,0.13343123306191051
2021-10-29,25377.24,bear,-0.11654147902445543,27203.55,0.14001053799133412
2021-11-30,23475.26,bear,-0.19472348191192315,27309.368333333336,0.1521764126795401
2021-12-31,23397.67,bear,-0.18836857979842486,27070.515833333335,0.15582146562359017
2022-01-31,23802.26,bear,-0.08315425081362336,26751.060833333333,0.15845799369624403
2022-02-28,22713.02,bear,-0.12233746371090994,26377.606666666663,0.12977279834046465
2022-03-31,21996.85,bear,-0.1049327708250935,25855.340833333335,0.13445901212638284
2022-04-29,21089.39,bear,-0.1689643948672118,25323.549166666668,0.1282154677666334
2022-05-31,21415.2,bear,-0.08775451262307629,24687.258333333335,0.10341067239432479
2022-06-30,21859.79,bear,-0.06572791222373842,24042.541666666668,0.08961481941084969
2022-07-29,20156.51,bear,-0.15316822856317006,23461.861666666664,0.1005365555611336
2022-08-31,19954.39,bear,-0.12145588741611643,22978.15166666667,0.12042329266345876
2022-09-30,17222.83,bear,-0.21703198412499958,22484.435,0.11792658154292479
2022-10-31,14687.02,bear,-0.3035825123438847,21871.700833333336,0.19222276539760697
2022-11-30,18597.23,bear,-0.1315873771900333,20980.84916666667,0.23857128877920386
2022-12-30,19781.41,bear,-0.09507776607186075,20574.346666666668,0.4831049355746529
2023-01-31,21842.33,range,0.08363650254930062,20272.991666666665,0.49239974136676384
2023-02-28,19785.94,range,-0.00844175141409989,20109.664166666666,0.49607297101205555
2023-03-31,20400.11,range,0.18448071542249436,19865.740833333333,0.5187521905605637
2023-04-28,19894.57,range,0.3545681833346723,19732.679166666665,0.46680101152202547
