date,close,regime,momentum_6m,sma_12m,vol_6m
2015-05-29,2107.39,range,0.0,,
2015-06-30,2068.76,range,0.0,,
2015-07-31,2103.92,range,0.0,,
2015-08-31,1972.18,range,0.0,,
2015-09-30,1920.03,range,0.0,,
2015-10-30,2079.36,range,0.0,,
2015-11-30,2080.41,range,-0.012802566207488894,,0.1557045180135563
2015-12-31,2043.94,range,-0.011997525087492102,,0.15571389418474416
2016-01-29,1940.24,range,-0.07779763489106052,,0.15554058411613075
2016-02-29,1932.23,range,-0.02025677169426728,,0.164190297996223
2016-03-31,2059.74,range,0.07276448805487404,,0.1445325686764786
2016-04-29,2065.3,range,-0.006761695906432722,,0.16216869645037332
2016-05-31,2096.96,range,0.007955162684278668,2031.1250000000002,0.12049140505667061
2016-06-30,2098.86,bull,0.026869673278080604,2030.255833333333,0.12225387611921483
2016-07-29,2173.6,bull,0.12027378056322924,2032.7641666666668,0.1186458741699605
2016-08-31,2170.95,bull,0.12354636870351862,2038.5708333333332,0.08514197733284934
2016-09-30,2168.27,bull,0.052691116354491446,2055.1349999999998,0.08360295722353246
2016-10-31,2126.15,bull,0.02946303200503554,2075.8216666666667,0.046085198352071755
2016-11-30,2198.81,bull,0.04857031130779791,2079.7208333333333,0.05889952162442052
2016-12-30,2238.83,bull,0.0666885833261865,2089.5875000000005,0.06957084238089666
2017-01-31,2278.87,bull,0.04843117408906882,2105.8283333333334,0.06955941439631233
2017-02-28,2363.64,bull,0.08875837766876256,2134.0475,0.06015425051193113
2017-03-31,2362.72,bull,0.08967979080096106,2169.9983333333334,0.06820497621142786
2017-04-28,2384.2,bull,0.12136961173952907,2195.246666666667,0.06782348482168325
2017-05-31,2411.8,bull,0.09686603208098937,2221.8216666666667,0.04553400466524297
2017-06-30,2423.41,bull,0.08244484842529354,2248.0583333333334,0.03981651349835017
2017-07-31,2470.3,bull,0.0840021589647502,2275.1041666666665,0.041766374715736014
2017-08-31,2471.65,bull,0.04569646815927985,2299.8291666666664,0.042124723139648955
2017-09-29,2519.36,bull,0.06629647186293777,2324.8875,0.023551962844195057
2017-10-31,2575.26,bull,0.0801358946397116,2354.145,0.024077762150979665
2017-11-30,2647.58,bull,0.09776100837548707,2391.570833333333,0.027877515963958644
2017-12-29,2673.61,bull,0.10324295104831634,2428.9683333333337,0.03375961791924885
2018-01-31,2823.81,bull,0.1431040764279641,2465.2000000000003,0.031030640866481225
2018-02-28,2713.83,bull,0.0979831286792223,2510.611666666667,0.060298789304084305
2018-03-29,2640.87,bull,0.04823050298488495,2539.794166666667,0.09865817431741085
2018-04-30,2648.05,bull,0.028265107212475618,2562.973333333333,0.11268669387003462
2018-05-31,2705.27,bull,0.02178970984823879,2584.960833333333,0.11071089499010463
2018-06-29,2718.37,range,0.016741409554871415,2609.416666666667,0.10831999512733814
2018-07-31,2816.29,range,-0.0026630686908821707,2633.9966666666664,0.10798152305526432
2018-08-31,2901.52,bull,0.06916055906228469,2662.829166666667,0.0898323257461574
2018-09-28,2913.98,bull,0.10341667707990175,2698.651666666667,0.07280547413951291
2018-10-31,2711.74,range,0.024051660655954227,2731.536666666667,0.04628867145050697
2018-11-30,2760.17,bull,0.02029372299252943,2742.91,0.12175261970171809
2018-12-31,2506.85,bear,-0.07781133546941733,2752.2924999999996,0.12079791370140223
2019-01-31,2704.1,bear,-0.03983609642472901,2738.3958333333326,0.1726774792228552
2019-02-28,2784.49,range,-0.040334031817805906,2728.4199999999996,0.20265014783590776
2019-03-29,2834.4,range,-0.027309727589070593,2734.3083333333325,0.20246522447609366
2019-04-30,2945.83,bull,0.0863246476432107,2750.435833333333,0.2044849439655104
2019-05-31,2752.06,range,-0.0029382248194858023,2775.2508333333335,0.18045128365443544
2019-06-28,2941.76,bull,0.17348864112332224,2779.15,0.20823383389373806
2019-07-31,2980.38,bull,0.10217077770792508,2797.7658333333334,0.16291621248639307
2019-08-30,2926.46,bull,0.05098599743579624,2811.44,0.14299927870428836
2019-09-30,2976.74,bull,0.05021874117979103,2813.5183333333334,0.1478684745051469
2019-10-31,3037.56,bull,0.031138931981818375,2818.7483333333334,0.14778425382864527
2019-11-29,3140.98,bull,0.14131959332282001,2845.8999999999996,0.14196306692324392
2019-12-31,3230.78,bull,0.09824730773414553,2877.6341666666667,0.09007898514134277
2020-01-31,3225.52,bull,0.08225125655117799,2937.9616666666666,0.05789021280384668
2020-02-28,2954.22,range,0.009485863466440602,2981.4133333333334,0.0622629735150621
2020-03-31,2584.59,bear,-0.1317380758816691,2995.5574999999994,0.13950880965646764
2020-04-30,2912.43,bear,-0.041194248014854065,2974.7399999999993,0.21168098233097746
