Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-05-19 00:00:00-04:00,21.544761734036086,21.544761734036086,21.30117668934936,21.444595336914062,121768400,0.0,0.0
2016-05-20 00:00:00-04:00,21.544766352868685,21.724609814970933,21.517447765025423,21.676803588867188,128104000,0.0,0.0
2016-05-23 00:00:00-04:00,21.824773900390678,22.125271387224746,21.779242925519394,21.95225715637207,152074400,0.0,0.0
2016-05-24 00:00:00-04:00,22.132097745705188,22.330151816165124,22.045589773017973,22.28689956665039,140560800,0.0,0.0
2016-05-25 00:00:00-04:00,22.462189064821,22.705774104756745,22.33470582502775,22.678457260131836,152675200,0.0,0.0
2016-05-26 00:00:00-04:00,22.692118054966603,22.93115089139935,22.45536220143362,22.85830307006836,225324800,0.0,0.0
2016-05-27 00:00:00-04:00,22.637478575183707,22.871957403887855,22.59422459196804,22.84463882446289,145364800,0.0,0.0
2016-05-31 00:00:00-04:00,22.67389816167062,22.856018523141262,22.49633176449241,22.73308753967285,169228800,0.0,0.0
2016-06-01 00:00:00-04:00,22.54187001123874,22.66024881463697,22.384792916832613,22.414386749267578,116693200,0.0,0.0
2016-06-02 00:00:00-04:00,22.218609222824103,22.2732446616845,21.997788747358832,22.245927810668945,160766400,0.0,0.0
2016-06-03 00:00:00-04:00,22.261858579794595,22.371129434742336,22.184456798780094,22.291452407836914,114019600,0.0,0.0
2016-06-06 00:00:00-04:00,22.307389304787257,23.19522331053951,22.207224637192535,22.45308494567871,93170000,0.0,0.0
2016-06-07 00:00:00-04:00,22.59422878727063,22.735372201930687,22.52821017735685,22.544145584106445,89638000,0.0,0.0
2016-06-08 00:00:00-04:00,22.541859861473696,22.664790838807125,22.46445984064991,22.523649215698242,83392400,0.0,0.0
2016-06-09 00:00:00-04:00,22.42349380709844,22.762691348934236,22.414387611346097,22.685291290283203,106405600,0.0,0.0
2016-06-10 00:00:00-04:00,22.430319675347505,22.61699231836452,22.418938234975986,22.498615264892578,126851600,0.0,0.0
2016-06-13 00:00:00-04:00,22.466744617100094,22.564634036521227,22.10478076879256,22.15941619873047,152082000,0.0,0.0
2016-06-14 00:00:00-04:00,22.15486624507442,22.418940701079542,22.025106000128226,22.186737060546875,127727600,0.0,0.0
2016-06-15 00:00:00-04:00,22.268685783411325,22.402999962509963,22.088842374994137,22.11388397216797,117780800,0.0,0.0
2016-06-16 00:00:00-04:00,21.95680788955315,22.252753127152243,21.870301648434932,22.207223892211914,125307200,0.0,0.0
2016-06-17 00:00:00-04:00,21.99550380914788,22.002333018892624,21.695006422579475,21.70183563232422,244032800,0.0,0.0
2016-06-20 00:00:00-04:00,21.85436392148318,21.984124137793835,21.63354350813392,21.649478912353516,137647600,0.0,0.0
2016-06-21 00:00:00-04:00,21.613057137237522,21.934042222919945,21.553867745183094,21.833877563476562,142185600,0.0,0.0
2016-06-22 00:00:00-04:00,21.911278573299274,22.056974208762426,21.70639354317016,21.751924514770508,116876400,0.0,0.0
