date,open,last,high,low,volume,close
2026-01-23,120.88,116.07,121.85,114.58,6814502,
2026-01-26,116.35,114.73,116.44,114.06,3716649,
2026-01-27,116.16,114.88,117.39,114.24,4500562,
2026-01-28,115.0,109.96,115.78,109.06,7947394,
2026-01-29,110.06,108.43,110.4,104.11,6154661,
2026-01-30,107.09,,108.0,105.03,0,105.36
2026-02-02,104.58,,108.12,104.01,0,106.93
2026-02-03,108.0,,109.36,101.57,0,104.55
2026-02-04,105.0,,108.19,103.0,0,104.9
2026-02-05,104.48,,115.1,100.02,0,110.88
2026-02-06,112.72,,124.31,112.53,0,123.7
2026-02-09,120.25,,125.25,118.25,0,124.61
2026-02-10,124.37,,130.9,124.25,0,125.95
2026-02-11,127.51,,129.54,125.16,0,125.28
2026-02-12,125.28,,128.24,120.82,0,122.19
2026-02-13,120.12,,127.42,119.7,0,125.28
2026-02-17,124.5,,127.0,120.58,0,126.89
2026-02-18,128.6,,130.4,126.0,0,127.24
2026-02-19,125.86,,126.99,122.65,0,126.93
2026-02-20,125.22,,130.0,124.96,0,125.58
2026-02-23,123.71,,126.71,121.91,0,123.78
2026-02-24,124.6,,131.39,124.0,0,128.14
2026-02-25,128.35,,133.28,128.35,0,131.74
2026-02-26,131.94,,134.25,126.66,0,129.26
2026-02-27,126.15,,128.89,126.01,0,127.45
2026-03-02,123.32,,125.84,121.64,0,124.37
2026-03-03,119.28,,122.15,116.39,0,121.72
2026-03-04,122.7,,127.4,121.74,0,124.11
2026-03-05,122.85,,124.35,118.77,0,120.62
2026-03-06,118.13,,119.27,113.51,0,114.38
2026-03-09,112.55,,118.14,111.26,0,117.63
2026-03-10,117.0,,123.61,116.99,0,120.55
2026-03-11,120.83,,123.2,119.33,0,120.1
2026-03-12,118.23,,119.25,114.46,0,115.12
2026-03-13,115.8,,118.06,115.05,0,115.75
2026-03-16,119.5,,123.44,118.38,0,121.7
2026-03-17,125.17,,128.8,124.8,0,127.31
2026-03-18,127.81,,130.88,127.21,0,128.36
2026-03-19,125.0,,130.73,124.5,0,129.82
2026-03-20,136.9,,139.95,131.42,0,132.35
2026-03-23,133.43,,138.85,133.12,0,136.89
2026-03-24,136.0,,140.58,133.01,0,134.96
2026-03-25,148.26,,166.69,148.25,0,157.07
2026-03-26,157.35,,163.53,154.35,0,154.8
2026-03-27,151.53,,152.75,142.21,0,144.13
2026-03-30,144.1,,145.75,136.0,0,136.96
2026-03-31,139.9,,151.59,139.9,0,151.28
2026-04-01,154.39,,158.37,152.3,0,155.07
2026-04-02,149.77,,152.07,145.82,0,149.11
2026-04-06,152.18,,153.68,146.1,0,148.77
2026-04-07,143.82,,145.5,137.58,0,143.86
2026-04-08,152.16,,153.42,145.0,0,148.91
2026-04-09,148.23,,150.4,145.27,0,149.8
2026-04-10,152.41,,159.29,147.96,0,148.93
2026-04-13,147.78,,157.77,147.5,0,157.58
2026-04-14,161.03,,163.5,157.6,0,161.22
2026-04-15,161.22,,161.74,156.21,0,159.34
2026-04-16,159.99,,166.09,156.85,0,162.33
2026-04-17,167.34,,168.35,162.73,0,166.73
2026-04-20,167.42,,175.32,164.1,0,175.1
2026-04-21,175.37,,179.4,173.3,0,175.49
2026-04-22,180.0,,196.66,178.48,0,196.57
2026-04-23,194.42,,210.8,192.18,0,204.61
2026-04-24,221.96,,237.68,218.38,0,234.81
2026-04-27,224.49,,227.3,210.0,0,215.88
2026-04-28,197.32,,204.67,195.0,0,198.65
2026-04-29,202.6,,203.5,193.91,0,201.69
2026-04-30,204.0,,215.2,200.04,0,210.32
2026-05-01,208.15,,216.35,207.16,0,211.18
2026-05-04,212.5,,215.45,198.35,0,203.26
2026-05-05,210.1,,214.39,204.32,0,208.84
2026-05-06,232.0,,239.5,220.1,0,237.3
2026-05-07,222.4,,232.23,210.23,0,213.31
2026-05-08,216.96,,222.0,211.0,0,213.27
2026-05-11,206.54,,215.5,206.08,0,212.65
2026-05-12,204.77,,216.5,200.89,0,207.92
2026-05-13,212.0,,222.47,207.87,0,221.21
2026-05-14,217.84,,228.68,213.23,0,228.5
2026-05-15,214.79,,216.7,208.5,0,209.16
2026-05-18,209.81,,215.5,203.0,0,215.12
2026-05-19,209.75,,226.95,206.38,0,223.15
2026-05-20,226.54,,259.44,226.09,0,256.73
2026-05-21,266.9,,298.7,266.0,0,298.23
2026-05-22,290.08,,315.0,288.21,0,306.51
2026-05-26,315.71,,325.0,300.0,0,321.22
2026-05-27,320.54,,323.77,300.88,0,302.71
2026-05-28,309.98,,349.42,308.62,0,335.27
2026-05-29,339.25,,356.45,337.0,0,353.29
2026-06-01,389.95,,421.69,381.25,0,408.85
2026-06-02,401.13,,427.99,387.9,0,402.71
2026-06-03,407.54,,417.5,373.89,0,411.83
2026-06-04,380.41,,397.45,367.52,0,393.44
2026-06-05,369.75,,373.74,337.55,0,342.93
2026-06-08,354.0,,364.35,339.01,0,346.39
2026-06-09,362.26,,362.58,298.38,0,324.86
2026-06-10,314.47,,332.1,304.11,0,307.43
2026-06-11,314.42,,344.68,310.18,0,342.23
2026-06-12,353.12,,385.8,350.04,0,380.81
2026-06-15,390.5,,416.17,369.25,0,412.55
2026-06-16,401.0,,428.6,395.88,0,396.34
2026-06-17,411.98,,444.8,400.14,0,418.88
2026-06-18,440.25,,452.7,423.62,0,439.46
2026-06-22,440.03,,444.95,401.95,0,407.72
2026-06-23,370.0,,389.8,362.9,0,366.39
2026-06-24,373.33,,374.56,344.12,0,359.08
2026-06-25,379.77,,379.97,339.52,0,347.71
2026-06-26,335.07,,339.9,326.8,0,334.27
2026-06-29,336.25,,346.15,303.67,0,343.58
2026-06-30,349.77,,361.95,342.07,0,354.57
2026-07-01,341.25,,346.67,332.0,0,337.47
2026-07-02,337.24,,358.49,309.74,0,315.28
2026-07-06,324.27,,338.24,321.5,0,322.24
2026-07-07,305.93,,314.9,293.99,0,300.43
2026-07-08,297.54,,311.37,290.45,0,300.24
2026-07-09,318.32,,339.44,311.15,0,327.87
2026-07-10,322.7,,328.28,317.88,0,323.39
2026-07-13,311.43,,311.43,293.5,0,298.99
2026-07-14,310.04,,310.5,276.26,0,281.17
2026-07-15,281.09,,288.5,265.2,0,277.01
2026-07-16,268.54,,268.66,252.61,0,262.01
2026-07-17,249.87,,272.88,243.12,0,267.19
2026-07-20,272.0,,277.4,268.06,0,269.61
2026-07-21,285.47,,294.0,274.5,0,289.73
2026-07-22,280.48,,288.44,279.5,0,283.4
2026-07-23,275.47,,284.0,274.77,0,283.04
2026-07-24,282.77,,288.99,258.43,0,260.01
2026-07-27,263.48,,268.2,251.61,0,266.33
2026-07-28,252.99,,253.61,240.38,0,244.74
2026-07-29,241.5,,243.25,222.56,0,224.89
2026-07-30,258.0,,268.48,232.67,0,241.54
2026-07-31,258.95,,261.91,239.26,0,239.69
2026-08-03,230.01,,241.9,219.39,0,239.06
2026-08-04,253.4,,283.27,251.1,0,280.56
2026-08-05,274.56,,281.59,268.62,0,274.58
2026-08-06,267.03,,295.57,266.88,0,286.68
2026-08-07,298.97,,299.29,275.0,0,282.57
2026-08-10,281.26,,282.8,267.31,0,267.85
2026-08-11,273.1,,273.39,265.37,0,268.93
2026-08-12,279.96,,280.16,266.59,0,271.87
2026-08-13,266.99,,290.21,266.24,0,278.65
2026-08-14,278.23,,281.67,274.46,0,279.44
2026-08-17,285.0,,287.15,271.28,0,271.43
2026-08-18,257.0,,258.5,247.6,0,253.32
2026-08-19,257.0,,268.0,241.5,0,249.34
2026-08-20,246.4,,251.23,242.28,0,250.72
2026-08-21,253.46,,255.93,242.5,0,243.32
2026-08-24,236.34,,240.25,233.29,0,238.78
2026-08-25,244.81,,247.99,240.34,0,241.56
2026-08-26,240.29,,253.0,238.5,0,251.06
2026-08-27,255.46,,267.69,249.47,0,255.21
2026-08-28,251.1,,251.69,238.66,0,239.05
2026-08-31,238.81,,243.7,238.09,0,241.91
2026-09-01,233.92,,235.98,229.33,0,234.82
2026-09-02,233.38,,236.44,232.61,0,233.36
