date,open,last,high,low,volume,close
2026-01-15,223.721,221.922,230.296,220.823,7536185,
2026-01-16,228.607,221.333,229.806,216.657,8972805,
2026-01-20,220.623,222.792,230.086,219.824,7125440,
2026-01-21,227.828,241.707,244.704,225.919,9447057,
2026-01-22,246.513,243.095,247.742,228.167,8926901,
2026-01-23,240.557,236.201,243.055,232.014,6115703,
2026-01-26,235.911,240.657,250.24,234.133,7128274,
2026-01-27,243.895,252.458,256.295,243.505,7483024,
2026-01-28,263.239,279.476,283.773,260.591,16090469,
2026-01-29,284.772,278.187,285.192,268.135,15770454,
2026-01-30,278.017,,283.473,237.39,0,250.03
2026-02-02,243.565,,275.479,241.177,0,270.014
2026-02-03,279.286,,296.263,271.483,0,290.008
2026-02-04,285.142,,294.754,254.127,0,269.195
2026-02-05,255.865,,269.664,254.706,0,259.982
2026-02-06,270.274,,283.703,261.79,0,282.354
2026-02-09,279.566,,295.194,271.313,0,285.761
2026-02-10,279.806,,283.593,260.541,0,262.35
2026-02-11,274.86,,279.566,266.127,0,273.521
2026-02-12,284.772,,307.254,282.774,0,283.873
2026-02-13,272.872,,289.428,266.247,0,281.355
2026-02-17,277.138,,288.109,271.782,0,283.883
2026-02-18,288.769,,309.652,284.562,0,296.323
2026-02-19,294.794,,299.28,281.455,0,284.442
2026-02-20,277.818,,297.262,277.818,0,285.292
2026-02-23,283.393,,294.584,277.958,0,280.196
2026-02-24,281.714,,283.773,267.636,0,270.354
2026-02-25,280.276,,297.322,279.916,0,290.717
2026-02-26,285.921,,289.768,270.344,0,282.024
2026-02-27,275.579,,287.6,273.881,0,279.476
2026-03-02,270.284,,283.693,261.291,0,269.864
2026-03-03,254.366,,256.834,244.045,0,250.41
2026-03-04,256.794,,272.542,253.897,0,261.091
2026-03-05,256.973,,269.529,251.595,0,258.952
2026-03-06,249.905,,259.082,244.127,0,245.176
2026-03-09,239.118,,262.081,237.929,0,261.981
2026-03-10,268.37,,280.666,265.57,0,266.14
2026-03-11,269.719,,272.918,263.681,0,268.729
2026-03-12,265.58,,268.719,257.223,0,261.102
2026-03-13,265.9,,278.357,265.26,0,272.208
2026-03-16,282.705,,289.783,278.686,0,286.124
2026-03-17,288.234,,314.826,284.635,0,313.716
2026-03-18,309.457,,319.524,300.51,0,304.809
2026-03-19,291.982,,319.104,288.943,0,316.835
2026-03-20,309.427,,312.896,291.093,0,293.012
2026-03-23,298.52,,316.835,283.075,0,294.702
2026-03-24,294.432,,301.26,280.116,0,300.96
2026-03-25,291.912,,300.63,280.666,0,296.051
2026-03-26,286.704,,291.723,272.748,0,273.268
2026-03-27,274.818,,282.415,269.919,0,275.257
2026-03-30,282.345,,286.784,248.985,0,251.595
2026-03-31,258.922,,271.009,254.424,0,270.409
2026-04-01,280.416,,304.859,280.416,0,297.641
2026-04-02,278.087,,298.061,277.917,0,294.882
2026-04-06,303.089,,311.497,299.05,0,304.059
2026-04-07,297.741,,312.106,295.641,0,311.866
2026-04-08,334.9,,347.896,331.561,0,338.678
2026-04-09,343.777,,344.997,329.401,0,337.779
2026-04-10,343.847,,349.645,329.901,0,343.327
2026-04-13,341.448,,351.764,339.398,0,350.055
2026-04-14,358.642,,366.19,341.398,0,366.11
2026-04-15,361.891,,365.38,351.505,0,364.891
2026-04-16,362.401,,368.29,353.004,0,361.582
2026-04-17,370.239,,378.866,366.07,0,372.408
2026-04-20,375.877,,380.536,366.29,0,373.998
2026-04-21,376.887,,389.593,369.389,0,383.695
2026-04-22,398.45,,401.879,381.646,0,388.983
2026-04-23,386.884,,416.245,385.694,0,402.999
2026-04-24,409.987,,414.376,399.93,0,403.879
2026-04-27,411.607,,413.876,396.161,0,400.61
2026-04-28,384.065,,396.211,373.908,0,390.873
2026-04-29,424.223,,441.857,409.927,0,412.636
2026-04-30,427.002,,438.728,421.873,0,434.39
2026-05-01,406.098,,446.486,403.879,0,431.391
2026-05-04,430.601,,453.694,428.381,0,442.227
2026-05-05,455.663,,479.966,455.053,0,465.12
2026-05-06,471.858,,483.725,448.855,0,483.005
2026-05-07,471.878,,475.427,450.145,0,463.771
2026-05-08,474.918,,483.515,469.179,0,479.856
2026-05-11,488.883,,524.993,487.854,0,515.675
2026-05-12,497.701,,508.447,466.66,0,488.593
2026-05-13,503.169,,503.509,475.227,0,493.942
2026-05-14,484.615,,507.818,480.196,0,489.003
2026-05-15,470.609,,486.264,464.861,0,481.875
2026-05-18,485.194,,486.854,441.538,0,458.542
2026-05-19,441.568,,464.091,433.87,0,455.663
2026-05-20,469.239,,469.509,456.043,0,459.482
2026-05-21,458.792,,487.144,458.732,0,486.314
2026-05-22,488.284,,489.843,478.406,0,484.135
2026-05-26,504.679,,535.959,500.35,0,524.493
2026-05-27,538.808,,546.516,521.544,0,530.441
2026-05-28,540.348,,553.334,527.272,0,531.021
2026-05-29,542.137,,544.097,518.524,0,531.051
2026-06-01,535.839,,563.971,534.11,0,546.036
2026-06-02,558.832,,571.009,540.838,0,562.931
2026-06-03,571.079,,602.359,571.079,0,593.932
2026-06-04,565.84,,593.822,564.391,0,575.327
2026-06-05,545.25,,554.16,511.33,0,511.72
2026-06-08,540.21,,540.21,519.05,0,526.93
2026-06-09,535.5,,545.41,480.87,0,517.72
2026-06-10,502.7,,515.22,484.5,0,490.09
2026-06-11,497.77,,529.72,489.0,0,529.29
2026-06-12,541.99,,572.29,531.96,0,562.93
2026-06-15,618.78,,658.8,612.0,0,653.53
2026-06-16,686.78,,729.92,667.35,0,681.08
2026-06-17,695.48,,741.85,694.12,0,712.13
2026-06-18,764.15,,799.87,739.11,0,746.23
2026-06-22,772.75,,779.8,726.6,0,732.62
2026-06-23,665.21,,682.53,653.0,0,670.75
2026-06-24,658.46,,665.0,612.41,0,643.83
2026-06-25,729.0,,729.0,658.5,0,675.39
2026-06-26,643.15,,647.42,579.51,0,586.45
2026-06-29,600.56,,652.98,590.0,0,651.88
2026-06-30,632.44,,663.98,630.3,0,638.72
2026-07-01,604.56,,617.39,585.8,0,598.37
2026-07-02,595.5,,609.47,525.84,0,539.0
2026-07-06,567.0,,601.0,563.61,0,577.46
2026-07-07,532.4,,550.0,510.37,0,532.1
2026-07-08,526.0,,562.76,526.0,0,550.3
2026-07-09,594.14,,601.5,574.0,0,578.05
2026-07-10,564.0,,585.2,562.76,0,582.59
2026-07-13,551.67,,559.99,532.16,0,555.55
2026-07-14,587.65,,589.65,559.11,0,563.32
2026-07-15,562.64,,569.35,496.5,0,513.84
2026-07-16,486.68,,498.72,453.94,0,466.81
2026-07-17,451.13,,492.93,430.52,0,477.22
2026-07-20,491.36,,505.99,485.28,0,487.42
2026-07-21,528.81,,553.63,517.01,0,548.39
2026-07-22,525.74,,564.43,525.02,0,556.67
2026-07-23,555.72,,576.37,554.0,0,558.3
2026-07-24,538.5,,552.0,509.56,0,519.8
2026-07-27,523.0,,531.29,471.32,0,497.92
2026-07-28,466.09,,467.26,422.11,0,463.51
2026-07-29,480.4,,499.19,456.72,0,462.04
2026-07-30,511.65,,547.07,507.0,0,533.04
2026-07-31,569.11,,580.0,530.55,0,544.84
2026-08-03,524.36,,539.43,501.27,0,527.22
2026-08-04,555.01,,559.84,537.29,0,548.56
2026-08-05,544.94,,564.66,518.28,0,519.17
2026-08-06,428.89,,477.63,407.48,0,451.52
2026-08-07,457.45,,457.56,422.5,0,434.3
2026-08-10,434.63,,452.7,424.38,0,438.34
2026-08-11,442.22,,448.88,431.48,0,437.93
2026-08-12,457.07,,467.8,450.88,0,454.1
2026-08-13,453.13,,502.64,451.55,0,487.29
2026-08-14,503.5,,516.35,487.1,0,508.8
2026-08-17,525.53,,548.6,519.07,0,536.01
2026-08-18,496.07,,520.0,490.23,0,496.16
2026-08-19,494.28,,500.0,460.28,0,462.09
2026-08-20,463.39,,477.28,453.7,0,469.05
2026-08-21,477.27,,478.8,454.33,0,459.44
2026-08-24,446.35,,446.99,419.54,0,435.38
2026-08-25,446.72,,452.0,430.34,0,450.75
2026-08-26,449.88,,470.0,448.01,0,468.88
2026-08-27,477.79,,479.85,443.02,0,462.0
2026-08-28,462.25,,475.01,455.07,0,459.45
2026-08-31,456.9,,459.45,444.52,0,450.55
2026-09-01,443.07,,457.68,439.28,0,450.44
2026-09-02,444.93,,456.98,437.4,0,448.9
2026-09-03,442.91,,449.47,420.88,0,441.57
