date,unit_nav,daily_return_pct
2014-07-18,1.0,0.0
2014-07-25,0.986,0.0
2014-08-01,0.986,0.0
2014-08-08,0.986,0.0
2014-08-15,0.9889,0.0
2014-08-18,1.0059,1.7191
2014-08-19,1.0134,0.7456
2014-08-20,1.0058,-0.75
2014-08-21,1.0127,0.686
2014-08-22,1.0212,0.8393
2014-08-25,1.0093,-1.1653
2014-08-26,0.9911,-1.8032
2014-08-27,0.9998,0.8778
2014-08-28,0.9908,-0.9002
2014-08-29,1.0034,1.2717
2014-09-01,1.0228,1.9334
2014-09-02,1.0364,1.3297
2014-09-03,1.0435,0.6851
2014-09-04,1.053,0.9104
2014-09-05,1.0524,-0.057
2014-09-09,1.0568,0.4181
2014-09-10,1.0586,0.1703
2014-09-11,1.0581,-0.0472
2014-09-12,1.0666,0.8033
2014-09-15,1.0745,0.7407
2014-09-16,1.0378,-3.4155
2014-09-17,1.0436,0.5589
2014-09-18,1.0471,0.3354
2014-09-19,1.0552,0.7736
2014-09-22,1.0442,-1.0425
2014-09-23,1.058,1.3216
2014-09-24,1.0701,1.1437
2014-09-25,1.0694,-0.0654
2014-09-26,1.0724,0.2805
2014-09-29,1.0818,0.8765
2014-09-30,1.0934,1.0723
2014-10-08,1.1047,1.0335
2014-10-09,1.1042,-0.0453
2014-10-10,1.0979,-0.5705
2014-10-13,1.0883,-0.8744
2014-10-14,1.0868,-0.1378
2014-10-15,1.0924,0.5153
2014-10-16,1.0739,-1.6935
2014-10-17,1.0648,-0.8474
2014-10-20,1.0817,1.5872
2014-10-21,1.0741,-0.7026
2014-10-22,1.0658,-0.7727
2014-10-23,1.0522,-1.276
2014-10-24,1.0537,0.1426
2014-10-27,1.0559,0.2088
2014-10-28,1.0767,1.9699
2014-10-29,1.0858,0.8452
2014-10-30,1.0851,-0.0645
2014-10-31,1.0799,-0.4792
2014-11-03,1.0899,0.926
2014-11-04,1.0838,-0.5597
2014-11-05,1.0793,-0.4152
2014-11-06,1.089,0.8987
2014-11-07,1.0808,-0.753
2014-11-10,1.0845,0.3423
2014-11-11,1.0552,-2.7017
2014-11-12,1.0663,1.0519
2014-11-13,1.0498,-1.5474
2014-11-14,1.0528,0.2858
2014-11-17,1.0629,0.9593
2014-11-18,1.0675,0.4328
2014-11-19,1.0857,1.7049
2014-11-20,1.0802,-0.5066
2014-11-21,1.0913,1.0276
2014-11-24,1.1035,1.1179
2014-11-25,1.1226,1.7309
2014-11-26,1.1233,0.0624
2014-11-27,1.1239,0.0534
2014-11-28,1.1295,0.4983
2014-12-01,1.1231,-0.5666
2014-12-02,1.1338,0.9527
2014-12-03,1.1523,1.6317
2014-12-04,1.1744,1.9179
2014-12-05,1.1553,-1.6264
2014-12-08,1.1647,0.8136
2014-12-09,1.1176,-4.044
2014-12-10,1.1581,3.6238
2014-12-11,1.1652,0.6131
2014-12-12,1.1812,1.3732
2014-12-15,1.2019,1.7525
2014-12-16,1.1969,-0.416
2014-12-17,1.1868,-0.8438
2014-12-18,1.1886,0.1517
2014-12-19,1.1723,-1.3714
2014-12-22,1.1207,-4.4016
2014-12-23,1.1052,-1.3831
2014-12-24,1.1175,1.1129
2014-12-25,1.1332,1.4049
2014-12-26,1.1397,0.5736
2014-12-29,1.1182,-1.8865
2014-12-30,1.092,-2.3431
2014-12-31,1.0999,0.7234
2015-01-05,1.115,1.3729
2015-01-06,1.1465,2.8251
2015-01-07,1.1424,-0.3576
2015-01-08,1.1423,-0.0088
2015-01-09,1.1419,-0.035
2015-01-12,1.1516,0.8495
2015-01-13,1.1791,2.388
2015-01-14,1.1677,-0.9668
2015-01-15,1.1733,0.4796
2015-01-16,1.2098,3.1109
2015-01-19,1.1826,-2.2483
2015-01-20,1.2334,4.2956
2015-01-21,1.2502,1.3621
2015-01-22,1.2597,0.7599
2015-01-23,1.2332,-2.1037
2015-01-26,1.2633,2.4408
2015-01-27,1.2686,0.4195
2015-01-28,1.2585,-0.7962
2015-01-29,1.2552,-0.2622
2015-01-30,1.2419,-1.0596
2015-02-02,1.2496,0.62
2015-02-03,1.2796,2.4008
2015-02-04,1.2822,0.2032
2015-02-05,1.2972,1.1699
2015-02-06,1.271,-2.0197
2015-02-09,1.2623,-0.6845
2015-02-10,1.2908,2.2578
2015-02-11,1.3247,2.6263
2015-02-12,1.3371,0.9361
2015-02-13,1.3516,1.0844
2015-02-16,1.4213,5.1569
2015-02-17,1.4239,0.1829
2015-02-25,1.3961,-1.9524
2015-02-26,1.4025,0.4584
2015-02-27,1.4319,2.0963
2015-03-02,1.4616,2.0742
2015-03-03,1.4363,-1.731
2015-03-04,1.4639,1.9216
2015-03-05,1.4634,-0.0342
2015-03-06,1.4245,-2.6582
2015-03-09,1.4484,1.6778
2015-03-10,1.4747,1.8158
2015-03-11,1.4679,-0.4611
2015-03-12,1.4624,-0.3747
2015-03-13,1.4913,1.9762
2015-03-16,1.5511,4.0099
2015-03-17,1.5593,0.5287
2015-03-18,1.5993,2.5653
2015-03-19,1.6085,0.5753
2015-03-20,1.6382,1.8464
2015-03-23,1.6986,3.687
2015-03-24,1.7297,1.8309
2015-03-25,1.734,0.2486
2015-03-26,1.6686,-3.7716
2015-03-27,1.6863,1.0608
2015-03-30,1.6784,-0.4685
2015-03-31,1.6968,1.0963
2015-04-01,1.742,2.6638
2015-04-02,1.7703,1.6246
2015-04-03,1.7852,0.8417
2015-04-07,1.8179,1.8317
2015-04-08,1.7793,-2.1233
2015-04-09,1.763,-0.9161
2015-04-10,1.7996,2.076
2015-04-13,1.8293,1.6504
2015-04-14,1.8153,-0.7653
2015-04-15,1.749,-3.6523
2015-04-16,1.7767,1.5838
2015-04-17,1.7928,0.9062
2015-04-20,1.7784,-0.8032
2015-04-21,1.8584,4.4984
2015-04-22,1.9046,2.486
2015-04-23,1.9365,1.6749
2015-04-24,1.9671,1.5802
2015-04-27,1.9747,0.3864
2015-04-28,1.9103,-3.2613
