date,unit_nav,daily_return_pct
2025-09-04,1.0,0.0
2025-09-05,1.0001,0.01
2025-09-12,1.0033,0.0
2025-09-16,1.0024,0.0
2025-09-17,1.0055,0.31
2025-09-18,0.9968,-0.87
2025-09-19,0.9944,-0.24
2025-09-22,1.0034,0.91
2025-09-23,0.9922,-1.12
2025-09-24,1.0052,1.31
2025-09-25,1.0126,0.74
2025-09-26,0.996,-1.64
2025-09-29,1.0013,0.53
2025-09-30,1.0302,2.89
2025-10-09,1.0477,1.7
2025-10-10,1.0203,-2.62
2025-10-13,1.0273,0.69
2025-10-14,1.0071,-1.97
2025-10-15,1.0224,1.52
2025-10-16,0.9994,-2.25
2025-10-17,0.964,-3.54
2025-10-20,0.9778,1.43
2025-10-21,0.9847,0.71
2025-10-22,0.9735,-1.14
2025-10-23,0.9687,-0.49
2025-10-24,1.0027,3.51
2025-10-27,1.0218,1.9
2025-10-28,1.021,-0.08
2025-10-29,1.0337,1.24
2025-10-30,1.0265,-0.7
2025-10-31,1.0088,-1.72
2025-11-03,1.0181,0.92
2025-11-04,0.9959,-2.18
2025-11-05,0.9905,-0.54
2025-11-06,0.9994,0.9
2025-11-07,1.0076,0.82
2025-11-10,1.018,1.03
2025-11-11,1.0028,-1.49
2025-11-12,1.0086,0.58
2025-11-13,1.0115,0.29
2025-11-14,0.9912,-2.01
2025-11-17,0.9986,0.75
2025-11-18,0.9844,-1.42
2025-11-19,0.9799,-0.46
2025-11-20,0.9756,-0.44
2025-11-21,0.9477,-2.86
2025-11-24,0.9853,3.97
2025-11-25,0.9973,1.22
2025-11-26,0.9832,-1.41
2025-11-27,0.9832,0.0
2025-11-28,1.0049,2.21
2025-12-01,1.0209,1.59
2025-12-02,1.018,-0.28
2025-12-03,1.0027,-1.5
2025-12-04,1.0263,2.35
2025-12-05,1.0565,2.94
2025-12-08,1.0705,1.33
2025-12-09,1.0661,-0.41
2025-12-10,1.0833,1.61
2025-12-11,1.0968,1.25
2025-12-12,1.1151,1.67
2025-12-15,1.1357,1.85
2025-12-16,1.1431,0.65
2025-12-17,1.1393,-0.33
2025-12-18,1.1763,3.25
2025-12-19,1.1882,1.01
2025-12-22,1.2053,1.44
2025-12-23,1.1558,-4.11
2025-12-24,1.2129,4.94
2025-12-25,1.2835,5.82
2025-12-26,1.3332,3.87
2025-12-29,1.3572,1.8
2025-12-30,1.3498,-0.55
2025-12-31,1.4337,6.22
2026-01-05,1.4871,3.72
2026-01-06,1.5881,6.79
2026-01-07,1.5805,-0.48
2026-01-08,1.6629,5.21
2026-01-09,1.7601,5.85
2026-01-12,1.9417,10.32
2026-01-13,1.8454,-4.96
2026-01-14,1.8469,0.08
2026-01-15,1.7043,-7.72
2026-01-16,1.6907,-0.8
2026-01-19,1.7006,0.59
2026-01-20,1.6269,-4.33
2026-01-21,1.6125,-0.89
2026-01-22,1.6684,3.47
2026-01-23,1.8197,9.07
2026-01-26,1.6862,-7.34
2026-01-27,1.698,0.7
2026-01-28,1.6628,-2.07
2026-01-29,1.6382,-1.48
2026-01-30,1.617,-1.29
2026-02-02,1.5832,-2.09
2026-02-03,1.6549,4.53
2026-02-04,1.6245,-1.84
2026-02-05,1.5886,-2.21
2026-02-06,1.5629,-1.62
2026-02-09,1.6032,2.58
2026-02-10,1.5746,-1.78
2026-02-11,1.5554,-1.22
2026-02-12,1.5522,-0.21
2026-02-13,1.5362,-1.03
2026-02-24,1.5336,-0.17
2026-02-25,1.5728,2.56
2026-02-26,1.5973,1.56
2026-02-27,1.6147,1.09
2026-03-02,1.6783,3.94
2026-03-03,1.5367,-8.44
2026-03-04,1.5556,1.23
2026-03-05,1.5794,1.53
2026-03-06,1.5798,0.03
2026-03-09,1.5694,-0.66
2026-03-10,1.5982,1.84
2026-03-11,1.5686,-1.85
2026-03-12,1.5354,-2.12
2026-03-13,1.4894,-3.0
2026-03-16,1.4811,-0.56
2026-03-17,1.4328,-3.26
2026-03-18,1.4855,3.68
2026-03-19,1.4627,-1.53
2026-03-20,1.419,-2.99
2026-03-23,1.3439,-5.29
2026-03-24,1.3675,1.76
2026-03-25,1.3823,1.08
2026-03-26,1.3627,-1.42
2026-03-27,1.3635,0.06
2026-03-30,1.3941,2.24
2026-03-31,1.3944,0.02
2026-04-01,1.3911,-0.24
2026-04-02,1.3544,-2.64
2026-04-03,1.3377,-1.23
2026-04-07,1.329,-0.65
2026-04-08,1.4182,6.71
2026-04-09,1.4037,-1.02
2026-04-10,1.4056,0.14
2026-04-13,1.4104,0.34
2026-04-14,1.4762,4.67
2026-04-15,1.4827,0.44
2026-04-16,1.4928,0.68
2026-04-17,1.5129,1.35
2026-04-20,1.5837,4.68
2026-04-21,1.5694,-0.9
2026-04-22,1.5713,0.12
2026-04-23,1.5613,-0.64
2026-04-24,1.5025,-3.77
2026-04-27,1.509,0.43
2026-04-28,1.4593,-3.29
2026-04-29,1.4625,0.22
2026-04-30,1.5149,3.58
2026-05-06,1.5691,3.58
2026-05-07,1.59,1.33
2026-05-08,1.6444,3.42
2026-05-11,1.6667,1.36
2026-05-12,1.6233,-2.6
2026-05-13,1.6365,0.81
2026-05-14,1.5437,-5.67
2026-05-15,1.4915,-3.38
2026-05-18,1.5186,1.82
2026-05-19,1.5012,-1.15
2026-05-20,1.4934,-0.52
2026-05-21,1.4456,-3.2
2026-05-22,1.4755,2.07
2026-05-25,1.5085,2.24
2026-05-26,1.4641,-2.94
2026-05-27,1.4334,-2.1
2026-05-28,1.4448,0.8
2026-05-29,1.3526,-6.38
2026-06-01,1.3307,-1.62
