date,unit_nav
2020-03-06,1.0003
2020-03-13,0.9974
2020-03-20,0.9949
2020-03-27,9.9326
2020-03-30,9.8937
2020-04-03,9.8972
2020-04-07,9.9847
2020-04-08,9.9875
2020-04-09,10.0077
2020-04-10,9.9512
2020-04-13,9.8761
2020-04-14,9.8973
2020-04-15,9.8851
2020-04-16,9.9124
2020-04-17,9.9388
2020-04-20,9.9597
2020-04-21,9.9363
2020-04-22,9.9604
2020-04-23,9.9555
2020-04-24,9.9237
2020-04-27,9.9402
2020-04-28,9.9357
2020-04-29,9.9424
2020-04-30,9.9939
2020-05-06,10.0064
2020-05-07,9.9813
2020-05-08,9.9937
2020-05-11,9.9734
2020-05-12,9.9455
2020-05-13,9.9292
2020-05-14,9.8651
2020-05-15,9.8539
2020-05-18,9.7939
2020-05-19,9.779
2020-05-20,9.7062
2020-05-21,9.6826
2020-05-22,9.6384
2020-05-25,9.5706
2020-05-26,9.617
2020-05-27,9.6145
2020-05-28,9.6258
2020-05-29,9.705
2020-06-01,9.801
2020-06-02,9.8084
2020-06-03,9.7806
2020-06-04,9.7455
2020-06-05,9.7235
2020-06-08,9.7239
2020-06-09,9.7232
2020-06-10,9.7079
2020-06-11,9.6769
2020-06-12,9.6904
2020-06-15,9.6949
2020-06-16,9.7349
2020-06-17,9.7344
2020-06-18,9.7444
2020-06-19,9.7585
2020-06-22,9.737
2020-06-23,9.7019
2020-06-24,9.7221
2020-06-29,9.6775
2020-06-30,9.7254
2020-07-01,9.8199
2020-07-02,9.9654
2020-07-03,10.0894
2020-07-06,10.3918
2020-07-07,10.395
2020-07-08,10.4874
2020-07-09,10.5776
2020-07-10,10.4481
2020-07-13,10.5727
2020-07-14,10.487
2020-07-15,10.376
2020-07-16,10.1197
2020-07-17,10.1255
2020-07-20,10.3028
2020-07-21,10.3125
2020-07-22,10.3654
2020-07-23,10.3557
2020-07-24,10.1713
2020-07-27,10.1412
2020-07-28,10.199
2020-07-29,10.3123
2020-07-30,10.3166
2020-07-31,10.3686
2020-08-03,10.4904
2020-08-04,10.4893
2020-08-05,10.5459
2020-08-06,10.5597
2020-08-07,10.4779
2020-08-10,10.4772
2020-08-11,10.4031
2020-08-12,10.3399
2020-08-13,10.3789
2020-08-14,10.4256
2020-08-17,10.5178
2020-08-18,10.5583
2020-08-19,10.5075
2020-08-20,10.4235
2020-08-21,10.4447
2020-08-24,10.4701
2020-08-25,10.4579
2020-08-26,10.3658
2020-08-27,10.3769
2020-08-28,10.4472
2020-08-31,10.4706
2020-09-01,10.4999
2020-09-02,10.5334
2020-09-03,10.5075
2020-09-04,10.4822
2020-09-07,10.361
2020-09-08,10.3419
2020-09-09,10.236
2020-09-10,10.1977
2020-09-11,10.234
2020-09-14,10.2616
2020-09-15,10.2562
2020-09-16,10.2194
2020-09-17,10.195
2020-09-18,10.2435
2020-09-21,10.2167
2020-09-22,10.1664
2020-09-23,10.1681
2020-09-24,10.0623
2020-09-25,10.0374
2020-09-28,10.0107
2020-09-29,10.1009
2020-09-30,10.1364
2020-10-09,10.2204
2020-10-12,10.3434
2020-10-13,10.3824
2020-10-14,10.3703
2020-10-15,10.3592
2020-10-16,10.3539
2020-10-19,10.2985
2020-10-20,10.334
2020-10-21,10.3248
2020-10-22,10.3432
2020-10-23,10.2706
2020-10-26,10.2692
2020-10-27,10.3226
2020-10-28,10.3374
2020-10-29,10.3515
2020-10-30,10.2645
2020-11-02,10.2564
2020-11-03,10.2963
2020-11-04,10.3064
2020-11-05,10.3822
2020-11-06,10.344
2020-11-09,10.4223
2020-11-10,10.3927
2020-11-11,10.379
2020-11-12,10.3665
2020-11-13,10.2993
2020-11-16,10.3276
2020-11-17,10.275
2020-11-18,10.2832
2020-11-19,10.2879
2020-11-20,10.308
2020-11-23,10.3852
2020-11-24,10.3986
2020-11-25,10.3601
2020-11-26,10.3405
2020-11-27,10.3684
2020-11-30,10.3689
2020-12-01,10.4357
2020-12-02,10.4321
2020-12-03,10.3877
2020-12-04,10.3786
2020-12-07,10.3524
2020-12-08,10.3347
2020-12-09,10.2997
2020-12-10,10.2728
2020-12-11,10.2132
2020-12-14,10.2144
2020-12-15,10.1598
2020-12-16,10.141
2020-12-17,10.1893
2020-12-18,10.2223
2020-12-21,10.2947
2020-12-22,10.2295
2020-12-23,10.2522
2020-12-24,10.1921
2020-12-25,10.2491
2020-12-28,10.2302
2020-12-29,10.1845
2020-12-30,10.2617
2020-12-31,10.3657
2021-01-04,10.4599
2021-01-05,10.5164
2021-01-06,10.52
2021-01-07,10.5339
2021-01-08,10.5129
2021-01-11,10.4561
2021-01-12,10.5306
2021-01-13,10.4878
2021-01-14,10.4615
2021-01-15,10.4924
2021-01-18,10.5413
2021-01-19,10.5048
2021-01-20,10.5255
2021-01-21,10.5883
2021-01-22,10.5905
2021-01-25,10.5803
2021-01-26,10.5131
