date,unit_nav
2015-01-05,3.686
2015-01-06,3.683
2015-01-07,3.71
2015-01-08,3.62
2015-01-09,3.615
2015-01-12,3.558
2015-01-13,3.563
2015-01-14,3.55
2015-01-15,3.674
2015-01-16,3.721
2015-01-19,3.431
2015-01-20,3.489
2015-01-21,3.654
2015-01-22,3.674
2015-01-23,3.679
2015-01-26,3.712
2015-01-27,3.68
2015-01-28,3.626
2015-01-29,3.579
2015-01-30,3.522
2015-02-02,3.427
2015-02-03,3.51
2015-02-04,3.474
2015-02-05,3.431
2015-02-06,3.365
2015-02-09,3.392
2015-02-10,3.445
2015-02-11,3.461
2015-02-12,3.478
2015-02-13,3.503
2015-02-16,3.523
2015-02-17,3.543
2015-02-25,3.522
2015-02-26,3.603
2015-02-27,3.616
2015-03-02,3.641
2015-03-03,3.558
2015-03-04,3.577
2015-03-05,3.546
2015-03-06,3.537
2015-03-09,3.604
2015-03-10,3.583
2015-03-11,3.589
2015-03-12,3.66
2015-03-13,3.683
2015-03-16,3.764
2015-03-17,3.821
2015-03-18,3.898
2015-03-19,3.912
2015-03-20,3.949
2015-03-23,4.028
2015-03-24,4.03
2015-03-25,3.99
2015-03-26,4.012
2015-03-27,4.022
2015-03-30,4.129
2015-03-31,4.084
2015-04-01,4.152
2015-04-02,4.166
2015-04-03,4.206
2015-04-07,4.312
2015-04-08,4.358
2015-04-09,4.303
2015-04-10,4.39
2015-04-13,4.49
2015-04-14,4.518
2015-04-15,4.465
2015-04-16,4.581
2015-04-17,4.676
2015-04-20,4.598
2015-04-21,4.674
2015-04-22,4.788
2015-04-23,4.806
2015-04-24,4.777
2015-04-27,4.925
2015-04-28,4.876
2015-04-29,4.888
2015-04-30,4.848
2015-05-04,4.884
2015-05-05,4.68
2015-05-06,4.607
2015-05-07,4.487
2015-05-08,4.586
2015-05-11,4.72
2015-05-12,4.789
2015-05-13,4.766
2015-05-14,4.764
2015-05-15,4.677
2015-05-18,4.637
2015-05-19,4.783
2015-05-20,4.801
2015-05-21,4.879
2015-05-22,5.014
2015-05-25,5.182
2015-05-26,5.284
2015-05-27,5.293
2015-05-28,4.927
2015-05-29,4.919
2015-06-01,5.169
2015-06-02,5.26
2015-06-03,5.257
2015-06-04,5.311
2015-06-05,5.401
2015-06-08,5.531
2015-06-09,5.513
2015-06-10,5.502
2015-06-11,5.509
2015-06-12,5.555
2015-06-15,5.458
2015-06-16,5.28
2015-06-17,5.356
2015-06-18,5.164
2015-06-19,4.843
2015-06-23,4.95
2015-06-24,5.075
2015-06-25,4.878
2015-06-26,4.508
2015-06-29,4.354
2015-06-30,4.615
2015-07-01,4.374
2015-07-02,4.223
2015-07-03,3.994
2015-07-06,4.111
2015-07-07,4.083
2015-07-08,3.862
2015-07-09,4.064
2015-07-10,4.229
2015-07-13,4.311
2015-07-14,4.246
2015-07-15,4.132
2015-07-16,4.153
2015-07-17,4.289
2015-07-20,4.32
2015-07-21,4.328
2015-07-22,4.333
2015-07-23,4.429
2015-07-24,4.371
2015-07-27,4.011
2015-07-28,3.957
2015-07-29,4.082
2015-07-30,3.989
2015-07-31,3.946
2015-08-03,3.913
2015-08-04,4.049
2015-08-05,3.981
2015-08-06,3.946
2015-08-07,4.025
2015-08-10,4.216
2015-08-11,4.213
2015-08-12,4.174
2015-08-13,4.247
2015-08-14,4.255
2015-08-17,4.288
2015-08-18,4.032
2015-08-19,4.081
2015-08-20,3.955
2015-08-21,3.794
2015-08-24,3.483
2015-08-25,3.224
2015-08-26,3.19
2015-08-27,3.361
2015-08-28,3.517
2015-08-31,3.508
2015-09-01,3.468
2015-09-02,3.459
2015-09-07,3.366
2015-09-08,3.458
2015-09-09,3.532
2015-09-10,3.492
2015-09-11,3.49
2015-09-14,3.412
2015-09-15,3.294
2015-09-16,3.454
2015-09-17,3.383
2015-09-18,3.403
2015-09-21,3.461
2015-09-22,3.49
2015-09-23,3.416
2015-09-24,3.444
2015-09-25,3.391
2015-09-28,3.4
2015-09-29,3.339
