date,unit_nav,daily_return_pct
2021-12-17,1.0002,0.0
2021-12-22,1.0004,0.0
2021-12-24,0.9988,0.0
2021-12-28,1.0024,0.0
2021-12-29,0.9899,-1.25
2021-12-30,0.9952,0.54
2021-12-31,0.9949,-0.03
2022-01-04,0.9821,-1.29
2022-01-05,0.9581,-2.44
2022-01-06,0.9567,-0.15
2022-01-07,0.9438,-1.35
2022-01-10,0.9472,0.36
2022-01-11,0.9353,-1.26
2022-01-12,0.9523,1.82
2022-01-13,0.9393,-1.37
2022-01-14,0.9343,-0.53
2022-01-17,0.9538,2.09
2022-01-18,0.9601,0.66
2022-01-19,0.9516,-0.89
2022-01-20,0.9399,-1.23
2022-01-21,0.9278,-1.29
2022-01-24,0.9263,-0.16
2022-01-25,0.8994,-2.9
2022-01-26,0.9093,1.1
2022-01-27,0.8719,-4.11
2022-01-28,0.8743,0.28
2022-02-07,0.878,0.42
2022-02-08,0.861,-1.94
2022-02-09,0.8688,0.91
2022-02-10,0.8573,-1.32
2022-02-11,0.8429,-1.68
2022-02-14,0.8364,-0.77
2022-02-15,0.8563,2.38
2022-02-16,0.8641,0.91
2022-02-17,0.8703,0.72
2022-02-18,0.8645,-0.67
2022-02-21,0.868,0.4
2022-02-22,0.858,-1.15
2022-02-23,0.8854,3.19
2022-02-24,0.8675,-2.02
2022-02-25,0.8769,1.08
2022-02-28,0.8775,0.07
2022-03-01,0.8796,0.24
2022-03-02,0.8719,-0.88
2022-03-03,0.857,-1.71
2022-03-04,0.8425,-1.69
2022-03-07,0.8085,-4.04
2022-03-08,0.7873,-2.62
2022-03-09,0.7814,-0.75
2022-03-10,0.7978,2.1
2022-03-11,0.7978,0.0
2022-03-14,0.7695,-3.55
2022-03-15,0.7319,-4.89
2022-03-16,0.7524,2.8
2022-03-17,0.7744,2.92
2022-03-18,0.7685,-0.76
2022-03-21,0.7781,1.25
2022-03-22,0.7741,-0.51
2022-03-23,0.783,1.15
2022-03-24,0.7729,-1.29
2022-03-25,0.7596,-1.72
2022-03-28,0.7496,-1.32
2022-03-29,0.7386,-1.47
2022-03-30,0.7646,3.52
2022-03-31,0.7594,-0.68
2022-04-01,0.7565,-0.38
2022-04-06,0.7465,-1.32
2022-04-07,0.7299,-2.22
2022-04-08,0.7246,-0.73
2022-04-11,0.6858,-5.35
2022-04-12,0.7027,2.46
2022-04-13,0.6926,-1.44
2022-04-14,0.7014,1.27
2022-04-15,0.6892,-1.74
2022-04-18,0.6967,1.09
2022-04-19,0.6931,-0.52
2022-04-20,0.6848,-1.2
2022-04-21,0.6605,-3.55
2022-04-22,0.6505,-1.51
2022-04-25,0.6085,-6.46
2022-04-26,0.5923,-2.66
2022-04-27,0.6308,6.5
2022-04-28,0.6308,0.0
2022-04-29,0.6604,4.69
2022-05-05,0.6606,0.03
2022-05-06,0.6488,-1.79
2022-05-09,0.647,-0.28
2022-05-10,0.6594,1.92
2022-05-11,0.6761,2.53
2022-05-12,0.677,0.13
2022-05-13,0.6792,0.32
2022-05-16,0.6786,-0.09
2022-05-17,0.6903,1.72
2022-05-18,0.6912,0.13
2022-05-19,0.6984,1.04
2022-05-20,0.7104,1.72
2022-05-23,0.7115,0.15
2022-05-24,0.6839,-3.88
2022-05-25,0.6922,1.21
2022-05-26,0.6949,0.39
2022-05-27,0.6933,-0.23
2022-05-30,0.7046,1.63
2022-05-31,0.7224,2.53
2022-06-01,0.7296,1.0
2022-06-02,0.7469,2.37
2022-06-06,0.7646,2.37
2022-06-07,0.7567,-1.03
2022-06-08,0.7554,-0.17
2022-06-09,0.7392,-2.14
2022-06-10,0.7558,2.25
2022-06-13,0.7683,1.65
2022-06-14,0.7645,-0.49
2022-06-15,0.7567,-1.02
2022-06-16,0.761,0.57
2022-06-17,0.7704,1.24
2022-06-20,0.7829,1.62
2022-06-21,0.7943,1.46
2022-06-22,0.7769,-2.19
