date,unit_nav,daily_return_pct
2019-06-12,1.0,0.0
2019-06-14,1.0003,0.0
2019-06-18,0.9999,0.0
2019-06-21,1.0028,0.0
2019-06-24,1.003,0.0199
2019-06-25,1.0022,-0.0798
2019-06-26,1.0026,0.0399
2019-06-27,1.0046,0.1995
2019-06-28,1.003,-0.1593
2019-06-30,1.003,0.0
2019-07-01,1.0151,1.2064
2019-07-02,1.0114,-0.3645
2019-07-03,1.0121,0.0692
2019-07-04,1.0185,0.6323
2019-07-05,1.0191,0.0589
2019-07-08,1.0064,-1.2462
2019-07-09,1.0017,-0.467
2019-07-10,1.0008,-0.0898
2019-07-11,1.0081,0.7294
2019-07-12,1.0083,0.0198
2019-07-15,1.0141,0.5752
2019-07-16,1.0088,-0.5226
2019-07-17,1.0036,-0.5155
2019-07-18,0.9846,-1.8932
2019-07-19,1.0066,2.2344
2019-07-22,1.0034,-0.3179
2019-07-23,1.0126,0.9169
2019-07-24,1.0138,0.1185
2019-07-25,1.0163,0.2466
2019-07-26,1.0064,-0.9741
2019-07-29,1.0052,-0.1192
2019-07-30,1.0085,0.3283
2019-07-31,1.0029,-0.5553
2019-08-01,1.0026,-0.0299
2019-08-02,0.9943,-0.8278
2019-08-05,0.9878,-0.6537
2019-08-06,0.996,0.8301
2019-08-07,0.9911,-0.492
2019-08-08,1.0001,0.9081
2019-08-09,1.0057,0.5599
2019-08-13,1.0015,0.0
2019-08-14,1.0007,-0.0799
2019-08-15,0.9916,-0.9094
2019-08-16,0.9894,-0.2219
2019-08-19,0.9944,0.5054
2019-08-20,0.9985,0.4123
2019-08-21,0.9986,0.01
2019-08-22,0.9965,-0.2103
2019-08-23,1.0047,0.8229
2019-08-26,0.9955,-0.9157
2019-08-27,1.0004,0.4922
2019-08-28,1.006,0.5598
2019-08-29,1.0042,-0.1789
2019-08-30,1.0113,0.707
2019-09-02,1.0099,-0.1384
2019-09-03,1.0113,0.1386
2019-09-04,1.0152,0.3856
2019-09-05,1.0285,1.3101
2019-09-06,1.0282,-0.0292
2019-09-09,1.0335,0.5155
2019-09-10,1.034,0.0484
2019-09-11,1.0396,0.5416
2019-09-12,1.0471,0.7214
2019-09-17,1.0514,0.0
