date,unit_nav
2015-01-05,1.518
2015-01-06,1.5354
2015-01-07,1.5377
2015-01-08,1.5254
2015-01-09,1.5157
2015-01-12,1.4943
2015-01-13,1.5144
2015-01-14,1.5074
2015-01-15,1.5266
2015-01-16,1.5466
2015-01-19,1.4808
2015-01-20,1.534
2015-01-21,1.573
2015-01-22,1.5952
2015-01-23,1.5799
2015-01-26,1.6154
2015-01-27,1.6202
2015-01-28,1.6114
2015-01-29,1.6005
2015-01-30,1.5812
2015-02-02,1.5746
2015-02-03,1.602
2015-02-04,1.5952
2015-02-05,1.5869
2015-02-06,1.5534
2015-02-09,1.545
2015-02-10,1.5661
2015-02-11,1.5832
2015-02-12,1.5943
2015-02-13,1.6189
2015-02-16,1.6469
2015-02-17,1.6584
2015-02-25,1.6569
2015-02-26,1.6745
2015-02-27,1.6882
2015-03-02,1.722
2015-03-03,1.7161
2015-03-04,1.7417
2015-03-05,1.7413
2015-03-06,1.7201
2015-03-09,1.7422
2015-03-10,1.7601
2015-03-11,1.7563
2015-03-12,1.7555
2015-03-13,1.775
2015-03-16,1.8272
2015-03-17,1.8555
2015-03-18,1.8863
2015-03-19,1.9016
2015-03-20,1.9209
2015-03-23,1.9674
2015-03-24,1.9755
2015-03-25,1.9976
2015-03-26,1.9835
2015-03-27,2.0063
2015-03-30,2.0313
2015-03-31,2.0334
2015-04-01,2.0819
2015-04-02,2.1198
2015-04-03,2.153
2015-04-07,2.2047
2015-04-08,2.189
2015-04-09,2.1716
2015-04-10,2.2293
2015-04-13,2.277
2015-04-14,8.1198
2015-04-15,7.803
2015-04-16,7.913
2015-04-17,7.9833
2015-04-20,7.8435
2015-04-21,8.1262
2015-04-22,8.3384
2015-04-23,8.4288
2015-04-24,8.4437
2015-04-27,8.5392
2015-04-28,8.2978
2015-04-29,8.4659
2015-04-30,8.5157
2015-05-04,8.5499
2015-05-05,8.2427
2015-05-06,8.1276
2015-05-07,7.9494
2015-05-08,8.2476
2015-05-11,8.6051
2015-05-12,8.7922
2015-05-13,8.8712
2015-05-14,8.8607
2015-05-15,8.7917
2015-05-18,8.9523
2015-05-19,9.1746
2015-05-20,9.3278
2015-05-21,9.6723
2015-05-22,9.832
2015-05-25,10.0939
2015-05-26,10.4294
2015-05-27,10.553
2015-05-28,9.9197
2015-05-29,10.0214
2015-06-01,10.5448
2015-06-02,10.949
2015-06-03,11.0435
2015-06-04,11.04
2015-06-05,11.2211
2015-06-08,11.107
2015-06-09,11.09
2015-06-10,11.2967
2015-06-11,11.4519
2015-06-12,11.6401
2015-06-15,11.4214
2015-06-16,10.9665
2015-06-17,11.1923
2015-06-18,10.8258
2015-06-19,10.0809
2015-06-23,10.1334
2015-06-24,10.3549
2015-06-25,9.9873
2015-06-26,9.1415
2015-06-29,8.5256
2015-06-30,8.9441
2015-07-01,8.447
2015-07-02,7.8715
2015-07-03,7.3907
2015-07-06,7.2853
2015-07-07,6.8019
2015-07-08,6.6381
2015-07-09,6.9377
2015-07-10,7.2888
2015-07-13,7.7429
2015-07-14,7.9015
2015-07-15,7.4478
2015-07-16,7.6261
2015-07-17,8.0467
2015-07-20,8.1706
2015-07-21,8.2787
2015-07-22,8.3836
2015-07-23,8.6411
2015-07-24,8.5088
2015-07-27,7.8685
2015-07-28,7.7169
2015-07-29,8.0904
2015-07-30,7.8685
2015-07-31,7.7991
2015-08-03,7.6093
2015-08-04,8.0205
2015-08-05,7.9173
2015-08-06,7.8706
2015-08-07,8.0962
2015-08-10,8.4854
2015-08-11,8.5239
2015-08-12,8.4258
2015-08-13,8.6277
2015-08-14,8.7212
2015-08-17,8.918
2015-08-18,8.2516
2015-08-19,8.4378
2015-08-20,8.1521
2015-08-21,7.7156
2015-08-24,7.0954
2015-08-25,6.5581
2015-08-26,6.3109
2015-08-27,6.534
2015-08-28,6.9306
2015-08-31,6.661
2015-09-01,6.2357
2015-09-02,6.1875
2015-09-07,6.2293
2015-09-08,6.4809
2015-09-09,6.6646
2015-09-10,6.5565
2015-09-11,6.6138
2015-09-14,6.1674
2015-09-15,5.8256
2015-09-16,6.2173
2015-09-17,6.1025
2015-09-18,6.1812
2015-09-21,6.4027
2015-09-22,6.451
2015-09-23,6.3779
2015-09-24,6.4708
2015-09-25,6.2593
2015-09-28,6.3733
2015-09-29,6.2546
2015-09-30,6.2751
2015-10-08,6.5296
2015-10-09,6.6292
2015-10-12,6.8871
2015-10-13,6.9753
2015-10-14,6.8981
2015-10-15,7.1108
2015-10-16,7.2325
2015-10-19,7.2326
2015-10-20,7.3537
2015-10-21,6.8983
2015-10-22,7.1631
2015-10-23,7.3424
2015-10-26,7.3977
2015-10-27,7.447
2015-10-28,7.2638
2015-10-29,7.3277
2015-10-30,7.3045
2015-11-02,7.1552
2015-11-03,7.1405
2015-11-04,7.4995
2015-11-05,7.5071
2015-11-06,7.6813
2015-11-09,7.7807
2015-11-10,7.8106
2015-11-11,7.9238
2015-11-12,7.9205
2015-11-13,7.8038
2015-11-16,7.9581
2015-11-17,7.8854
2015-11-18,7.7566
2015-11-19,7.9544
2015-11-20,8.0445
2015-11-23,7.98
2015-11-24,8.0358
2015-11-25,8.1627
2015-11-26,8.1118
2015-11-27,7.5975
2015-11-30,7.6311
2015-12-01,7.6675
2015-12-02,7.6295
2015-12-03,7.7981
2015-12-04,7.7392
2015-12-07,7.8283
2015-12-08,7.6252
2015-12-09,7.5955
2015-12-10,7.5733
2015-12-11,7.5153
2015-12-14,7.6699
2015-12-15,7.7301
2015-12-16,7.7619
2015-12-17,7.954
2015-12-18,7.9361
2015-12-21,8.0276
2015-12-22,8.0976
2015-12-23,8.0119
2015-12-24,7.9908
2015-12-25,8.0314
2015-12-28,7.8377
2015-12-29,7.9114
2015-12-30,7.9797
2015-12-31,7.8528
2016-01-04,7.2007
2016-01-05,7.1011
2016-01-06,7.2825
2016-01-07,6.664
2016-01-08,6.7728
2016-01-11,6.3173
2016-01-12,6.3255
2016-01-13,6.1064
2016-01-14,6.3132
2016-01-15,6.0747
2016-01-18,6.1636
2016-01-19,6.3883
2016-01-20,6.3273
2016-01-21,6.0753
2016-01-22,6.1749
2016-01-25,6.24
2016-01-26,5.7791
2016-01-27,5.7018
2016-01-28,5.4571
2016-01-29,5.6609
2016-02-01,5.5883
2016-02-02,5.7827
2016-02-03,5.8069
2016-02-04,5.9227
2016-02-05,5.8636
2016-02-15,5.8672
2016-02-16,6.1095
2016-02-17,6.1804
2016-02-18,6.1658
2016-02-19,6.1889
2016-02-22,6.3173
2016-02-23,6.2827
2016-02-24,6.3243
2016-02-25,5.8225
2016-02-26,5.8464
2016-02-29,5.5381
2016-03-01,5.6663
2016-03-02,5.9563
2016-03-03,5.9813
2016-03-04,5.8202
2016-03-07,5.9556
2016-03-08,5.9676
2016-03-09,5.8151
2016-03-10,5.7223
2016-03-11,5.714
2016-03-14,5.9061
2016-03-15,5.8569
2016-03-16,5.7778
2016-03-17,5.9683
2016-03-18,6.1795
2016-03-21,6.3349
2016-03-22,6.3098
2016-03-23,6.3549
2016-03-24,6.2511
2016-03-25,6.3109
2016-03-28,6.2703
2016-03-29,6.1497
2016-03-30,6.3738
2016-03-31,6.3933
2016-04-01,6.3604
2016-04-05,6.5295
2016-04-06,6.5673
2016-04-07,6.4706
2016-04-08,6.4072
2016-04-11,6.5491
2016-04-12,6.4956
2016-04-13,6.5927
2016-04-14,6.6517
2016-04-15,6.6319
2016-04-18,6.5242
2016-04-19,6.5499
2016-04-20,6.2517
2016-04-21,6.2018
2016-04-22,6.2414
2016-04-25,6.2086
2016-04-26,6.2793
2016-04-27,6.2494
2016-04-28,6.2217
2016-04-29,6.2186
2016-05-03,6.407
2016-05-04,6.4112
2016-05-05,6.4464
2016-05-06,6.1993
2016-05-09,5.9712
2016-05-10,5.9665
2016-05-11,5.9519
2016-05-12,5.9544
2016-05-13,5.9422
2016-05-16,6.0445
2016-05-17,6.0254
2016-05-18,5.8585
2016-05-19,5.8975
2016-05-20,5.9674
2016-05-23,6.0477
2016-05-24,5.9795
2016-05-25,5.9513
2016-05-26,5.9809
2016-05-27,5.9792
2016-05-30,5.9517
2016-05-31,6.1996
2016-06-01,6.2279
2016-06-02,6.2684
2016-06-03,6.2922
2016-06-06,6.3098
2016-06-07,6.3048
2016-06-08,6.2885
2016-06-13,6.004
2016-06-14,6.0155
2016-06-15,6.2161
2016-06-16,6.1929
2016-06-17,6.229
2016-06-20,6.2528
2016-06-21,6.1821
2016-06-22,6.2774
2016-06-23,6.247
2016-06-24,6.1684
2016-06-27,6.3166
2016-06-28,6.3838
2016-06-29,6.3988
2016-06-30,6.403
2016-07-01,6.3915
2016-07-04,6.5183
2016-07-05,6.557
2016-07-06,6.5859
2016-07-07,6.6112
2016-07-08,6.5937
2016-07-11,6.6069
2016-07-12,6.6918
2016-07-13,6.7462
2016-07-14,6.7562
2016-07-15,6.7426
2016-07-18,6.7093
2016-07-19,6.7262
2016-07-20,6.7119
2016-07-21,6.7378
2016-07-22,6.6852
2016-07-25,6.7031
2016-07-26,6.792
2016-07-27,6.5136
2016-07-28,6.5265
2016-07-29,6.4841
2016-08-01,6.3854
2016-08-02,6.447
2016-08-03,6.4782
