date,unit_nav
2025-02-19,1.0
2025-02-21,1.0019
2025-02-26,1.0026
2025-02-27,1.004
2025-02-28,0.9899
2025-03-03,0.9857
2025-03-04,0.9866
2025-03-05,0.9861
2025-03-06,0.9954
2025-03-07,0.9945
2025-03-10,0.9956
2025-03-11,0.9966
2025-03-12,0.9985
2025-03-13,0.9976
2025-03-14,1.0085
2025-03-17,1.0099
2025-03-18,1.0154
2025-03-19,1.0152
2025-03-20,1.0173
2025-03-21,1.0155
2025-03-24,1.0278
2025-03-25,1.031
2025-03-26,1.0297
2025-03-27,1.0228
2025-03-28,1.01
2025-03-31,1.0048
2025-04-01,1.0095
2025-04-02,1.0038
2025-04-03,0.9911
2025-04-07,0.9018
2025-04-08,0.9161
2025-04-09,0.9236
2025-04-10,0.941
2025-04-11,0.9375
2025-04-14,0.9483
2025-04-15,0.9505
2025-04-16,0.946
2025-04-17,0.9446
2025-04-18,0.9486
2025-04-21,0.9552
2025-04-22,0.9565
2025-04-23,0.9601
2025-04-24,0.96
2025-04-25,0.9619
2025-04-28,0.9587
2025-04-29,0.9602
2025-04-30,0.9561
2025-05-06,0.9679
2025-05-07,0.9739
2025-05-08,0.974
2025-05-09,0.971
2025-05-12,0.9811
2025-05-13,0.9826
2025-05-14,0.9909
2025-05-15,0.9802
2025-05-16,0.9783
2025-05-19,0.984
2025-05-20,0.9905
2025-05-21,0.9984
2025-05-22,0.9925
2025-05-23,0.9871
2025-05-26,0.9888
2025-05-27,0.982
2025-05-28,0.9879
2025-05-29,0.9925
2025-05-30,0.9873
2025-06-03,0.9854
2025-06-04,0.9898
2025-06-05,0.9887
2025-06-06,0.9925
2025-06-09,1.0002
2025-06-10,0.9935
2025-06-11,1.0007
2025-06-12,1.0022
2025-06-13,0.9988
2025-06-16,0.9936
2025-06-17,0.995
2025-06-18,0.9926
2025-06-19,0.9812
2025-06-20,0.9848
2025-06-23,0.9862
2025-06-24,0.9964
2025-06-25,1.002
2025-06-26,1.0009
2025-06-27,1.005
2025-06-30,1.0062
2025-07-01,1.0103
2025-07-02,1.0205
2025-07-03,1.0218
2025-07-04,1.0253
2025-07-07,1.0233
2025-07-08,1.0291
2025-07-09,1.022
2025-07-10,1.0295
2025-07-11,1.0322
2025-07-14,1.0402
2025-07-15,1.0386
2025-07-16,1.0358
2025-07-17,1.0372
2025-07-18,1.0422
2025-07-21,1.0571
2025-07-22,1.0702
2025-07-23,1.0671
2025-07-24,1.0731
2025-07-25,1.0659
2025-07-28,1.0611
2025-07-29,1.0636
2025-07-30,1.0652
2025-07-31,1.0426
2025-08-01,1.0449
2025-08-04,1.0514
2025-08-05,1.0617
2025-08-06,1.0643
2025-08-07,1.0628
2025-08-08,1.0692
2025-08-11,1.0711
2025-08-12,1.0781
2025-08-13,1.0855
2025-08-14,1.0792
2025-08-15,1.0957
2025-08-18,1.0905
2025-08-19,1.0874
2025-08-20,1.1061
2025-08-21,1.1061
2025-08-22,1.1119
2025-08-25,1.1379
2025-08-26,1.1351
2025-08-27,1.1094
2025-08-28,1.12
2025-08-29,1.1156
2025-09-01,1.1251
2025-09-02,1.1258
2025-09-03,1.1185
2025-09-04,1.0964
2025-09-05,1.1146
2025-09-08,1.1167
2025-09-09,1.1153
2025-09-10,1.1102
2025-09-11,1.1218
2025-09-12,1.1229
2025-09-15,1.123
2025-09-16,1.1226
2025-09-17,1.1352
2025-09-18,1.1175
2025-09-19,1.1193
2025-09-22,1.1104
2025-09-23,1.1073
2025-09-24,1.1075
2025-09-25,1.1094
2025-09-26,1.1081
2025-09-29,1.1196
2025-09-30,1.1287
2025-10-09,1.1605
2025-10-10,1.1586
2025-10-13,1.1512
2025-10-14,1.1478
2025-10-15,1.1594
2025-10-16,1.1525
2025-10-17,1.1315
2025-10-20,1.1381
2025-10-21,1.1482
2025-10-22,1.1498
2025-10-23,1.16
2025-10-24,1.1657
2025-10-27,1.1783
2025-10-28,1.1683
2025-10-29,1.1821
2025-10-30,1.1808
2025-10-31,1.173
2025-11-03,1.1848
2025-11-04,1.1735
2025-11-05,1.1776
2025-11-06,1.2049
2025-11-07,1.2089
2025-11-10,1.2223
2025-11-11,1.2162
2025-11-12,1.2189
2025-11-13,1.2296
2025-11-14,1.2173
2025-11-17,1.2059
2025-11-18,1.1839
2025-11-19,1.1896
2025-11-20,1.1806
2025-11-21,1.1514
2025-11-24,1.1491
2025-11-25,1.1588
2025-11-26,1.1597
2025-11-27,1.1599
2025-11-28,1.1668
2025-12-01,1.185
2025-12-02,1.183
2025-12-03,1.1878
2025-12-04,1.1888
2025-12-05,1.2052
2025-12-08,1.201
2025-12-09,1.1785
2025-12-10,1.1838
2025-12-11,1.1756
2025-12-12,1.1871
2025-12-15,1.184
2025-12-16,1.1702
2025-12-17,1.1841
2025-12-18,1.184
2025-12-19,1.1946
2025-12-22,1.1974
2025-12-23,1.1954
2025-12-24,1.1999
2025-12-25,1.1993
2025-12-26,1.2101
2025-12-29,1.2058
2025-12-30,1.212
2025-12-31,1.2138
2026-01-05,1.2228
2026-01-06,1.244
