date,unit_nav
2018-12-19,1.0
2018-12-21,0.999
2018-12-28,0.9994
2018-12-31,0.9998
2019-01-04,1.0006
2019-01-10,1.0007
2019-01-11,1.0009
2019-01-17,1.0004
2019-01-18,1.0051
2019-01-21,1.0057
2019-01-22,1.0009
2019-01-23,1.0053
2019-01-24,1.008
2019-01-25,1.0134
2019-01-28,1.0124
2019-01-29,1.0192
2019-01-30,1.0156
2019-01-31,1.0192
2019-02-01,1.0294
2019-02-11,1.038
2019-02-12,1.0428
2019-02-13,1.0539
2019-02-14,1.0518
2019-02-15,1.0338
2019-02-18,1.0544
2019-02-19,1.0535
2019-02-20,1.0549
2019-02-21,1.0484
2019-02-22,1.0561
2019-02-25,1.0967
2019-02-26,1.0892
2019-02-27,1.092
2019-02-28,1.0893
2019-03-01,1.1015
2019-03-04,1.1153
2019-03-05,1.1266
2019-03-06,1.1365
2019-03-07,1.1304
2019-03-08,1.0889
2019-03-11,1.1069
2019-03-12,1.1168
2019-03-13,1.1138
2019-03-14,1.1021
2019-03-15,1.1197
2019-03-18,1.1519
2019-03-19,1.1504
2019-03-20,1.155
2019-03-21,1.1557
2019-03-22,1.1622
2019-03-25,1.1494
2019-03-26,1.1349
2019-03-27,1.1496
2019-03-28,1.1375
2019-03-29,1.1666
2019-04-01,1.1962
2019-04-02,1.1947
2019-04-03,1.2096
2019-04-04,1.2247
2019-04-08,1.2205
2019-04-09,1.2259
2019-04-10,1.2281
2019-04-11,1.2124
2019-04-12,1.2099
2019-04-15,1.2037
2019-04-16,1.2226
2019-04-17,1.2267
2019-04-18,1.2156
2019-04-19,1.2212
2019-04-22,1.1924
2019-04-23,1.184
2019-04-24,1.1856
2019-04-25,1.1549
2019-04-26,1.1413
2019-04-29,1.142
2019-04-30,1.1548
2019-05-06,1.0988
2019-05-07,1.109
2019-05-08,1.0995
2019-05-09,1.0843
2019-05-10,1.1156
2019-05-13,1.1061
2019-05-14,1.099
2019-05-15,1.1168
2019-05-16,1.1244
2019-05-17,1.0977
2019-05-20,1.0872
2019-05-21,1.1004
2019-05-22,1.0953
2019-05-23,1.0835
2019-05-24,1.0881
2019-05-27,1.1018
2019-05-28,1.1077
2019-05-29,1.103
2019-05-30,1.1066
2019-05-31,1.1062
2019-06-03,1.1056
2019-06-04,1.098
2019-06-05,1.0992
2019-06-06,1.0923
2019-06-10,1.1021
2019-06-11,1.1247
2019-06-12,1.1169
2019-06-13,1.1123
2019-06-14,1.1039
2019-06-17,1.1029
2019-06-18,1.1026
2019-06-19,1.1157
2019-06-20,1.1349
2019-06-21,1.1372
2019-06-24,1.1372
2019-06-25,1.127
2019-06-26,1.1267
2019-06-27,1.1337
2019-06-28,1.1285
2019-06-30,1.1284
2019-07-01,1.1501
2019-07-02,1.1544
2019-07-03,1.157
2019-07-04,1.1564
2019-07-05,1.159
2019-07-08,1.1343
2019-07-09,1.1355
2019-07-10,1.1294
2019-07-11,1.1285
2019-07-12,1.1348
2019-07-15,1.1378
2019-07-16,1.139
2019-07-17,1.1391
2019-07-18,1.1295
2019-07-19,1.1416
2019-07-22,1.1336
2019-07-23,1.1373
2019-07-24,1.1439
2019-07-25,1.1487
2019-07-26,1.1494
2019-07-29,1.1505
2019-07-30,1.1562
2019-07-31,1.1471
2019-08-01,1.1371
2019-08-02,1.1242
2019-08-05,1.1045
2019-08-06,1.0895
2019-08-07,1.0868
2019-08-08,1.0995
2019-08-09,1.0903
2019-08-12,1.1025
2019-08-13,1.097
2019-08-14,1.0989
2019-08-15,1.1033
2019-08-16,1.1028
2019-08-19,1.1224
2019-08-20,1.1195
2019-08-21,1.1184
2019-08-22,1.1193
2019-08-23,1.1216
2019-08-26,1.112
2019-08-27,1.1249
2019-08-28,1.1242
2019-08-29,1.1168
2019-08-30,1.1131
2019-09-02,1.1213
2019-09-03,1.1196
2019-09-04,1.1306
2019-09-05,1.1354
2019-09-06,1.1413
2019-09-09,1.1491
2019-09-10,1.1429
2019-09-11,1.1441
2019-09-12,1.1514
2019-09-16,1.1535
2019-09-17,1.1377
2019-09-18,1.1436
2019-09-19,1.146
2019-09-20,1.1454
2019-09-23,1.1318
2019-09-24,1.1372
2019-09-25,1.1266
2019-09-26,1.1261
2019-09-27,1.1234
2019-09-30,1.1194
2019-10-08,1.1269
2019-10-09,1.1389
2019-10-10,1.1447
2019-10-11,1.1514
2019-10-14,1.1652
2019-10-15,1.1594
2019-10-16,1.1593
2019-10-17,1.1556
2019-10-18,1.1416
2019-10-21,1.1465
2019-10-22,1.1494
2019-10-23,1.142
2019-10-24,1.1443
2019-10-25,1.1515
2019-10-28,1.1539
2019-10-29,1.1453
2019-10-30,1.1412
2019-10-31,1.1358
2019-11-01,1.1496
2019-11-04,1.1516
2019-11-05,1.1602
2019-11-06,1.1545
2019-11-07,1.158
2019-11-08,1.153
2019-11-11,1.1339
2019-11-12,1.1345
2019-11-13,1.129
2019-11-14,1.1283
2019-11-15,1.1235
2019-11-18,1.1372
2019-11-19,1.1499
2019-11-20,1.1426
2019-11-21,1.1419
2019-11-22,1.1406
2019-11-25,1.157
2019-11-26,1.1566
2019-11-27,1.1524
2019-11-28,1.1471
2019-11-29,1.1477
2019-12-02,1.1486
2019-12-03,1.1531
2019-12-04,1.1499
2019-12-05,1.1528
2019-12-06,1.1573
2019-12-09,1.1625
2019-12-10,1.1606
2019-12-11,1.163
2019-12-12,1.1624
2019-12-13,1.1771
2019-12-16,1.1815
2019-12-17,1.1905
2019-12-18,1.1874
2019-12-19,1.191
2019-12-20,1.1899
2019-12-23,1.1767
2019-12-24,1.1793
2019-12-25,1.1771
2019-12-26,1.1887
2019-12-27,1.1924
2019-12-30,1.2085
2019-12-31,1.2155
2020-01-02,1.2284
2020-01-03,1.2267
2020-01-06,1.2212
2020-01-07,1.2286
2020-01-08,1.2126
2020-01-09,1.2239
2020-01-10,1.2197
2020-01-13,1.2232
2020-01-14,1.2242
2020-01-15,1.2169
2020-01-16,1.2089
