date,unit_nav
2026-05-06,1.5906
2026-05-07,1.6201
2026-05-08,1.6326
2026-05-11,1.6537
2026-05-12,1.6413
2026-05-13,1.6624
2026-05-14,1.6269
2026-05-15,1.6162
2026-05-18,1.6265
2026-05-19,1.641
2026-05-20,1.6385
2026-05-21,1.5825
2026-05-22,1.6286
2026-05-25,1.6347
2026-05-26,1.6125
2026-05-27,1.5823
2026-05-28,1.6083
2026-05-29,1.5547
2026-06-01,1.5521
2026-06-02,1.552
2026-06-03,1.552
2026-06-05,1.5603
2026-06-09,1.5097
2026-06-10,1.5466
2026-06-11,1.5197
2026-06-12,1.5105
2026-06-16,1.5792
2026-06-17,1.6044
2026-06-18,1.6087
2026-06-19,1.621
2026-06-22,1.621
2026-06-23,1.6341
2026-06-24,1.6254
2026-06-25,1.6277
2026-06-26,1.6159
2026-06-29,1.5777
2026-06-30,1.5658
2026-07-01,1.6051
2026-07-02,1.6323
2026-07-03,1.6006
2026-07-06,1.6033
2026-07-07,1.5743
2026-07-08,1.5296
2026-07-09,1.492
2026-07-10,1.5174
2026-07-13,1.5117
2026-07-14,1.428
2026-07-15,1.4576
2026-07-16,1.4426
2026-07-17,1.4137
2026-07-20,1.3207
2026-07-21,1.26
2026-07-22,1.2961
2026-07-23,1.2759
2026-07-24,1.2957
,1.6083
