date,unit_nav,daily_return_pct
2023-11-30,1.0,0.0
2023-12-01,0.9998,-0.02
2023-12-08,1.01,0.0
2023-12-11,1.026,1.58
2023-12-12,1.0212,-0.47
2023-12-13,1.0177,-0.34
2023-12-14,1.0092,-0.84
2023-12-15,1.0008,-0.83
2023-12-18,0.9827,-1.81
2023-12-19,0.9925,1.0
2023-12-20,0.9723,-2.04
2023-12-21,0.9847,1.28
2023-12-22,0.9725,-1.24
2023-12-25,0.9791,0.68
2023-12-26,0.956,-2.36
2023-12-27,0.962,0.63
2023-12-28,0.9882,2.72
2023-12-29,1.0058,1.78
2023-12-31,1.0058,0.0
2024-01-02,0.9883,-1.74
2024-01-03,0.9694,-1.91
2024-01-04,0.9533,-1.66
2024-01-05,0.9366,-1.75
2024-01-08,0.9118,-2.65
2024-01-09,0.9231,1.24
2024-01-10,0.9098,-1.44
2024-01-11,0.927,1.89
2024-01-12,0.9165,-1.13
2024-01-15,0.9109,-0.61
2024-01-16,0.9092,-0.19
2024-01-17,0.8828,-2.9
2024-01-18,0.8884,0.63
2024-01-19,0.8764,-1.35
2024-01-22,0.8371,-4.48
2024-01-23,0.8554,2.19
2024-01-24,0.8605,0.6
2024-01-25,0.8773,1.95
2024-01-26,0.8666,-1.22
2024-01-29,0.8393,-3.15
2024-01-30,0.8249,-1.72
2024-01-31,0.7968,-3.41
2024-02-01,0.8051,1.04
2024-02-02,0.7828,-2.77
2024-02-05,0.7552,-3.53
2024-02-06,0.7975,5.6
2024-02-07,0.8259,3.56
2024-02-08,0.8541,3.41
2024-02-19,0.8725,2.15
2024-02-20,0.8767,0.48
2024-02-21,0.8746,-0.24
2024-02-22,0.8911,1.89
2024-02-23,0.9077,1.86
2024-02-26,0.9377,3.31
2024-02-27,0.9658,3.0
2024-02-28,0.9126,-5.51
2024-02-29,0.9546,4.6
2024-03-01,0.9829,2.96
2024-03-04,0.9907,0.79
2024-03-05,0.9849,-0.59
2024-03-06,0.9952,1.05
2024-03-07,0.9781,-1.72
2024-03-08,0.9902,1.24
2024-03-11,0.9995,0.94
2024-03-12,1.0012,0.17
2024-03-13,0.9992,-0.2
2024-03-14,0.9892,-1.0
2024-03-15,1.0068,1.78
2024-03-18,1.0255,1.86
2024-03-19,1.0087,-1.64
2024-03-20,1.0174,0.86
2024-03-21,1.0084,-0.88
2024-03-22,0.9938,-1.45
2024-03-25,0.9698,-2.41
2024-03-26,0.9625,-0.75
2024-03-27,0.9279,-3.59
2024-03-28,0.9578,3.22
2024-03-29,0.9631,0.55
2024-04-01,0.9776,1.51
2024-04-02,0.9617,-1.63
2024-04-03,0.9466,-1.57
2024-04-08,0.9252,-2.26
2024-04-09,0.9306,0.58
2024-04-10,0.9155,-1.62
2024-04-11,0.9244,0.97
2024-04-12,0.9182,-0.67
2024-04-15,0.912,-0.68
2024-04-16,0.8752,-4.04
2024-04-17,0.9174,4.82
2024-04-18,0.9181,0.08
2024-04-19,0.9054,-1.38
2024-04-22,0.9032,-0.24
2024-04-23,0.9011,-0.23
2024-04-24,0.918,1.88
2024-04-25,0.9091,-0.97
2024-04-26,0.9319,2.51
2024-04-29,0.9606,3.08
2024-04-30,0.9517,-0.93
2024-05-06,0.9748,2.43
2024-05-07,0.9744,-0.04
2024-05-08,0.9553,-1.96
2024-05-09,0.9664,1.16
2024-05-10,0.9561,-1.07
2024-05-13,0.9443,-1.23
2024-05-14,0.9463,0.21
2024-05-15,0.9348,-1.22
2024-05-16,0.9285,-0.67
2024-05-17,0.939,1.13
2024-05-20,0.9392,0.02
2024-05-21,0.9313,-0.84
2024-05-22,0.9346,0.35
2024-05-23,0.918,-1.78
2024-05-24,0.9009,-1.86
2024-05-27,0.9126,1.3
2024-05-28,0.9038,-0.96
2024-05-29,0.9029,-0.1
2024-05-30,0.9079,0.55
2024-05-31,0.9142,0.69
2024-06-03,0.9131,-0.12
2024-06-04,0.9093,-0.42
2024-06-05,0.9009,-0.92
2024-06-06,0.8845,-1.82
2024-06-07,0.8786,-0.67
2024-06-11,0.8867,0.92
2024-06-12,0.8961,1.06
2024-06-13,0.9013,0.58
2024-06-14,0.8985,-0.31
2024-06-17,0.9019,0.38
2024-06-18,0.9079,0.67
2024-06-19,0.8914,-1.82
2024-06-20,0.8747,-1.87
2024-06-21,0.8744,-0.03
2024-06-24,0.8486,-2.95
2024-06-25,0.8453,-0.39
2024-06-26,0.8701,2.93
2024-06-27,0.8506,-2.24
2024-06-28,0.8553,0.55
2024-06-30,0.8553,0.0
2024-07-01,0.8527,-0.3
2024-07-02,0.8415,-1.31
2024-07-03,0.833,-1.01
2024-07-04,0.8228,-1.22
2024-07-05,0.8234,0.07
2024-07-08,0.7998,-2.87
2024-07-09,0.819,2.4
2024-07-10,0.818,-0.12
2024-07-11,0.8322,1.74
2024-07-12,0.8253,-0.83
