date,unit_nav
2023-07-19,1.0
2023-07-21,0.9949
2023-07-28,1.0074
2023-08-01,1.0083
2023-08-04,0.9755
2023-08-07,0.984
2023-08-08,0.9745
2023-08-09,0.9575
2023-08-10,0.9576
2023-08-11,0.9452
2023-08-14,0.968
2023-08-15,0.9581
2023-08-16,0.9486
2023-08-17,0.94
2023-08-18,0.9384
2023-08-21,0.9634
2023-08-22,0.9572
2023-08-23,0.9778
2023-08-24,0.953
2023-08-25,0.957
2023-08-28,0.9653
2023-08-29,0.9903
2023-08-30,0.996
2023-08-31,1.0029
2023-09-01,1.0026
2023-09-04,1.0025
2023-09-05,1.0065
2023-09-06,1.0
2023-09-07,0.9882
2023-09-08,0.9899
2023-09-11,0.9974
2023-09-12,0.9814
2023-09-13,0.9867
2023-09-14,0.9945
2023-09-15,0.9681
2023-09-18,0.972
2023-09-19,0.9676
2023-09-20,0.9475
2023-09-21,0.9292
2023-09-22,0.933
2023-09-25,0.9375
2023-09-26,0.9226
2023-09-27,0.9267
2023-09-28,0.9374
2023-10-09,0.974
2023-10-10,0.9784
2023-10-11,0.9896
2023-10-12,0.9888
2023-10-13,0.9702
2023-10-16,0.9818
2023-10-17,0.9751
2023-10-18,0.9612
2023-10-19,0.9537
2023-10-20,0.9367
2023-10-23,0.9427
2023-10-24,0.9508
2023-10-25,0.9181
2023-10-26,0.8976
2023-10-27,0.9035
2023-10-30,0.9114
2023-10-31,0.9138
2023-11-01,0.9339
2023-11-02,0.948
2023-11-03,0.9614
2023-11-06,0.9662
2023-11-07,0.9782
2023-11-08,0.9837
2023-11-09,0.9799
2023-11-10,1.0079
2023-11-13,1.0031
2023-11-14,1.0249
2023-11-15,1.0237
2023-11-16,1.0315
2023-11-17,1.03
2023-11-20,1.0438
2023-11-21,1.0324
2023-11-22,1.0328
2023-11-23,1.0317
2023-11-24,1.0263
2023-11-27,1.0251
2023-11-28,1.0287
2023-11-29,1.0271
2023-11-30,1.0187
2023-12-01,1.0191
2023-12-04,1.0026
2023-12-05,1.0102
2023-12-06,1.0007
2023-12-07,1.0237
2023-12-08,1.0293
2023-12-11,1.0368
2023-12-12,1.0486
2023-12-13,1.0566
2023-12-14,1.0552
2023-12-15,1.0613
2023-12-18,1.0692
2023-12-19,1.0738
2023-12-20,1.0601
2023-12-21,1.0751
2023-12-22,1.0749
2023-12-25,1.0756
2023-12-26,1.0815
2023-12-27,1.0813
2023-12-28,1.0813
2023-12-29,1.0746
2023-12-31,1.0745
2024-01-02,1.0457
2024-01-03,1.0395
2024-01-04,1.033
2024-01-05,1.0368
2024-01-08,1.0662
2024-01-09,1.0728
2024-01-10,1.0847
2024-01-11,1.0897
2024-01-12,1.0916
2024-01-15,1.0915
2024-01-16,1.104
2024-01-17,1.096
2024-01-18,1.1153
2024-01-19,1.1473
2024-01-22,1.1488
2024-01-23,1.154
2024-01-24,1.1653
2024-01-25,1.1696
2024-01-26,1.1574
2024-01-29,1.1704
2024-01-30,1.1596
2024-01-31,1.1286
2024-02-01,1.1422
2024-02-02,1.1755
2024-02-05,1.1824
2024-02-06,1.1749
2024-02-07,1.1953
2024-02-08,1.1986
2024-02-19,1.1909
2024-02-20,1.1773
2024-02-21,1.1663
2024-02-22,1.2214
2024-02-23,1.2184
2024-02-26,1.2147
2024-02-27,1.2169
2024-02-28,1.2062
2024-02-29,1.2231
2024-03-01,1.2483
2024-03-04,1.2478
2024-03-05,1.2249
2024-03-06,1.2373
2024-03-07,1.2671
2024-03-08,1.2379
2024-03-11,1.2284
2024-03-12,1.2585
2024-03-13,1.2449
2024-03-14,1.2418
2024-03-15,1.2251
2024-03-18,1.2392
2024-03-19,1.2419
2024-03-20,1.2591
2024-03-21,1.2644
2024-03-22,1.2738
2024-03-25,1.2674
2024-03-26,1.2577
2024-03-27,1.2583
2024-03-28,1.256
2024-03-29,1.256
2024-04-01,1.2654
2024-04-02,1.256
2024-04-03,1.2593
2024-04-08,1.2517
2024-04-09,1.2553
2024-04-10,1.2484
2024-04-11,1.2767
2024-04-12,1.254
2024-04-15,1.231
2024-04-16,1.2349
2024-04-17,1.214
2024-04-18,1.2078
2024-04-19,1.1703
2024-04-22,1.1864
2024-04-23,1.2091
2024-04-24,1.21
2024-04-25,1.2027
2024-04-26,1.2392
2024-04-29,1.2337
2024-04-30,1.2097
2024-05-06,1.263
2024-05-07,1.2609
2024-05-08,1.2609
2024-05-09,1.2585
2024-05-10,1.2629
2024-05-13,1.2669
2024-05-14,1.2789
2024-05-15,1.3073
2024-05-16,1.3041
2024-05-17,1.3011
2024-05-20,1.3161
2024-05-21,1.3177
2024-05-22,1.3179
2024-05-23,1.3239
2024-05-24,1.34
2024-05-27,1.3397
2024-05-28,1.3571
2024-05-29,1.3496
2024-05-30,1.3228
2024-05-31,1.3185
2024-06-03,1.3303
2024-06-04,1.3332
2024-06-05,1.3714
2024-06-06,1.3668
2024-06-07,1.3663
2024-06-11,1.3913
2024-06-12,1.4193
