date,unit_nav
2015-01-05,1.0955
2015-01-06,1.086
2015-01-07,1.0964
2015-01-08,1.1042
2015-01-09,1.1075
2015-01-12,1.111
2015-01-13,1.1186
2015-01-14,1.1142
2015-01-15,1.124
2015-01-16,1.1127
2015-01-19,1.098
2015-01-20,1.1069
2015-01-21,1.1254
2015-01-22,1.1333
2015-01-23,1.15
2015-01-26,1.1537
2015-01-27,1.1487
2015-01-28,1.1496
2015-01-29,1.1384
2015-01-30,1.1346
2015-02-02,1.1343
2015-02-03,1.1371
2015-02-04,1.1419
2015-02-05,1.1468
2015-02-06,1.141
2015-02-09,1.1348
2015-02-10,1.135
2015-02-11,1.1253
2015-02-12,1.1304
2015-02-13,1.141
2015-02-16,1.1424
2015-02-17,1.1459
2015-02-25,1.1466
2015-02-26,1.1519
2015-02-27,1.1503
2015-03-02,1.1539
2015-03-03,1.1458
2015-03-04,1.1346
2015-03-05,1.1253
2015-03-06,1.1238
2015-03-09,1.1225
2015-03-10,1.1122
2015-03-11,1.105
2015-03-12,1.1085
2015-03-13,1.1093
2015-03-16,1.1161
2015-03-17,1.1132
2015-03-18,1.1232
2015-03-19,1.1386
2015-03-20,1.1343
2015-03-23,1.1397
2015-03-24,1.1347
2015-03-25,1.1407
2015-03-26,1.1382
2015-03-27,1.1384
2015-03-30,1.1556
2015-03-31,1.1551
2015-04-01,1.164
2015-04-02,1.1724
2015-04-03,1.1714
2015-04-07,1.1705
2015-04-08,1.222
2015-04-09,1.2457
2015-04-10,1.261
2015-04-13,1.2993
2015-04-14,1.2791
2015-04-15,1.2802
2015-04-16,1.2848
2015-04-17,1.2799
2015-04-20,1.2546
2015-04-21,1.287
2015-04-22,1.2904
2015-04-23,1.2855
2015-04-24,1.2949
2015-04-27,1.3116
2015-04-28,1.3119
2015-04-29,1.3096
2015-04-30,1.297
2015-05-04,1.2961
2015-05-05,1.2799
2015-05-06,1.2744
2015-05-07,1.2572
2015-05-08,1.2706
2015-05-11,1.2769
2015-05-12,1.2638
2015-05-13,1.2561
2015-05-14,1.2575
2015-05-15,1.2817
2015-05-18,1.2709
2015-05-19,1.2763
2015-05-20,1.2715
2015-05-21,1.271
2015-05-22,1.2929
2015-05-25,1.2936
2015-05-26,1.3067
2015-05-27,1.2985
2015-05-28,1.269
2015-05-29,1.2679
2015-06-01,1.276
2015-06-02,1.2705
2015-06-03,1.2807
2015-06-04,1.2779
2015-06-05,1.2646
2015-06-08,1.2678
2015-06-09,1.2525
2015-06-10,1.2387
2015-06-11,1.2488
2015-06-12,1.266
2015-06-15,1.2466
2015-06-16,1.2326
2015-06-17,1.2417
2015-06-18,1.239
2015-06-19,1.242
2015-06-23,1.2726
2015-06-24,1.2757
2015-06-25,1.2661
2015-06-26,1.2445
2015-06-29,1.2146
2015-06-30,1.2272
2015-07-01,1.228
2015-07-02,1.2302
2015-07-03,1.2196
2015-07-06,1.1809
2015-07-07,1.1689
2015-07-08,1.1002
2015-07-09,1.1414
2015-07-10,1.1655
2015-07-13,1.1781
2015-07-14,1.173
2015-07-15,1.1669
2015-07-16,1.1717
2015-07-17,1.188
2015-07-20,1.1922
2015-07-21,1.2027
2015-07-22,1.1908
2015-07-23,1.1966
2015-07-24,1.1839
2015-07-27,1.1477
2015-07-28,1.1539
2015-07-29,1.1593
2015-07-30,1.1543
2015-07-31,1.1608
2015-08-03,1.1506
2015-08-04,1.1501
2015-08-05,1.1554
2015-08-06,1.1491
2015-08-07,1.1571
2015-08-10,1.1554
2015-08-11,1.1756
2015-08-12,1.1645
2015-08-13,1.1853
2015-08-14,1.1831
2015-08-17,1.1743
2015-08-18,1.1581
2015-08-19,1.1432
2015-08-20,1.1233
2015-08-21,1.1066
2015-08-24,1.05
2015-08-25,1.0624
2015-08-26,1.0465
2015-08-27,1.0833
2015-08-28,1.0709
2015-08-31,1.0712
2015-09-01,1.0448
2015-09-02,1.0319
2015-09-07,1.0162
2015-09-08,1.0513
2015-09-09,1.0919
2015-09-10,1.0672
2015-09-11,1.0633
2015-09-14,1.0668
2015-09-15,1.0609
2015-09-16,1.0882
2015-09-17,1.0808
2015-09-18,1.0873
2015-09-21,1.0779
2015-09-22,1.0794
2015-09-23,1.0583
2015-09-24,1.0489
2015-09-25,1.0524
2015-09-28,1.0516
2015-09-29,1.0186
2015-09-30,1.0325
2015-10-08,1.1063
2015-10-09,1.1101
2015-10-12,1.1217
2015-10-13,1.112
2015-10-14,1.1079
2015-10-15,1.1294
2015-10-16,1.1389
2015-10-19,1.1402
2015-10-20,1.1371
2015-10-21,1.1348
2015-10-22,1.1296
2015-10-23,1.1464
2015-10-26,1.1432
2015-10-27,1.1435
