date,unit_nav
2015-01-05,97.655
2015-01-06,97.783
2015-01-07,97.828
2015-01-08,97.927
2015-01-09,98.001
2015-01-12,98.003
2015-01-13,98.079
2015-01-14,98.321
2015-01-15,98.343
2015-01-16,98.418
2015-01-19,98.553
2015-01-20,98.593
2015-01-21,98.675
2015-01-22,98.706
2015-01-23,98.744
2015-01-26,98.801
2015-01-27,98.776
2015-01-28,98.737
2015-01-29,98.725
2015-01-30,98.74
2015-02-02,98.737
2015-02-03,98.714
2015-02-04,98.7
2015-02-05,98.799
2015-02-06,98.85
2015-02-09,98.969
2015-02-10,99.0
2015-02-11,99.123
2015-02-12,99.229
2015-02-13,99.294
2015-02-16,99.422
2015-02-17,99.484
2015-02-25,99.66
2015-02-26,99.691
2015-02-27,99.726
2015-03-02,99.779
2015-03-03,99.677
2015-03-04,99.681
2015-03-05,99.669
2015-03-06,99.597
2015-03-09,99.642
2015-03-10,99.588
2015-03-11,99.7
2015-03-12,99.771
2015-03-13,99.779
2015-03-16,99.815
2015-03-17,99.773
2015-03-18,99.716
2015-03-19,99.749
2015-03-20,99.776
2015-03-23,99.857
2015-03-24,98.256
2015-03-25,98.173
2015-03-26,97.958
2015-03-27,97.827
2015-03-30,97.765
2015-03-31,97.562
2015-04-01,97.687
2015-04-02,97.806
2015-04-03,97.829
2015-04-07,97.887
2015-04-08,97.853
2015-04-09,97.893
2015-04-10,97.947
2015-04-13,98.056
2015-04-14,98.134
2015-04-15,98.327
2015-04-16,98.391
2015-04-17,98.407
2015-04-20,98.795
2015-04-21,98.984
2015-04-22,98.988
2015-04-23,98.985
2015-04-24,98.921
2015-04-27,98.973
2015-04-28,99.079
2015-04-29,99.118
2015-04-30,99.168
2015-05-04,99.251
2015-05-05,99.261
2015-05-06,99.285
2015-05-07,99.393
2015-05-08,99.493
2015-05-11,99.572
2015-05-12,99.674
2015-05-13,99.818
2015-05-14,100.125
2015-05-15,100.204
2015-05-18,100.348
2015-05-19,100.289
2015-05-20,100.299
2015-05-21,100.348
2015-05-22,100.333
2015-05-25,100.37
2015-05-26,100.329
2015-05-27,100.248
2015-05-28,100.165
2015-05-29,100.074
2015-06-01,100.054
2015-06-02,100.104
2015-06-03,100.158
2015-06-04,100.222
2015-06-05,100.237
2015-06-08,100.304
2015-06-09,100.328
2015-06-10,100.328
2015-06-11,100.323
2015-06-12,100.32
2015-06-15,100.307
2015-06-16,100.305
2015-06-17,100.33
2015-06-18,100.341
2015-06-19,98.829
2015-06-23,98.868
2015-06-24,98.855
2015-06-25,98.855
2015-06-26,98.841
2015-06-29,98.889
2015-06-30,98.875
2015-07-01,98.882
2015-07-02,98.891
2015-07-03,98.905
2015-07-06,99.144
2015-07-07,99.49
2015-07-08,99.591
2015-07-09,99.519
2015-07-10,99.583
2015-07-13,99.586
2015-07-14,99.617
2015-07-15,99.644
2015-07-16,99.648
2015-07-17,99.67
2015-07-20,99.761
2015-07-21,99.798
2015-07-22,99.885
2015-07-23,99.968
2015-07-24,100.093
2015-07-27,100.129
2015-07-28,100.224
2015-07-29,100.31
2015-07-30,100.304
2015-07-31,100.371
2015-08-03,100.444
2015-08-04,100.45
2015-08-05,100.542
2015-08-06,100.62
2015-08-07,100.728
2015-08-10,100.811
2015-08-11,100.689
2015-08-12,100.703
2015-08-13,100.688
2015-08-14,100.692
2015-08-17,100.778
2015-08-18,100.777
2015-08-19,100.834
2015-08-20,100.834
2015-08-21,100.875
2015-08-24,100.941
2015-08-25,100.987
2015-08-26,100.984
2015-08-27,100.982
2015-08-28,101.033
2015-08-31,101.095
2015-09-01,101.132
2015-09-02,101.174
2015-09-07,101.205
2015-09-08,101.256
2015-09-09,101.235
2015-09-10,101.205
2015-09-11,101.238
2015-09-14,101.295
2015-09-15,101.333
2015-09-16,101.413
2015-09-17,101.481
2015-09-18,101.527
2015-09-21,101.562
2015-09-22,100.069
2015-09-23,100.073
2015-09-24,100.106
2015-09-25,100.134
2015-09-28,100.208
2015-09-29,100.283
2015-09-30,100.318
2015-10-08,100.457
2015-10-09,100.495
2015-10-12,100.598
2015-10-13,100.703
2015-10-14,100.874
2015-10-15,100.894
2015-10-16,100.939
2015-10-19,101.009
2015-10-20,101.126
2015-10-21,101.239
2015-10-22,101.27
2015-10-23,101.369
