date,unit_nav
2024-01-17,1.0
2024-01-19,0.999
2024-01-26,0.9954
2024-01-31,0.9926
2024-02-01,1.0019
2024-02-02,1.0039
2024-02-05,0.9951
2024-02-06,0.9977
2024-02-07,0.9992
2024-02-08,1.0008
2024-02-19,0.9989
2024-02-20,0.9968
2024-02-21,0.9974
2024-02-22,1.0087
2024-02-23,1.0107
2024-02-26,1.0093
2024-02-27,1.0065
2024-02-28,1.0067
2024-02-29,1.0096
2024-03-01,1.0125
2024-03-04,1.009
2024-03-05,0.9985
2024-03-06,0.9996
2024-03-07,1.0026
2024-03-08,1.0008
2024-03-11,1.0014
2024-03-12,1.0072
2024-03-13,1.0077
2024-03-14,1.005
2024-03-15,1.0001
2024-03-18,1.0015
2024-03-19,1.0102
2024-03-20,1.0201
2024-03-21,1.0262
2024-03-22,1.0173
2024-03-25,1.013
2024-03-26,1.0114
2024-03-27,1.0228
2024-03-28,1.0232
2024-03-29,1.0232
2024-04-01,1.0166
2024-04-02,1.0064
2024-04-03,1.0053
2024-04-08,0.9985
2024-04-09,0.9982
2024-04-10,0.9875
2024-04-11,0.9872
2024-04-12,0.9751
2024-04-15,0.9688
2024-04-16,0.9711
2024-04-17,0.9699
2024-04-18,0.9705
2024-04-19,0.9764
2024-04-22,0.9835
2024-04-23,0.9904
2024-04-24,0.9892
2024-04-25,0.9799
2024-04-26,0.9838
2024-04-29,0.9877
2024-04-30,0.9733
2024-05-06,0.9986
2024-05-07,0.9997
2024-05-08,1.0042
2024-05-09,1.013
2024-05-10,1.0159
2024-05-13,1.0137
2024-05-14,1.0172
2024-05-15,1.0262
2024-05-16,1.0256
2024-05-17,1.0293
2024-05-20,1.0244
2024-05-21,1.0264
2024-05-22,1.0214
2024-05-23,1.0064
2024-05-24,1.0065
2024-05-27,1.0063
2024-05-28,1.0003
2024-05-29,0.9893
2024-05-30,0.981
2024-05-31,0.9951
2024-06-03,0.9921
2024-06-04,0.9954
2024-06-05,0.9977
2024-06-06,0.9996
2024-06-07,0.997
2024-06-11,0.9959
2024-06-12,0.9947
2024-06-13,0.9926
2024-06-14,0.9913
2024-06-17,0.9962
2024-06-18,0.9974
2024-06-19,0.9975
2024-06-20,1.0056
2024-06-21,1.006
2024-06-24,1.0126
2024-06-25,1.0053
2024-06-26,1.006
2024-06-27,1.0072
2024-06-28,1.0059
2024-06-30,1.0059
2024-07-01,1.0071
2024-07-02,1.0116
2024-07-03,1.0112
2024-07-04,1.0111
2024-07-05,1.0129
2024-07-08,1.0121
2024-07-09,1.0111
2024-07-10,1.0225
2024-07-11,1.0233
2024-07-12,1.0292
2024-07-15,1.0345
2024-07-16,1.0536
2024-07-17,1.0596
2024-07-18,1.0455
2024-07-19,1.0364
2024-07-22,1.0375
2024-07-23,1.0338
2024-07-24,1.0203
2024-07-25,1.0218
2024-07-26,1.0377
2024-07-29,1.0371
2024-07-30,1.0429
2024-07-31,1.0451
2024-08-01,1.0322
2024-08-02,1.0169
2024-08-05,0.9901
2024-08-06,0.9971
2024-08-07,0.9918
2024-08-08,1.0101
2024-08-09,1.0114
2024-08-12,1.0079
2024-08-13,1.0184
2024-08-14,1.0236
2024-08-15,1.0375
2024-08-16,1.0413
2024-08-19,1.0468
2024-08-20,1.0438
2024-08-21,1.0449
2024-08-22,1.0392
2024-08-23,1.0528
2024-08-26,1.0513
2024-08-27,1.0534
2024-08-28,1.0488
2024-08-29,1.0565
2024-08-30,1.0603
2024-09-02,1.0588
2024-09-03,1.0445
2024-09-04,1.0459
2024-09-05,1.038
2024-09-06,1.0266
2024-09-09,1.0397
2024-09-10,1.0397
2024-09-11,1.0435
2024-09-12,1.05
2024-09-13,1.0547
2024-09-18,1.0554
2024-09-19,1.0704
2024-09-20,1.066
2024-09-23,1.0657
2024-09-24,1.0675
2024-09-25,1.0553
2024-09-26,1.0642
2024-09-27,1.0636
2024-09-30,1.0635
2024-10-08,1.0677
2024-10-09,1.0762
2024-10-10,1.0776
2024-10-11,1.0877
2024-10-14,1.0926
2024-10-15,1.086
2024-10-16,1.1001
2024-10-17,1.1046
2024-10-18,1.1065
2024-10-21,1.0934
2024-10-22,1.097
2024-10-23,1.0869
2024-10-24,1.084
2024-10-25,1.0744
2024-10-28,1.0846
2024-10-29,1.0803
2024-10-30,1.0796
2024-10-31,1.0678
2024-11-01,1.0734
2024-11-04,1.0679
2024-11-05,1.0758
2024-11-06,1.1137
2024-11-07,1.1241
2024-11-08,1.1271
2024-11-11,1.1404
2024-11-12,1.1331
2024-11-13,1.1353
2024-11-14,1.1296
2024-11-15,1.1225
2024-11-18,1.1203
2024-11-19,1.1173
2024-11-20,1.1212
2024-11-21,1.1328
2024-11-22,1.1438
2024-11-25,1.1546
2024-11-26,1.1578
2024-11-27,1.1557
2024-11-28,1.1543
2024-11-29,1.1589
2024-12-02,1.156
2024-12-03,1.1562
2024-12-04,1.163
2024-12-05,1.1558
2024-12-06,1.1521
2024-12-09,1.1466
2024-12-10,1.1432
2024-12-11,1.1398
2024-12-12,1.1339
2024-12-13,1.1321
2024-12-16,1.1295
2024-12-17,1.1227
2024-12-18,1.0939
2024-12-19,1.0948
2024-12-20,1.1073
2024-12-23,1.1085
2024-12-24,1.1185
2024-12-25,1.1184
2024-12-26,1.1195
