Date,RV_21,RV_63
2018-09-19,5.77291109429199,7.840136417113411
2018-09-20,6.277834407926767,7.837047836504167
2018-09-21,6.290736877963579,7.845950072457894
2018-09-24,6.428607534988035,7.316734841608048
2018-09-25,6.202116606228848,7.326288256396703
2018-09-26,5.755124098323925,7.123593598194379
2018-09-27,5.822229151909984,7.0724622079322526
2018-09-28,5.529154257234723,7.075883722800916
2018-10-01,5.430760628127709,7.088122156527462
2018-10-02,5.440870666058636,7.031458052707851
2018-10-03,5.385318383452672,6.889314577777468
2018-10-04,6.031486592439113,6.955505307188379
2018-10-05,6.267570996368475,6.8735796664258375
2018-10-08,6.222323121390212,6.848765527204819
2018-10-09,6.2262652190566845,6.672691390854059
2018-10-10,12.538179501213753,9.112844592195668
2018-10-11,14.375984401811733,10.12319937270069
2018-10-12,15.212576065342956,10.514109750959332
2018-10-15,15.229209320870648,10.536833786088726
2018-10-16,17.36128605857692,11.420841259996697
2018-10-17,17.201566969349376,11.394330775632836
2018-10-18,17.743549408802,11.758722370895734
2018-10-19,17.35708842887112,11.75244526539183
2018-10-22,17.35673534915963,11.736610973679566
2018-10-23,17.374395183482548,11.637285915636852
2018-10-24,19.771495282363105,13.071656568074
2018-10-25,21.21666373348921,13.547423986227546
2018-10-26,21.65371239543104,13.942094696175051
2018-10-29,21.599637809210332,13.926532929950723
2018-10-30,22.47013427149528,14.276513843832248
2018-10-31,23.016377887786653,14.404918382750962
2018-11-01,23.497336360903766,14.547199987364861
2018-11-02,23.45682906498666,14.563485040647587
2018-11-05,23.610200717227308,14.594755337589582
2018-11-06,23.789848573825214,14.659780248768742
2018-11-07,25.14435609391223,15.298927553628488
2018-11-08,22.544829523144212,15.244977759080433
2018-11-09,21.370019656221785,15.351532353932946
2018-11-12,21.879544222368143,15.734304743536413
2018-11-13,21.807877726626984,15.673862083274127
2018-11-14,20.345574595944193,15.626869462547488
2018-11-15,20.768238304987165,15.76273467644108
2018-11-16,20.23124815676416,15.765876464861192
2018-11-19,21.023297006258005,16.087724345165263
2018-11-20,21.85138743463838,16.47154929649756
2018-11-21,21.89079283504319,16.49699683054495
2018-11-23,19.349052341208747,16.470492387558142
2018-11-26,19.147034997601008,16.73808556047981
2018-11-27,18.12131194453015,16.75916477345328
2018-11-28,19.545232430870282,17.395929825499408
2018-11-29,19.015518667489104,17.38570904860863
2018-11-30,18.79148410627022,17.439567367089204
2018-12-03,18.979100328043195,17.65842807177942
2018-12-04,22.157425394806552,18.77599099556476
2018-12-06,22.06226798633845,18.77145866455677
2018-12-07,23.249570132512886,19.295104303194055
2018-12-10,21.70744864431868,19.296054798507438
2018-12-11,21.731298158581172,19.27656847478638
2018-12-12,21.736991132853433,19.315938420569424
2018-12-13,20.88089157899681,19.26249092752061
2018-12-14,21.72348957290899,19.56270264495107
2018-12-17,22.52238577309943,19.880164030532637
2018-12-18,22.03225403964293,19.825722943439192
2018-12-19,22.293762057031,19.985369239913513
2018-12-20,22.251717105910632,20.069606665342167
2018-12-21,22.423744725845488,20.383766588740777
2018-12-24,23.525453885294166,20.919412911179045
2018-12-26,30.473002410720586,23.521518012874886
2018-12-27,29.947469570354123,23.607559261330323
2018-12-28,29.86393330097036,23.58621265249067
2018-12-31,28.659089269135656,23.685442328391908
2019-01-02,28.707658185727247,23.66695013395968
2019-01-03,29.267183231197492,24.05657639177256
2019-01-04,31.634568974967696,25.112191889829777
2019-01-07,30.176868274721098,25.162145618699448
2019-01-08,30.455316483273325,25.250084905325437
2019-01-09,29.512878767583395,25.279086137953566
2019-01-10,29.53608712757375,25.299371892618478
2019-01-11,29.536685585209216,24.544799793003737
2019-01-14,29.52564349509525,24.192173168872262
2019-01-15,29.84249788351827,24.137997166084407
2019-01-16,29.12319763526724,24.125166231595458
2019-01-17,28.263069108730786,23.751352699403416
2019-01-18,28.515037375690184,23.918380272310046
2019-01-22,28.408593143289252,23.8974581284094
2019-01-23,27.57145764113918,23.9034342486086
2019-01-24,26.196110973694097,23.891100446538534
2019-01-25,23.684600281441135,23.938254765037588
2019-01-28,17.77269017787026,23.199896324421097
2019-01-29,17.771722868647693,22.91675700140699
2019-01-30,18.24499358794836,22.860327971447447
2019-01-31,18.24712949055488,22.890513274595126
2019-02-01,18.258803509750756,22.70588971419073
2019-02-04,15.266578361274524,22.649782960422694
2019-02-05,11.265512632280734,22.56609149301774
2019-02-06,11.295082395170466,22.53406819536163
2019-02-07,11.901978691848473,22.591562178376982
2019-02-08,11.881615771560057,22.55656904021163
2019-02-11,11.88636411399547,22.129416791714835
2019-02-12,12.426893832893311,22.285443778979726
2019-02-13,12.00297006638944,22.209945506550355
2019-02-14,11.745467160971087,21.88758915853099
2019-02-15,12.096797063125459,21.984861495940354
2019-02-19,11.981537201824999,21.935955864954224
2019-02-20,11.336696994186832,21.84783921829827
2019-02-21,10.060114212449687,21.858540991383006
2019-02-22,10.134299334009606,21.602816923056125
2019-02-25,10.1156965312107,21.24349418727957
2019-02-26,9.969895627018932,21.24100218087502
2019-02-27,9.356754361208376,21.185628484898043
2019-02-28,9.384827448903371,20.97121600868053
2019-03-01,8.209133627203471,20.99328964602887
2019-03-04,8.090632743338778,20.522054438301744
2019-03-05,8.149314459788556,20.51850583379452
2019-03-06,8.30202041140728,20.52654519594413
2019-03-07,8.807648402882695,20.426693395988185
2019-03-08,8.828217268840993,19.347433353751452
2019-03-11,9.36188410333644,19.546938392271578
2019-03-12,9.395049476690875,18.94186919426163
2019-03-13,9.545910880382882,18.973611611220626
2019-03-14,8.695578536900205,18.97609959223573
2019-03-15,8.765359479926842,18.97531040404464
2019-03-18,8.702288752053354,18.979233467130328
2019-03-19,8.023076933302944,18.554694592496965
2019-03-20,8.14038845027204,18.07612404002479
2019-03-21,8.9028950940851,18.165314529381344
2019-03-22,11.30661366519366,18.346254648657073
2019-03-25,11.12447779777383,17.979393201788596
2019-03-26,11.399109323739873,17.40744859486207
2019-03-27,11.565052404937303,16.46286956786514
2019-03-28,11.623296650112128,13.325481902398902
2019-03-29,11.760336802446785,13.305997017430387
2019-04-01,12.230957464506975,13.425852418217325
2019-04-02,12.10926828715614,13.368302467835008
2019-04-03,12.069317766215349,13.366927259376046
2019-04-04,11.758781904190764,12.265886539969845
2019-04-05,11.182142720920657,10.5575967174495
2019-04-08,11.080117924355006,10.498652709458991
2019-04-09,10.507338816345595,10.489456605531212
2019-04-10,10.499196397020834,10.479040844370822
2019-04-11,10.36341808867626,10.481845795023192
2019-04-12,10.496705792783679,10.52404976368534
2019-04-15,10.459320512022563,10.411142807436685
2019-04-16,10.432504167693791,10.233497137372526
2019-04-17,10.5089260946023,10.268069261999985
2019-04-18,10.400203208617716,10.198802026666586
2019-04-22,9.764613491832703,9.920118990908282
2019-04-23,6.900348530593338,9.555808818566442
2019-04-24,7.000788759640473,9.589713881878568
2019-04-25,6.7955109139622385,9.598335000691245
2019-04-26,6.3519724455882525,9.519312238547123
2019-04-29,6.333094577681626,9.331894213891172
2019-04-30,6.173691583746662,9.31381002635651
2019-05-01,5.889488682147523,9.054458609680253
2019-05-02,5.989387552835761,8.958711866365931
2019-05-03,6.742131445164203,9.116992764995446
2019-05-06,6.968941962274126,9.1118660168132
2019-05-07,9.10909405520636,9.771373386125525
2019-05-08,9.114786101574317,9.772518394722205
2019-05-09,9.000266534107256,9.574180720899944
2019-05-10,9.097460990556455,9.607592263884825
2019-05-13,12.5884238076253,10.945157745195058
2019-05-14,12.795766963595856,10.798700828775914
2019-05-15,13.019111566801014,10.836549999435729
2019-05-16,13.472744509503764,10.95508875757698
2019-05-17,13.622780402109285,10.858267271700244
2019-05-20,13.744475004314236,10.949603297772875
2019-05-21,14.166793945066184,11.079609583546208
2019-05-22,13.747273189961703,11.07298520964339
2019-05-23,14.269379404053911,11.301371204074611
2019-05-24,14.330524117504767,11.306513145180872
2019-05-28,14.392368357709861,11.466544039807705
2019-05-29,14.408092746689169,11.548405583880808
2019-05-30,14.489416857844242,11.55451107525481
2019-05-31,14.894569417656761,11.80046260006713
2019-06-03,14.89335080221201,11.789253576547273
2019-06-04,16.628562606673388,12.572265201000116
2019-06-05,17.026101569768365,12.620283724812866
2019-06-06,16.31409739483097,12.549991834917144
2019-06-07,16.703527729301996,12.674712173542519
2019-06-10,16.734263596738877,12.392556763647287
2019-06-11,16.65113166851015,12.378019272226263
2019-06-12,13.920466010636929,12.32645429875239
2019-06-13,13.677021382927004,12.345426492007205
2019-06-14,13.582868847119887,12.317374168047774
2019-06-17,13.223193260342914,12.300642238538266
2019-06-18,13.429005160405858,12.463698160235639
2019-06-19,13.13513166056112,12.44686660868647
2019-06-20,13.173271587915803,12.391596936452443
2019-06-21,13.113490324586799,11.726250883234355
2019-06-24,12.170189797320779,11.729188693429679
2019-06-25,12.857730903845225,11.846201845315722
2019-06-26,12.280068583754668,11.791389606713167
2019-06-27,11.869914118344022,11.789010805601718
2019-06-28,11.906178515333641,11.768580321331301
2019-07-01,10.555897165106163,11.674361166317565
2019-07-02,10.32289513246788,11.680998707639558
2019-07-03,8.222845381560077,11.771856907263638
2019-07-05,8.110621865198274,11.77161447069487
2019-07-08,8.476070791021264,11.806392520238909
2019-07-09,7.993923070734958,11.807182120975119
2019-07-10,8.001426540482317,11.779476979995811
2019-07-11,7.968693650433897,11.771723273408737
2019-07-12,7.8966088895217075,11.793960862765976
2019-07-15,7.891221553293384,11.731687419122931
2019-07-16,8.049326560966916,11.757893403496547
2019-07-17,8.561075091388599,11.84547283067285
2019-07-18,7.9762291538644465,11.846136320109862
2019-07-19,8.306171939362374,11.906155512527308
2019-07-22,7.719259365717626,11.912449202363739
2019-07-23,8.004364991640681,11.863975371853035
2019-07-24,8.063257195965601,11.880550179257215
2019-07-25,7.350228000756898,11.927336381306928
2019-07-26,7.503351079420582,11.963330990144147
2019-07-29,7.582653475030606,11.97094592663305
2019-07-30,7.592814958075785,11.985618394700353
2019-07-31,8.13777903780452,12.096258135789316
2019-08-01,8.662607640341424,12.22353143571109
2019-08-02,8.46761425273201,12.16770273273322
2019-08-05,13.158877062693394,13.55351501689964
2019-08-06,14.261174634588302,13.443097004103738
2019-08-07,14.246751659620008,13.439793264223182
2019-08-08,15.902220935212108,13.977061534056933
2019-08-09,15.992839087468536,14.02141189217316
2019-08-12,16.28933684402802,13.287811070265382
2019-08-13,17.38094213056078,13.520002703617251
2019-08-14,19.959417551626395,14.761586820006064
2019-08-15,19.978272798998976,14.652606151800471
2019-08-16,20.734141054127267,14.887164080156886
2019-08-19,21.19574972001535,15.003224396223713
2019-08-20,21.296139377317306,14.992825154149786
2019-08-21,21.347794331728966,15.057293212095132
2019-08-22,21.245257440041918,14.835834169340748
2019-08-23,22.843183614862056,15.740914459096404
2019-08-26,23.10895138379597,15.765738493567397
2019-08-27,23.11649042158022,15.722659553637877
2019-08-28,23.339493713085027,15.769852520639297
2019-08-29,23.61541950973076,15.685558521128378
2019-08-30,23.433192882258318,15.671451210236265
2019-09-03,23.374982253574878,15.161295517400974
2019-09-04,20.99257331694062,15.228367527156836
2019-09-05,20.91080629039601,15.3781306669388
2019-09-06,20.90953101238843,15.265418930884906
2019-09-09,19.868259524271398,15.244794557599079
2019-09-10,19.68002511963423,15.24477601214705
2019-09-11,19.16299365210123,15.291631969024172
2019-09-12,18.53491311219417,15.286313047040453
2019-09-13,14.755953099890897,15.284341797887329
2019-09-16,14.8983875254609,15.303505957150762
2019-09-17,14.22615696871658,15.17923697678311
2019-09-18,13.750897978732054,15.175310671194447
2019-09-19,13.362640485068036,15.065141539290568
2019-09-20,13.337306165444874,15.095547135949031
2019-09-23,13.336191465976476,15.092728190829593
2019-09-24,9.754554208409584,15.043890251309785
2019-09-25,9.308714760215741,15.081337455078375
2019-09-26,9.187246415003267,15.077183903831873
2019-09-27,9.31816952022995,15.090173952525046
2019-09-30,8.44154419860646,15.011368125122118
2019-10-01,9.533974855458546,15.194945993831096
2019-10-02,11.230894645362634,15.505490630455599
2019-10-03,10.869254745046785,15.601236286363823
2019-10-04,10.973434045020227,15.806265210734683
2019-10-07,11.051808019426076,15.827551885157506
2019-10-08,12.189587315836848,16.09110283154613
2019-10-09,12.751129751031446,16.203910256658798
2019-10-10,12.723594911900149,16.23779882814825
2019-10-11,13.23304802526097,16.37594487813111
2019-10-14,13.23447095866179,16.36322585310912
2019-10-15,13.682189216115884,16.429577982755166
2019-10-16,13.663623558984444,16.418347086049106
2019-10-17,13.703764990005304,16.387423959965723
2019-10-18,13.785980598049472,16.40677059726047
2019-10-21,13.89020324820757,16.400548696760783
2019-10-22,13.94469116624635,16.38740641705763
2019-10-23,13.6602875857152,16.368161447123537
2019-10-24,13.533429955908158,16.316545538498374
2019-10-25,13.556161427675853,16.332042349059112
2019-10-28,13.462646478244524,16.360276182719826
2019-10-29,13.416006273724241,16.202617189066107
2019-10-30,12.570288541125718,16.10292635094658
2019-10-31,10.5608852422727,16.031879784814144
2019-11-01,10.637506636624366,14.851691742204892
2019-11-04,9.884092621970817,14.637507420074861
2019-11-05,9.681434716072205,14.644117773598007
2019-11-06,7.290375198178264,14.153356910436818
2019-11-07,6.902416377183362,14.077636237507871
2019-11-08,6.742801765126371,13.822485103764096
2019-11-11,6.264832816390607,13.523984713398743
2019-11-12,6.1674866670633754,12.019435197970264
2019-11-13,5.485548521586912,12.019006022794613
2019-11-14,5.359641589154666,11.709501733886011
2019-11-15,5.677761762637959,11.567237791950964
2019-11-18,5.216963103822113,11.428812020720338
2019-11-19,5.004138718094717,11.346226187328503
2019-11-20,5.067682384847244,11.384485511378784
2019-11-21,5.186954339414377,10.0203854926128
2019-11-22,5.190682491275486,9.830188783163345
2019-11-25,5.552845043149422,9.855812529324407
2019-11-26,5.380303831949748,9.792468584369063
2019-11-27,5.413042004695329,9.53844189769919
2019-11-29,5.726972965747102,9.584407875665896
2019-12-02,6.568579365923154,9.678149355732048
2019-12-03,6.4591048771462,9.580713292786097
2019-12-04,6.646485478103371,9.332508395615474
2019-12-05,6.6265093897038945,9.334645296674676
2019-12-06,7.223680606993874,9.48101876148082
2019-12-09,7.321123488665804,9.513698017627533
2019-12-10,7.328940502128026,9.437617979553073
2019-12-11,7.298912615547147,9.431293225946572
2019-12-12,7.762203926413464,9.55544488980506
2019-12-13,7.7583392756490355,9.52112226579425
2019-12-16,7.997582654015205,9.589235627306943
2019-12-17,7.729741870173991,9.590340691185832
2019-12-18,7.738104513240519,9.589714058299876
2019-12-19,7.78423929077057,9.53613427631443
2019-12-20,7.622325662378479,9.553609564004763
2019-12-23,7.5261531272450615,9.372659275829262
2019-12-24,7.55253527356016,9.331355968585243
2019-12-26,7.3540585921653525,9.34017245592712
2019-12-27,7.381211948587696,9.243494553857676
2019-12-30,7.687605768633025,9.325427858717598
2019-12-31,7.498041535833622,8.9304675933517
2020-01-02,7.072800288526312,8.167109991373776
2020-01-03,7.216907439005691,8.28892528987895
2020-01-06,7.096940492864498,7.9491805505882125
2020-01-07,7.295732994290445,7.9086348551438315
2020-01-08,6.927417021972519,7.1354612970463265
2020-01-09,6.911328842039505,7.039015980285103
2020-01-10,7.038770079524246,7.032208724136561
2020-01-13,7.229446797018492,6.89191088664845
2020-01-14,6.953036914585635,6.898784649949026
2020-01-15,6.9419713788649,6.694526183668266
2020-01-16,7.093249780777346,6.796891965268475
2020-01-17,7.076232793938483,6.798133243236581
2020-01-21,7.183366366964251,6.727219207065815
2020-01-22,7.166044404552216,6.6567350434809835
2020-01-23,7.102860606800619,6.582025803055008
2020-01-24,7.984137552116737,6.9123597350120844
2020-01-27,9.950860149036131,7.753042593289401
2020-01-28,10.423599350334714,7.950506800385925
2020-01-29,10.431394205509685,7.914304088583875
2020-01-30,10.228699098451713,7.9176651040028565
2020-01-31,12.167859331909707,8.815686787572204
2020-02-03,11.997989904778771,8.876730121744366
2020-02-04,12.783071445908298,9.176285251752
2020-02-05,13.26822535345385,9.389532596414238
2020-02-06,13.195154533130053,9.384238269823227
2020-02-07,13.337022025549029,9.477875587063348
2020-02-10,13.374273388522283,9.546518093586826
2020-02-11,13.293870873303238,9.544352583337798
2020-02-12,13.274376454022258,9.573215490321859
2020-02-13,13.263371429480685,9.586482454405626
2020-02-14,13.260175584949327,9.583619505349326
2020-02-18,13.07600466286889,9.617924815030362
2020-02-19,13.124814325349297,9.569807220077488
2020-02-20,13.20497403290849,9.632176949544567
2020-02-21,13.757770087156146,9.904059722850437
2020-02-24,17.990752353635084,12.019349824855285
2020-02-25,20.48640028788106,13.519465584114304
2020-02-26,19.883913691414136,13.535826319799376
2020-02-27,24.359266278488832,16.17472376564299
2020-02-28,24.325788657086754,16.178408357525008
2020-03-02,29.37620392995473,18.40588547073614
2020-03-03,30.284929970046985,19.256044612783757
2020-03-04,33.951497691183164,20.984490107105657
2020-03-05,35.07812061750079,21.987040329468346
2020-03-06,34.881500546583396,22.187719036003802
2020-03-09,42.884851151150436,27.06179126593681
2020-03-10,47.778251795788385,29.033890890429603
2020-03-11,49.6738111644848,30.554435972640615
2020-03-12,57.82760216742074,35.85344636514083
2020-03-13,67.02474776602597,40.00400116324324
2020-03-16,75.24642812829752,45.33404948760006
2020-03-17,78.80871243726259,46.78664900681285
2020-03-18,79.79955187324447,47.69443963245847
2020-03-19,79.72218321020605,47.702714397840936
2020-03-20,80.20100783776076,48.332410955992735
2020-03-23,80.21989585996573,48.477448633795376
2020-03-24,88.22369173995637,52.093446839399725
2020-03-25,88.40839208482659,52.21847991509897
2020-03-26,91.47690116183719,53.664058662379475
2020-03-27,90.82290337476505,53.91145438845262
2020-03-30,91.78704647235988,54.37952199653314
2020-03-31,90.20590635245459,54.43224195833978
2020-04-01,90.88040749819542,55.069545352215584
2020-04-02,89.80821700564717,55.26827779817135
2020-04-03,89.39041789554359,55.30660105864983
2020-04-06,92.96305980126505,57.06737722772783
2020-04-07,88.92581351661876,57.07153410899254
2020-04-08,87.8128123176755,57.50436360562584
2020-04-09,86.18188601113023,57.58089543627833
2020-04-13,78.66324988508369,57.599153300861246
2020-04-14,73.82085570666605,57.91580752168416
2020-04-15,62.18088788742639,58.049624779128614
2020-04-16,59.887755598757344,58.05930341561558
2020-04-17,56.64114144609825,58.31160054940243
2020-04-20,57.366605994095444,58.391993023238534
2020-04-21,56.076869226871686,58.669988351645856
2020-04-22,54.79217701548872,58.872646687709704
2020-04-23,46.666726065561534,58.87052204588944
2020-04-24,46.645784135948794,58.938482293884384
2020-04-27,42.87323785922246,58.95032491245315
2020-04-28,41.164488877967344,58.906866289666105
2020-04-29,40.70965844783186,59.16414709227409
2020-04-30,40.39566749232093,59.18142234432968
2020-05-01,37.88061531218687,59.301910275390945
2020-05-04,37.43868584705231,59.281564155049814
2020-05-05,36.70761772880423,59.22531110497328
2020-05-06,29.72918741649359,59.175648824098595
2020-05-07,29.85840993305074,59.231914425440436
2020-05-08,28.27880175059131,59.3369716147169
2020-05-11,27.955265503670784,59.31160473034637
2020-05-12,28.763371822197943,59.424027239672895
2020-05-13,27.71153066798464,59.485508103290606
2020-05-14,26.9130967767602,59.55131713782813
2020-05-15,26.909974408422837,59.5615539946303
2020-05-18,27.344426821566152,59.909601548556026
2020-05-19,26.80968888830204,59.923045068211536
2020-05-20,24.56183286209328,60.034745023680614
2020-05-21,23.924500888261225,60.01778418684127
2020-05-22,23.904970154815675,59.66607354335643
2020-05-26,23.814493554866583,59.411592821296274
2020-05-27,23.843454453036067,59.47972095374914
2020-05-28,23.753756445625605,58.76566140570824
2020-05-29,22.21112761194492,58.759676517617834
2020-06-01,21.842986917333253,58.13691754471729
2020-06-02,19.190479060520303,57.85110475584722
2020-06-03,19.440340017924036,57.3093390609568
2020-06-04,19.523213755772392,56.898264102988584
2020-06-05,20.455076108480394,56.989492752197265
2020-06-08,20.453702765112457,54.652781041903
2020-06-09,20.53070728137314,53.794893593799955
2020-06-10,20.77868281349045,52.81175701388132
2020-06-11,28.849381042096123,50.41660013157026
2020-06-12,28.063694893754253,47.63404934132804
2020-06-15,27.98336298315876,41.86808141590212
2020-06-16,28.496687164910465,40.754509068533096
2020-06-17,26.994559047154176,39.26311538409443
2020-06-18,26.59701854287127,39.26895347369272
2020-06-19,26.281008757840684,38.119427221155526
2020-06-22,26.10339994505769,37.60749735547462
2020-06-23,26.10825960871979,33.411523301786595
2020-06-24,27.642653949502687,33.86155338843857
2020-06-25,27.419154957620613,32.02107345788923
2020-06-26,28.720133133498482,31.79323671380001
2020-06-29,29.14253094303372,31.317117722809396
2020-06-30,29.43739206337887,31.174617747452167
2020-07-01,29.3990145634497,29.6086359295511
2020-07-02,29.10173708768881,29.3545642546604
2020-07-06,29.535707222209002,29.214056529598036
2020-07-07,28.39690650495386,26.394028040057332
2020-07-08,28.192559593561956,26.408242505220958
2020-07-09,28.146903527515853,25.72043456494289
2020-07-10,28.327191919552785,25.638775660143313
2020-07-13,19.405034444816387,25.630804651165896
2020-07-14,19.469024535530245,25.127212137516036
2020-07-15,19.461883803331858,24.7143926362047
2020-07-16,18.568748510827643,24.737170206246876
2020-07-17,18.461558546497837,24.22698676792095
2020-07-20,18.579904701237535,23.923854395705803
2020-07-21,18.360175182336786,22.977395437613634
2020-07-22,18.343488139458188,22.650237972632013
2020-07-23,18.986785879167467,22.832219743092846
2020-07-24,16.53252236965882,22.780380613506566
2020-07-27,16.36244106012197,22.668978858153253
2020-07-28,13.754735089280345,22.69252827482912
2020-07-29,13.52468269050615,22.257242265545802
2020-07-30,13.240162297976873,22.170015738839417
2020-07-31,13.283225630272247,21.435313255827293
2020-08-03,13.335230902561667,21.454313476445023
2020-08-04,12.496390904918574,21.412593973202053
2020-08-05,11.742460414309503,21.342810106701574
2020-08-06,11.69555052359438,21.272660981968883
2020-08-07,11.319034806774557,21.084606736261904
2020-08-10,11.009223299106488,21.080793274636353
2020-08-11,10.958248503155806,20.705388097560743
2020-08-12,11.080528423201253,20.415221514004
2020-08-13,10.927252812529657,20.35661900691718
2020-08-14,10.776323583487352,20.360717158357456
2020-08-17,10.778570154112048,19.567737740231316
2020-08-18,10.576112725983565,19.400769193283036
2020-08-19,10.794435635938925,19.219000697170426
2020-08-20,10.713084227570135,19.130688798020635
2020-08-21,9.51443503091536,19.132073743530803
2020-08-24,9.306458409449947,19.09137290981025
2020-08-25,9.187436683334042,18.921893919580853
2020-08-26,8.830166828675285,18.969676991120938
2020-08-27,8.277855017732398,18.96475585352542
2020-08-28,7.952386002457266,18.980082795372606
2020-08-31,8.201235325013327,18.977689388017048
2020-09-01,8.384665850544488,18.900428851744515
2020-09-02,9.22911244012958,19.03609676396473
2020-09-03,16.09078507704603,19.820717687857634
2020-09-04,16.35797279615189,19.791451726938945
2020-09-08,19.11491442115835,20.524660446561903
2020-09-09,20.305510810097182,20.83045987138017
2020-09-10,21.042519851919867,17.497461979808683
2020-09-11,20.444815887399532,17.376147628036144
2020-09-14,20.965725127710044,17.46194852630486
2020-09-15,21.029334610973898,17.109019440561752
2020-09-16,21.062854277490832,17.10696771757727
2020-09-17,21.276011638802235,17.22829516997057
2020-09-18,21.593915096231058,17.363335089256434
2020-09-21,21.842404355584186,17.50407211110081
2020-09-22,22.148756499146025,17.587186527111335
2020-09-23,23.024176462814943,17.450310965332555
2020-09-24,22.99922009350677,17.34319866419082
2020-09-25,23.514400347516613,16.863549917640587
2020-09-28,24.379984418365087,16.927145569637357
2020-09-29,24.227481301278733,16.828942073355677
2020-09-30,24.455273542187133,16.837185266408735
2020-10-01,24.305599674104222,16.847638772018687
2020-10-02,23.689429358530308,16.737199061273483
2020-10-05,21.78674948038342,16.910116999247524
2020-10-06,22.15250406540702,17.144729689956346
2020-10-07,20.78111620914353,17.3970651157323
2020-10-08,19.885854582225463,17.370417803546296
2020-10-09,18.918317169100128,17.313453239781808
2020-10-12,19.5157151905403,17.40694988758612
2020-10-13,19.391322512572852,17.416498826708825
2020-10-14,19.55438543904217,17.459872691010343
2020-10-15,19.483417586842965,17.465167883307615
2020-10-16,19.14348257380264,17.415340810553303
2020-10-19,19.509335192922368,17.72111651193281
2020-10-20,18.953979324423265,17.705847850250002
2020-10-21,18.789421746078354,17.52287283335761
2020-10-22,16.460231902569543,17.47740357598002
2020-10-23,16.459294172465412,17.44014729687677
2020-10-26,17.378920706127793,17.817322045202307
2020-10-27,16.564003827522843,17.689303334277955
2020-10-28,20.43339264555747,19.004790008786614
2020-10-29,20.586498745294254,19.047418921709962
2020-10-30,20.68633610088159,19.117659072967257
2020-11-02,20.911865043431035,19.2343040961309
2020-11-03,20.90107830076593,19.514395475091323
2020-11-04,21.686976432339367,19.967883043502262
2020-11-05,21.892386193807162,20.323612536871863
