date,value,daily_return,drawdown
2019-08-22,1157304.59439,0.002948255785661491,-0.09086564897467159
2019-08-23,1156283.9943900001,-0.0008818767375047276,-0.09166739341010727
2019-08-26,1197070.04229,0.03527338274842817,-0.05962742971498452
2019-08-27,1208118.79545,0.009229830143325346,-0.05094795061981148
2019-08-28,1208804.79545,0.0005678249544527336,-0.05040905518309881
2019-08-29,1222134.3341500002,0.01102703989111653,-0.039937877954359775
2019-08-30,1209470.3341500002,-0.010362199674889161,-0.049886233363294494
2019-09-02,1204404.7341500001,-0.004188279660087835,-0.05386557552686846
2019-09-03,1217068.7341500001,0.010514737812731711,-0.04391722011793373
2019-09-04,1268991.1341500003,0.042661846897465994,-0.0031289629413012716
2019-09-05,1280388.7341500001,0.00898162303366612,0.0
2019-09-06,1210736.7341500001,-0.05439910407071746,-0.05439910407071742
2019-09-09,1202416.7195500003,-0.006871861045697036,-0.06089714203223011
2019-09-10,1198341.1195500002,-0.003389507093285782,-0.06408023783063678
2019-09-11,1184076.51955,-0.011903622238513156,-0.07522107312505992
2019-09-12,1182348.0538800003,-0.0014597584205594538,-0.07657102695072154
2019-09-16,1184008.5538800003,0.001404408790246503,-0.07527415518380276
2019-09-17,1160761.5538800003,-0.01963414869243929,-0.09343035992066556
2019-09-18,1157440.5538800003,-0.0028610527191386126,-0.09602410345450312
2019-09-19,1167403.5538800003,0.008607785485484909,-0.08824287285299048
2019-09-20,1169064.0538800003,0.0014223873094107997,-0.08694600108607171
2019-09-23,1162422.0538800003,-0.005681467989675948,-0.09213348815374679
2019-09-24,1163384.3414100003,0.0008278297256905098,-0.09138192926828151
2019-09-25,1140794.7414100005,-0.019417142895890915,-0.10902469618546795
2019-09-26,1136005.7691500005,-0.004197926310635758,-0.11276494485547767
2019-09-27,1140288.1691500007,0.003769699165528273,-0.10942033560847186
2019-09-30,1132793.9691500007,-0.0065721983291173736,-0.11527340179073178
2019-10-08,1125299.7691500005,-0.006615677876201542,-0.12112646797299188
2019-10-09,1124229.1691500007,-0.0009513909354202932,-0.1219626202847432
2019-10-10,1119946.7691500008,-0.003809187768395783,-0.12530722953174883
2019-10-11,1126765.8531100007,0.006088757205108486,-0.11998143762330402
2019-10-14,1126798.8531100007,2.928736250651376e-05,-0.11995566420065522
2019-10-15,1127073.8531100007,0.00024405420651696375,-0.11974088567858195
2019-10-16,1126486.8814900005,-0.000520792509187018,-0.12019931803146411
2019-10-17,1124393.0814900005,-0.0018586989643684104,-0.12183460264788964
2019-10-18,1122299.2814900004,-0.0018621601595284476,-0.12346988726431517
2019-10-21,1127533.7814900004,0.004664085673342422,-0.11938167572325144
2019-10-22,1140096.5814900002,0.011141839123789632,-0.10956996802469866
2019-10-23,1140096.5814900002,0.0,-0.10956996802469866
2019-10-24,1140096.5814900002,0.0,-0.10956996802469866
2019-10-25,1139049.6814900006,-0.0009182555381680446,-0.11038761033291114
2019-10-28,1140096.5814900002,0.0009190995063799168,-0.10956996802469866
2019-10-29,1143597.85043,0.0030710283644777014,-0.10683543213991971
2019-10-30,1144642.1504300002,0.0009131706566318787,-0.10601982046500653
2019-10-31,1146730.7504300002,0.001824675073528903,-0.10438859711518017
2019-11-01,1148819.35043,0.001821351698484408,-0.102757373765354
2019-11-04,1155085.1504300002,0.005454121222500996,-0.0978637037158751
2019-11-05,1162395.25043,0.006328624341918498,-0.09215442199148322
2019-11-06,1149863.6504300002,-0.010780842398800283,-0.10194176209044083
2019-11-07,1154040.85043,0.003632778545906712,-0.09867931539078828
2019-11-08,1154040.85043,0.0,-0.09867931539078828
2019-11-11,1141509.25043,-0.010858887703438569,-0.10846665548974607
2019-11-12,1146042.9567500001,0.003971677249476668,-0.10492577278820475
2019-11-13,1142511.3567500003,-0.0030815598832480973,-0.10768399761930994
2019-11-14,1120438.85675,-0.019319282797142567,-0.12492290281371818
2019-11-15,1123087.5567500002,0.002363984419179399,-0.12285423419038907
2019-11-18,1138096.85675,0.013364318667579145,-0.11113177865819174
2019-11-19,1140745.5567500002,0.0023273063134221506,-0.10906311003486262
2019-11-20,1132799.4567500001,-0.006965707604979499,-0.11526911590484959
2019-11-21,1116907.2567500002,-0.014029138083800463,-0.12768112764482337
2019-11-22,1117119.73178,0.00019023515937943714,-0.12751518192511122
2019-11-25,1124140.23178,0.0062844651296363185,-0.12203208150978255
2019-11-26,1141876.23178,0.015777391021684517,-0.10818003835526804
2019-11-27,1138550.73178,-0.0029123121293243015,-0.11077729644673952
2019-11-28,1145201.73178,0.0058416369287312975,-0.10558278026379658
2019-11-29,1143723.73178,-0.0012906023096059815,-0.10673711719333945
2019-12-02,1152961.23178,0.008076688227517614,-0.09952251138369649
2019-12-03,1139659.23178,-0.0115372482901821,-0.10991154374958235
2019-12-04,1125987.73178,-0.011996129736646655,-0.12058916034785395
2019-12-05,1131160.73178,0.004594188599037707,-0.1165489810944539
2019-12-06,1130052.23178,-0.0009799668330562339,-0.11741473379161105
2019-12-09,1139714.25092,0.008550064207900165,-0.10986857309658257
2019-12-10,1136291.85092,-0.003002857950786586,-0.11254151132910452
2019-12-11,1140569.85092,0.0037648778318144505,-0.109200338538452
2019-12-12,1157681.85092,0.015003026764382144,-0.09583564737584194
2019-12-13,1173938.2509200003,0.014042199924859666,-0.08313919077136225
2019-12-16,1176505.05092,0.0021864863828982006,-0.0811344870969709
2019-12-17,1188483.45092,0.010181341755084672,-0.07177920328314391
2019-12-18,1190194.6509200002,0.0014398181133070675,-0.07044273416688276
2019-12-19,1194472.65092,0.003594370044171402,-0.06710156137623043
2019-12-20,1203028.65092,0.0071629936385819715,-0.060419215794925395
2019-12-23,1215007.05092,0.009956870096850867,-0.05106393198109824
2019-12-24,1232119.05092,0.014083868885405026,-0.03769924081848817
2019-12-25,1220996.25092,-0.009027374417833078,-0.04638629007418475
2019-12-26,1238108.25092,0.014014785047133715,-0.03302159891157468
2019-12-27,1261209.45092,0.018658465431301563,-0.014979265842051125
2019-12-30,1236397.05092,-0.0196734967232447,-0.03435806802783565
2019-12-31,1218429.45092,-0.014532224892182088,-0.0483909937485763
2020-01-02,1254364.65092,0.029493049411163152,-0.020325142307095187
2020-01-03,1265487.4509200002,0.008867277941739138,-0.011638093051398426
2020-01-06,1240675.05092,-0.01960699016174494,-0.031016895237183133
2020-01-07,1261209.45092,0.016550989709007924,-0.014979265842051125
2020-01-08,1243241.85092,-0.014246325213384092,-0.029012191562791587
2020-01-09,1274899.05092,0.02546342851680361,-0.004287512911962997
2020-01-10,1307411.85092,0.025502254454215834,0.0
2020-01-13,1319390.25092,0.009161917869698888,0.0
2020-01-14,1303989.45092,-0.011672664694362567,-0.011672664694362563
2020-01-15,1308267.45092,0.0032807013867954815,-0.008430257834817417
2020-01-16,1292866.65092,-0.011771904887773466,-0.02010292252917998
2020-01-17,1287733.05092,-0.003970711129679727,-0.02399381076063405
2020-01-20,1294656.446,0.005376421048643332,-0.018746390541201394
2020-01-21,1285821.646,-0.006824049752578221,-0.025442513992045158
2020-01-22,1303491.246,0.013741874742090099,-0.012050267090357634
2020-01-23,1259317.246,-0.03388898861849354,-0.045530884344576264
2020-02-03,1160079.01488,-0.0788032018422784,-0.12074610671779155
2020-02-04,1201151.00332,0.035404474965223365,-0.0896165842650064
2020-02-05,1193241.3033199997,-0.006585100439609692,-0.0956115504961763
2020-02-06,1187395.00332,-0.004899511929174261,-0.10004261249312772
2020-02-07,1192181.9879799997,0.004031501435171281,-0.09641443299380073
2020-02-10,1199574.1879799997,0.00620056339932229,-0.0908116933988663
2020-02-11,1244248.7879799996,0.03724204842655787,-0.05695165845556683
2020-02-12,1276388.7879799998,0.025830846941935492,-0.032591921086286384
2020-02-13,1349025.1879799997,0.05690773899303325,0.0
2020-02-14,1288923.3879799997,-0.044552022108642175,-0.04455202210864213
2020-02-17,1277229.2663499995,-0.009072782555623604,-0.05322059385526066
2020-02-18,1288946.5663499993,0.009173998990396504,-0.04453484053916058
2020-02-19,1266745.366349999,-0.017224298182405562,-0.060992057348613765
2020-02-20,1298197.0663499993,0.02482874683064762,-0.03767766686855515
2020-02-21,1322865.0663499993,0.019001737593935752,-0.019391870413607324
2020-02-24,1342410.5912899992,0.014775146337433487,-0.00490324179929142
2020-02-25,1389858.1871799992,0.03534506968125517,0.0
2020-02-26,1330979.8871799991,-0.04236281121562713,-0.04236281121562712
2020-02-27,1335876.1901499995,0.00367872048042317,-0.03883993167643123
2020-02-28,1319132.1901499995,-0.012534095691996594,-0.050887203948124876
2020-03-02,1289648.1901499995,-0.022351057930477314,-0.0721008790352376
2020-03-03,1287464.1901499995,-0.0016934851044501098,-0.07367226237502372
2020-03-04,1315128.1901499995,0.021487199575451532,-0.053768073404399444
2020-03-05,1313975.6838299995,-0.0008763452328311994,-0.054597299242424215
2020-03-06,1306002.6838299995,-0.006067844403908729,-0.060333855729656265
2020-03-09,1253380.8838299997,-0.0402922602315644,-0.09819512854538766
2020-03-10,1286095.84597,0.02610137314367833,-0.07465678309276393
2020-03-11,1284869.9682200002,-0.0009531775985756052,-0.07553879951811379
2020-03-12,1261874.9682200002,-0.017896752643270397,-0.09208365295143889
2020-03-13,1247658.90356,-0.01126582666114162,-0.1023120811401049
2020-03-16,1247251.7603900002,-0.00032632570395485505,-0.10260501978215868
2020-03-17,1244809.92763,-0.0019577705460496198,-0.10436191324260198
2020-03-18,1245199.6315900001,0.0003130630237999643,-0.10408152207493129
2020-03-19,1241274.07045,-0.0031525556548611666,-0.1069059549388086
2020-03-20,1241507.77045,0.00018827429458445621,-0.10673780828747712
2020-03-23,1241667.6704499999,0.00012879500540052824,-0.10662276057867141
2020-03-24,1240788.6367600001,-0.0007079460236579793,-0.10725522344294627
2020-03-25,1261569.4367600004,0.016748057956320395,-0.09230348218496641
2020-03-26,1228564.6367600001,-0.026161699101370228,-0.11605036535940488
2020-03-27,1243233.4367600002,0.011939786935984964,-0.10549619505965452
2020-03-30,1254235.0367600005,0.00884918284427072,-0.09758056733484152
2020-03-31,1250567.8367600003,-0.0029238538970123296,-0.10021910990977924
2020-04-01,1213895.8367600003,-0.029324278877194465,-0.1266045356591551
2020-04-02,1209006.2367600005,-0.004028022711611401,-0.13012259242573845
2020-04-03,1193115.0367600003,-0.013144018216636133,-0.1415562769171348
2020-04-07,1196066.4953200005,0.002473741817901498,-0.13943270878102973
2020-04-08,1201087.2953200005,0.004197759923587396,-0.1358202538944005
2020-04-09,1202431.2953200005,0.0011189861096998488,-0.1348532487622244
2020-04-10,1200117.6953200006,-0.0019241016172855119,-0.13651787902547027
2020-04-13,1201788.0953200005,0.001391863486817968,-0.13531602978976578
2020-04-14,1202172.0953200005,0.00031952388403189147,-0.13503974260914406
2020-04-15,1207104.1891600005,0.004102652073858959,-0.13149111161535387
2020-04-16,1216232.1891600005,0.007561899032387576,-0.124923535092658
2020-04-17,1196346.1891600005,-0.016350496374984425,-0.13923146965995972
2020-04-20,1189764.2110600004,-0.0055017336617435575,-0.14396718885830104
2020-04-21,1173501.2110600004,-0.013669094975979124,-0.1556683826563513
2020-04-22,1162242.2110600004,-0.009594365897441226,-0.16376920913192455
2020-04-23,1172797.3640200004,0.00908171537701552,-0.15617479909976414
2020-04-24,1157050.5533000003,-0.01342671053252098,-0.16750459581229796
2020-04-27,1173698.5533000003,0.014388308231233715,-0.15552639533575977
2020-04-28,1192843.7533000002,0.01631185447589667,-0.14175146478774084
2020-04-29,1187968.84608,-0.004086794441026997,-0.14525895013046583
2020-04-30,1192755.34608,0.004029146063715627,-0.14181507359388784
2020-05-06,1196265.4460800001,0.0029428499411350284,-0.13928956413373061
2020-05-07,1201371.04608,0.0042679490716130974,-0.13561609582804754
2020-05-08,1209348.5460800002,0.006640329834841863,-0.1298763016004174
2020-05-11,1189245.2460800002,-0.01662324733854703,-0.14434058305404493
2020-05-12,1166908.2460800002,-0.01878250098003531,-0.16041200689140883
2020-05-13,1163079.0460800002,-0.003281491936374059,-0.16316710812067117
2020-05-14,1144571.24608,-0.015912761959196442,-0.17648343072877287
2020-05-15,1152229.64608,0.006691064471721742,-0.17097322827024802
2020-05-18,1164613.89425,0.01074807284479462,-0.1620627881374117
2020-05-19,1186830.7942499998,0.01907662282726541,-0.14607777599377877
2020-05-20,1163149.83873,-0.01995310168452835,-0.16311617296005354
2020-05-21,1162139.97985,-0.0008682104801756019,-0.1638427642693791
2020-05-22,1135133.97985,-0.02323816447953686,-0.18327352364404217
2020-05-25,1139851.09885,0.004155561443613287,-0.17987956658891924
2020-05-26,1168135.0988499997,0.02481376736710228,-0.1595292889412496
2020-05-27,1156821.4988499996,-0.009685181115727137,-0.1676694000003176
2020-05-28,1173791.8988499998,0.014669851845656723,-0.1554592334117156
2020-05-29,1176620.2988499997,0.0024096264446626936,-0.1534242056469487
2020-06-01,1228945.6988499998,0.04447093089515941,-0.11577619199875948
2020-06-02,1224703.0988499997,-0.003452227388053175,-0.11882873364591001
2020-06-03,1197833.2988499997,-0.02193984813562644,-0.13816149741119635
2020-06-04,1170963.4988499996,-0.02243200287201641,-0.15749426117648269
2020-06-05,1176620.2988499997,0.004830893538146697,-0.1534242056469487
2020-06-08,1173087.8638599997,-0.003002187701038772,-0.15596578508475253
2020-06-09,1176337.1638599997,0.002769869248590018,-0.1536279206681009
2020-06-10,1163339.9638599998,-0.011048873060637954,-0.16297937833470721
2020-06-11,1123265.2638599996,-0.03444796984969989,-0.19181303947341025
2020-06-12,1090118.0564699995,-0.02950968792188291,-0.21566238446108507
2020-06-15,1058597.2564699992,-0.02891503338828305,-0.23834153280207912
2020-06-16,1112836.6327699993,0.05123702708324296,-0.19931641729007787
2020-06-17,1129778.8140499992,0.015224320247104517,-0.187126554010303
2020-06-18,1128690.414049999,-0.0009633744114022624,-0.18790965548787786
2020-06-19,1129101.185149999,0.00036393602256801216,-0.1876141065579302
2020-06-22,1126543.9851499991,-0.0022648103054291324,-0.18945400650138305
2020-06-23,1162344.7851499992,0.03177931840382886,-0.16369540729304274
2020-06-24,1194949.085149999,0.028050454922282198,-0.14023668301401868
2020-06-29,1170655.685149999,-0.02033007121550323,-0.15771573247682094
2020-06-30,1179605.885149999,0.00764545896247304,-0.1512760826747359
2020-07-01,1170655.685149999,-0.007587449429231952,-0.15771573247682094
2020-07-02,1182163.085149999,0.009829875808893718,-0.14943618273128306
2020-07-03,1198784.885149999,0.014060496566673741,-0.13747683309883932
2020-07-06,1215406.685149999,0.013865540186486669,-0.12551748346639557
2020-07-07,1232028.4851499991,0.013675916220543538,-0.11355813383395184
2020-07-08,1247901.356719999,0.012883526445468085,-0.10213763660883152
2020-07-09,1296381.356719999,0.038849224531196436,-0.06725638005533725
2020-07-10,1301714.1567199992,0.004113604359054168,-0.06341944183445285
2020-07-13,1358435.7567199992,0.04357454338740907,-0.022608371666864496
2020-07-14,1341467.756719999,-0.012490837285504153,-0.034816811460587654
2020-07-15,1319651.7567199992,-0.016262783723808405,-0.0505133769096599
2020-07-16,1240144.556719999,-0.06024862210437676,-0.10771863765739062
2020-07-17,1251513.434959999,0.009167381478550451,-0.0995387540225953
2020-07-20,1302515.0349599991,0.04075193967185031,-0.06284321164968489
2020-07-21,1299572.634959999,-0.002259014230949319,-0.06496026217119905
2020-07-22,1299773.382699999,0.00015447211998753652,-0.06481582460062407
2020-07-23,1312574.0849099993,0.00984841079251031,-0.05560574667463604
2020-07-24,1227186.5849099993,-0.06505347087197355,-0.11704187072499683
2020-07-27,1230875.3985399993,0.0030059109799269734,-0.11438777718939337
2020-07-28,1252136.9985399991,0.017273559960024665,-0.09909010135734368
2020-07-29,1247412.198539999,-0.0037733890185412955,-0.102489584875577
2020-07-30,1211976.198539999,-0.02840761060495889,-0.12798571126232663
2020-07-31,1248593.398539999,0.030212804545262983,-0.10163971399601872
2020-08-03,1235600.198539999,-0.010406269979637228,-0.11098829367116021
2020-08-04,1235600.198539999,0.0,-0.11098829367116021
2020-08-05,1341908.198539999,0.08603753878124576,-0.03449991451091129
2020-08-06,1391518.598539999,0.036970040166664386,0.0
2020-08-07,1422229.7985399992,0.022070276338543193,0.0
2020-08-10,1422229.7985399992,0.0,0.0
2020-08-11,1404511.7985399992,-0.012457902385527686,-0.012457902385527676
2020-08-12,1282848.1985399993,-0.08662340902117738,-0.0980021654328176
2020-08-13,1285620.216179999,0.002160830598004093,-0.09605310091255136
2020-08-14,1285620.216179999,0.0,-0.09605310091255136
2020-08-17,1285620.216179999,0.0,-0.09605310091255136
2020-08-18,1283106.5342999988,-0.001955228961371902,-0.09782052406918941
2020-08-19,1216369.7342999987,-0.05201189317955457,-0.1447445866000893
2020-08-20,1170458.487689999,-0.03774448287832566,-0.1770257599077575
2020-08-21,1178944.987689999,0.0072505775209070755,-0.1710587213822591
2020-08-24,1181259.487689999,0.001963195928704753,-0.16943134723894138
2020-08-25,1176695.792999999,-0.003863414209628546,-0.17264017797409045
2020-08-26,1154141.392999999,-0.019167570865956107,-0.18849865599441692
2020-08-27,1203863.592999999,0.043081549887709514,-0.15353792035869712
2020-08-28,1229493.5929999987,0.02128978743856713,-0.13551692260832623
2020-08-31,1296387.8929999988,0.05440801024166064,-0.08848211847985774
